name,ttm,06/30/2023,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009
InterestIncome,"7,000,000","2,800,000","2,000,000","1,400,000","800,000","500,000","900,000","400,000","0","100,000","100,000","200,000","100,000","100,000","700,000","300,000","600,000","500,000","500,000","-100,000","1,100,000","900,000","400,000","100,000","500,000","0","600,000",,,,,,,,,,,,,,,,,,"41,000","26,000","23,000",,,,,,,,,,,,
InterestExpense,"67,000,000","16,700,000","15,100,000","15,700,000","16,100,000","15,100,000","11,700,000","11,100,000","11,700,000","12,400,000","12,400,000","13,500,000","9,600,000","7,000,000","7,600,000","7,800,000","8,500,000","10,000,000","10,000,000","9,700,000","9,600,000","9,700,000","9,600,000","10,400,000","10,800,000","11,100,000","7,900,000","5,515,000","177,000","28,000","27,000","27,000","16,000",,,,,,,,,,,"0","0","0","0","206,000","226,000","223,000","225,000","225,000","225,000","224,000","222,000","220,000","220,000","218,000","217,000"
NetInterestIncome,"-60,000,000","-13,900,000","-15,100,000","-15,700,000","-15,300,000","-14,600,000","-10,800,000","-11,100,000","-11,700,000","-12,300,000","-12,300,000","-13,500,000","-9,500,000","-7,300,000","-7,300,000","-7,800,000","-8,200,000","-10,000,000","-9,900,000","-9,700,000","-9,600,000","-9,300,000","-9,600,000","-10,400,000","-10,500,000","-12,500,000","-7,900,000","-5,515,000","-177,000","-28,000","-27,000","-27,000","-16,000",,,,,,,,,,,"0","0","26,000","23,000","-206,000","-226,000","-223,000","-225,000","-225,000","-225,000","-224,000","-222,000","-220,000","-220,000","-218,000","-217,000"
EBIT,"1,021,800,000","245,500,000","263,300,000","251,500,000","245,100,000","-241,700,000","236,600,000","221,300,000","185,500,000","191,600,000","205,300,000","136,400,000","173,000,000","163,600,000","225,100,000","122,000,000","149,400,000","129,600,000","137,800,000","185,300,000","125,900,000","129,500,000","169,000,000","114,500,000","116,700,000","117,200,000","91,500,000","80,501,000","67,513,000","83,842,000","80,494,000","79,691,000","101,467,000","73,370,000","69,553,000","86,962,000","75,084,000","69,716,000","82,038,000","72,599,000","68,427,000","75,358,000","69,430,000","59,399,000","60,534,000","65,658,000","56,962,000","52,543,000","74,791,000","56,513,000","57,117,000","50,181,000","34,923,000","41,792,000","38,624,000","56,792,000","32,996,000","47,711,000","40,606,000"
EBITDA,"1,188,700,000","285,300,000","304,700,000","296,200,000","286,100,000","-201,500,000","277,500,000","263,300,000","228,300,000","232,200,000","247,300,000","176,900,000","212,500,000","201,600,000","265,600,000","164,800,000","192,300,000","173,300,000","185,000,000","234,400,000","176,200,000","179,900,000","223,200,000","170,400,000","172,100,000","173,000,000","116,600,000","90,588,000","77,730,000","96,121,000","92,366,000","91,916,000","113,884,000","84,670,000","79,966,000","98,042,000","85,456,000","79,642,000","90,660,000","81,735,000","76,931,000","84,009,000","77,741,000","65,632,000","69,190,000","74,000,000","65,304,000","60,072,000","83,709,000","65,532,000","65,835,000","58,388,000","42,040,000","49,110,000","45,942,000","63,666,000","39,896,000","54,755,000","47,513,000"
ReconciledCostOfRevenue,"2,056,200,000","440,700,000","516,800,000","547,600,000","551,100,000","561,700,000","637,600,000","550,400,000","521,300,000","517,900,000","717,600,000","594,600,000","559,900,000","626,700,000","616,500,000","367,300,000","431,100,000","389,600,000","370,200,000","474,100,000","357,200,000","441,400,000","508,100,000","408,300,000","392,100,000","423,900,000","210,600,000","49,254,000","47,726,000","47,847,000","46,199,000","44,575,000","51,400,000","40,866,000","39,578,000","19,239,000","16,224,000","14,676,000","15,884,000","15,015,000","13,816,000","14,489,000","13,140,000","11,616,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
ReconciledDepreciation,"166,900,000","39,800,000","41,400,000","44,700,000","41,000,000","40,200,000","40,900,000","42,000,000","42,800,000","40,600,000","42,000,000","40,500,000","39,500,000","38,000,000","40,500,000","42,800,000","42,900,000","43,700,000","47,200,000","49,100,000","50,300,000","50,400,000","54,200,000","55,900,000","55,400,000","55,800,000","25,100,000","10,087,000","10,217,000","12,279,000","11,872,000","12,225,000","12,417,000","11,300,000","10,413,000","11,080,000","10,372,000","9,926,000","8,622,000","9,136,000","8,504,000","8,651,000","8,311,000","6,233,000","8,656,000","8,342,000","8,342,000","7,529,000","8,918,000","9,019,000","8,718,000","8,207,000","7,117,000","7,318,000","7,318,000","6,874,000","6,900,000","7,044,000","6,907,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"651,100,000","167,800,000","173,400,000","159,700,000","150,200,000","-184,500,000","109,600,000","165,900,000","120,400,000","105,500,000","137,200,000","87,300,000","109,900,000","113,600,000","157,400,000","86,300,000","106,000,000","88,300,000","95,400,000","138,700,000","86,000,000","83,300,000","118,400,000","257,400,000","60,500,000","68,300,000","15,500,000","45,469,000","40,721,000","51,230,000","49,400,000","50,402,000","67,516,000","44,845,000","42,259,000","49,342,000","48,366,000","42,981,000","49,024,000","46,110,000","41,356,000","46,161,000","42,373,000","39,725,000","45,758,000","38,496,000","33,417,000","31,807,000","41,327,000","33,401,000","32,871,000","31,377,000","20,454,000","24,890,000","22,676,000","34,904,000","19,160,000","28,109,000","24,278,000"
TotalUnusualItemsExcludingGoodwill,"-11,500,000","-700,000","-6,400,000","-2,000,000","-2,400,000","-474,400,000","-2,000,000","-3,700,000","-6,700,000","-1,800,000","-3,400,000","-28,800,000","-6,200,000","-9,400,000","-800,000","-8,700,000","-16,700,000","-20,800,000","-2,300,000","-6,800,000","-5,900,000","-8,600,000","-8,800,000","-9,000,000","-5,900,000","-5,200,000","-65,400,000","5,399,000","1,863,000","5,875,000","1,013,000","3,797,000","357,000","261,000","-276,000","-3,017,000","-271,000","-321,000","-495,000","-446,000","-517,000","-473,000","-721,000","-353,000","41,000","26,000","23,000","23,000","15,000","61,000","42,000","82,000","158,000","135,000","100,000","524,000","191,000","380,000","512,000"
TotalUnusualItems,"-11,500,000","-700,000","-6,400,000","-2,000,000","-2,400,000","-474,400,000","-2,000,000","-3,700,000","-6,700,000","-1,800,000","-3,400,000","-28,800,000","-6,200,000","-9,400,000","-800,000","-8,700,000","-16,700,000","-20,800,000","-2,300,000","-6,800,000","-5,900,000","-8,600,000","-8,800,000","-9,000,000","-5,900,000","-5,200,000","-65,400,000","5,399,000","1,863,000","5,875,000","1,013,000","3,797,000","357,000","261,000","-276,000","-3,017,000","-271,000","-321,000","-495,000","-446,000","-517,000","-473,000","-721,000","-353,000","41,000","26,000","23,000","23,000","15,000","61,000","42,000","82,000","158,000","135,000","100,000","524,000","191,000","380,000","512,000"
NormalizedEBITDA,"1,200,200,000","286,000,000","311,100,000","298,200,000","288,500,000","272,900,000","279,500,000","267,000,000","235,000,000","234,000,000","250,700,000","205,700,000","218,700,000","211,000,000","266,400,000","173,500,000","209,000,000","194,100,000","187,300,000","241,200,000","182,100,000","188,500,000","232,000,000","179,400,000","178,000,000","178,200,000","182,000,000","85,189,000","75,867,000","90,246,000","91,353,000","88,119,000","113,527,000","84,409,000","80,242,000","101,059,000","85,727,000","79,963,000","91,155,000","82,181,000","77,448,000","84,482,000","78,462,000","65,985,000","69,149,000","74,000,000","65,304,000","60,049,000","83,694,000","65,471,000","65,793,000","58,306,000","41,882,000","48,975,000","45,842,000","63,142,000","39,705,000","54,375,000","47,001,000"
TaxRateForCalcs,"0.318","0.306","0.301","0.323","0.344","0.282","0.4","0.211","0.307","0.27","0.289","0.29","0.327","0.275","0.276","0.244","0.248","0.293","0.255","0.221","0.263","0.308","0.258","0.4","0.4","0.359","0.169","0.398","0.399","0.392","0.389","0.367","0.334","0.391","0.39","0.35","0.354","0.381","0.399","0.361","0.391","0.384","0.383","0.331","0.244","0.35","0.35","0.392","0.35","0.35","0.35","0.372","0.35","0.4","0.35","0.383","0.35","0.35","0.399"
TaxEffectOfUnusualItems,"-3,657,886.468","-214,200","-1,926,400","-646,000","-825,600","-133,780,800","-800,000","-780,700","-2,056,900","-486,000","-982,600","-8,352,000","-2,027,400","-2,585,000","-220,800","-2,122,800","-4,141,600","-6,094,400","-586,500","-1,502,800","-1,551,700","-2,648,800","-2,270,400","-3,600,000","-2,360,000","-1,866,800","-11,052,600","2,148,802","743,337","2,303,000","394,057","1,393,499","119,238","102,051","-107,640","-1,055,950","-95,934","-122,301","-197,505","-161,006","-202,147","-181,632","-276,143","-116,843","10,007.863","0","0","9,022.107","5,250","21,350","14,700","30,496.397","55,300","54,000","35,000","200,700.559","66,850","133,000","204,234.618"
