name,ttm,06/30/2023,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
		DepreciationAndAmortizationInIncomeStatement,"149,000,000","37,000,000","37,000,000","37,000,000","38,000,000","38,000,000","38,000,000","38,000,000","38,000,000","37,000,000","34,000,000","27,000,000","27,000,000","27,000,000","25,000,000","29,000,000","28,000,000","25,000,000","15,000,000","15,000,000","13,000,000","11,000,000","11,000,000","12,000,000","27,000,000","25,000,000","25,000,000","24,000,000","25,000,000","25,000,000","25,000,000","24,000,000","34,000,000","35,000,000","35,000,000","35,000,000","40,000,000","41,000,000","41,000,000","41,000,000","40,000,000","40,000,000","40,000,000","40,000,000","39,000,000","39,000,000","39,000,000","39,000,000","39,000,000","38,000,000","40,000,000","40,000,000","40,000,000","67,000,000","40,000,000","39,000,000","36,000,000","36","36,000,000","-61,185,000","70,414,000","69,994,000","66,777,000","-42,491,000","59,848,000","31,075,000","31,032,000","31,063,000","2,393,000","2,029,000","2,029,000","2,028,000","2,540,000","1,656,000","1,281,000","201,000","283,000","232,000","231,000","231,000","231,000","231,000","232,000","221,000","201,000","201,000","201,000","2,613,000","2,613,000","2,614,000","2,614,000","2,613,000","2,613,000","2,514,000","2,413,000",,,,
			Amortization,"149,000,000","37,000,000","37,000,000","37,000,000","38,000,000","38,000,000","38,000,000","38,000,000","38,000,000","37,000,000","34,000,000","27,000,000","27,000,000","27,000,000","25,000,000","29,000,000","28,000,000","25,000,000","15,000,000","15,000,000","13,000,000","11,000,000","11,000,000","12,000,000","27,000,000","25,000,000","25,000,000","24,000,000","25,000,000","25,000,000","25,000,000","24,000,000","34,000,000","35,000,000","35,000,000","35,000,000","40,000,000","41,000,000","41,000,000","41,000,000","40,000,000","40,000,000","40,000,000","40,000,000","39,000,000","39,000,000","39,000,000","39,000,000","39,000,000","38,000,000","40,000,000","40,000,000","40,000,000","67,000,000","40,000,000","39,000,000","36,000,000","36","36,000,000","-61,185,000","70,414,000","69,994,000","66,777,000","-42,491,000","59,848,000","31,075,000","31,032,000","31,063,000","2,393,000","2,029,000","2,029,000","2,028,000","2,540,000","1,656,000","1,281,000","201,000","283,000","232,000","231,000","231,000","231,000","231,000","232,000","221,000","201,000","201,000","201,000","2,613,000","2,613,000","2,614,000","2,614,000","2,613,000","2,613,000","2,514,000","2,413,000",,,,
				AmortizationOfIntangiblesIncomeStatement,"149,000,000","37,000,000","37,000,000","37,000,000","38,000,000","38,000,000","38,000,000","38,000,000","38,000,000","37,000,000","34,000,000","27,000,000","27,000,000","27,000,000","25,000,000","29,000,000","28,000,000","25,000,000","15,000,000","15,000,000","13,000,000","11,000,000","11,000,000","12,000,000","27,000,000","25,000,000","25,000,000","24,000,000","25,000,000","25,000,000","25,000,000","24,000,000","34,000,000","35,000,000","35,000,000","35,000,000","40,000,000","41,000,000","41,000,000","41,000,000","40,000,000","40,000,000","40,000,000","40,000,000","39,000,000","39,000,000","39,000,000","39,000,000","39,000,000","38,000,000","40,000,000","40,000,000","40,000,000","67,000,000","40,000,000","39,000,000","36,000,000","36","36,000,000","-61,185,000","70,414,000","69,994,000","66,777,000","-42,491,000","59,848,000","31,075,000","31,032,000","31,063,000","2,393,000","2,029,000","2,029,000","2,028,000","2,540,000","1,656,000","1,281,000","201,000","283,000","232,000","231,000","231,000","231,000","231,000","232,000","221,000","201,000","201,000","201,000","2,613,000","2,613,000","2,614,000","2,614,000","2,613,000","2,613,000","2,514,000","2,413,000",,,,
	OtherTaxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-904,448,000",,,,,"-772,442,000","-294,050,000","-264,050,000","-295,633,000","-256,712,000",,"-189,494,000","-183,501,000",,"-193,375,000",,"-105,959,000","-96,959,000","-95,198,000",,"-88,685,000","-82,034,000","-81,636,000","-101,990,000","-96,178,000","-86,375,000","-92,250,000","-92,554,000","-91,789,000","-88,868,000","-90,775,000","-78,249,000","-75,942,000","-71,138,000","-69,400,000",,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,000,000","14,000,000","16,000,000","18,000,000","20,000,000","21,000,000","22,000,000","23,000,000","26,000,000","122,000,000","139,000,000","24,000,000","23,000,000","26","27,000,000",,"618,353,000",,"1,529,136,000","-1,691,920,000","772,071,000","573,167,000","479,075,000","1,284,817,000","502,802,000","451,704,000","532,253,000","450,635,000","167,074,000","330,935,000","319,554,000","655,346,000","357,208,000","89,636,000","180,388,000","165,096,000","161,998,000","63,397,000","152,029,000","141,675,000","139,623,000","181,736,000","169,743,000","149,998,000","161,198,000","163,810,000","163,909,000","160,094,000","163,360,000","139,379,000","136,371,000",,,,
OperatingIncome,"6,112,000,000","1,618,000,000","1,437,000,000","1,527,000,000","1,530,000,000","1,670,000,000","1,762,000,000","2,041,000,000","1,965,000,000","1,930,000,000","1,552,000,000","1,847,000,000","1,758,000,000","1,405,000,000","1,303,000,000","1,586,000,000","1,502,000,000","1,278,000,000","1,247,000,000","1,341,000,000","1,396,000,000","1,443,000,000","1,382,000,000","1,485,000,000","1,394,000,000","1,242,000,000","1,147,000,000","1,225,000,000","1,209,000,000","1,173,000,000","1,039,000,000","1,137,000,000","1,222,000,000","1,238,000,000","1,067,000,000","1,144,000,000","1,157,000,000","1,122,000,000","1,051,000,000","1,133,000,000","966,000,000","849,000,000","909,000,000","1,005,000,000","875,000,000","829,000,000","815,000,000","840,000,000","777,000,000","866,000,000","798,000,000","940,000,000","707,000,000","697,000,000","654,000,000","389,000,000","357,000,000","261","293,000,000","376,784,000","453,536,000","404,990,000","395,690,000","467,716,000","271,718,000","282,001,000","272,231,000","246,083,000","29,008,000","96,683,000","100,027,000","112,396,000","79,669,000","81,895,000","66,582,000","55,826,000","-22,376,000","62,581,000","75,864,000","-10,997,000","118,633,000","54,802,000","54,066,000","55,003,000","55,496,000","54,705,000","49,935,000","43,016,000","42,532,000","42,708,000","41,920,000","39,672,000","36,926,000","34,322,000","32,118,000","-238,757,000","127,100,000","90,700,000","90,700,000"
NetNonOperatingInterestIncomeExpense,"56,000,000","20,000,000","27,000,000","18,000,000","-9,000,000","-33,000,000","-36,000,000","-4,000,000","-34,000,000","-44,000,000","-36,000,000","-26,000,000","-45,000,000","-41,000,000","-31,000,000","-22,000,000","-35,000,000","-32,000,000","-17,000,000","-5,000,000","-17,000,000","-27,000,000","-31,000,000","-32,000,000","-31,000,000","-35,000,000","-58,000,000","-44,000,000","-30,000,000","-45,000,000","-46,000,000","-46,000,000","-38,000,000","-47,000,000","-47,000,000","-52,000,000","-51,000,000","-57,000,000","-43,000,000","-48,000,000","-44,000,000","-49,000,000","-48,000,000","-48,000,000","-47,000,000","-44,000,000","-40,000,000","-39,000,000","-37,000,000","-37,000,000","-29,000,000","-25,000,000","-27,000,000","-33,000,000","-36,000,000","-19,000,000","-11,000,000","-11","-7,000,000","-2,033,000","2,868,000","-2,796,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"288,000,000","89,000,000","86,000,000","72,000,000","41,000,000","21,000,000","18,000,000","46,000,000","14,000,000","8,000,000","19,000,000","28,000,000","9,000,000","10,000,000","15,000,000","29,000,000","19,000,000","20,000,000","29,000,000","41,000,000","29,000,000","19,000,000","15,000,000","14,000,000","15,000,000","13,000,000","7,000,000","7,000,000","22,000,000","6,000,000","5,000,000","5,000,000","12,000,000","5,000,000","4,000,000","6,000,000","10,000,000","3,000,000","10,000,000","4,000,000","8,000,000","4,000,000","6,000,000","9,000,000","10,000,000","8,000,000","9,000,000","9,000,000","12,000,000","4,000,000","9,000,000","10,000,000","10,000,000","5,000,000","4,000,000","4,000,000","4,000,000","4","8,000,000","13,132,000","19,605,000","13,924,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"232,000,000","69,000,000","59,000,000","54,000,000","50,000,000","54,000,000","54,000,000","50,000,000","48,000,000","52,000,000","55,000,000","54,000,000","54,000,000","51,000,000","46,000,000","51,000,000","54,000,000","52,000,000","46,000,000","46,000,000","46,000,000","46,000,000","46,000,000","46,000,000","46,000,000","48,000,000","65,000,000","51,000,000","52,000,000","51,000,000","51,000,000","51,000,000","50,000,000","52,000,000","51,000,000","58,000,000","61,000,000","60,000,000","53,000,000","52,000,000","52,000,000","53,000,000","54,000,000","57,000,000","57,000,000","52,000,000","49,000,000","48,000,000","49,000,000","41,000,000","38,000,000","35,000,000","37,000,000","38,000,000","40,000,000","23,000,000","15,000,000","15","15,000,000","15,165,000","16,737,000","16,720,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"595,000,000","228,000,000","90,000,000","107,000,000","170,000,000","-316,000,000","-100,000,000","73,000,000","340,000,000","315,000,000","75,000,000","346,000,000","268,000,000","399,000,000","-659,000,000","70,000,000","-7,000,000","89,000,000","128,000,000","-162,000,000","50,000,000",,"8,000,000","1,000,000","41,000,000","36,000,000","51,000,000","6,000,000","31,000,000","20,000,000","-78,000,000","57,000,000","-10,000,000","6,000,000","98,000,000","-8,000,000","-1,000,000","73,000,000","60,000,000","72,000,000","26,000,000","118,000,000","89,000,000","-19,000,000","77,000,000","4,000,000","63,000,000","14,000,000","-75,000,000","13,000,000","44,000,000","43,000,000","105,000,000","-42,000,000","38,000,000","37,000,000","89,000,000","88","-194,000,000","-448,492,000","-142,552,000","-467,000","-19,489,000","25,543,000","117,895,000","210,203,000","150,360,000","40,509,000","3,931,000","6,845,000","15,064,000","5,886,000","21,439,000","6,027,000","9,786,000","7,823,000","6,647,000","16,038,000","800,000",,,"8,233,000","3,529,000","2,049,000","408,000","4,014,000","3,020,000","4,192,000","2,890,000","2,632,000","1,862,000",,,,,,,,
	GainOnSaleOfSecurity,"689,000,000","229,000,000","90,000,000","199,000,000","171,000,000","-316,000,000","-99,000,000","74,000,000","369,000,000","316,000,000","78,000,000","346,000,000","268,000,000","397,000,000","-45,000,000","105,000,000","-7,000,000","89,000,000","134,000,000","-71,000,000","50,000,000","-1,000,000","14,000,000","33,000,000","41,000,000","36,000,000","51,000,000","6,000,000","31,000,000","20,000,000","-2,000,000","1,000,000","4,000,000","-6,000,000","63,000,000","-2,000,000","46,000,000","45,000,000","76,000,000","70,000,000","32,000,000","141,000,000","62,000,000","20,000,000","75,000,000","-7,000,000","75,000,000","10,000,000","-59,000,000","18,000,000","59,000,000","27,000,000","93,000,000","-13,000,000","38,000,000","37,000,000","89,000,000","88,000,000","-172,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56,000,000","-14,000,000","12,000,000","35,000,000","-6,000,000","-47,000,000","28,000,000","-16,000,000","2,000,000","-6,000,000","-23,000,000","27,000,000","-39,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-94,000,000","-1,000,000","0","-92,000,000","-1,000,000","0","-1,000,000","-1,000,000","-29,000,000","-1,000,000","-3,000,000","0","0","2,000,000","-614,000,000","-35,000,000","1,000,000","-13,000,000","-6,000,000","-91,000,000","-29,000,000","1,000,000","-6,000,000","0","0","0","0","0",,"0","-76,000,000",,,,,,,,,,,,,"0","2,000,000","4,000,000","-12,000,000","4,000,000","-16,000,000","-5,000,000","-15,000,000","16,000,000","12,000,000","-29,000,000","0","0","89,000,000","88","-22,000,000","124,508,000","-142,552,000","-467,000","-19,489,000","-478,458,000","117,895,000","210,203,000","150,360,000","40,509,000","3,931,000","6,845,000","15,064,000","5,886,000","21,439,000","6,027,000","9,786,000","7,823,000","6,647,000","16,038,000","800,000","23,346,000","0","8,233,000","3,529,000","2,049,000","408,000","4,014,000","3,020,000","4,192,000","2,890,000","2,632,000","1,862,000","0","0","0","0",,,,
		RestructuringAndMergernAcquisition,"94,000,000","1,000,000","0","92,000,000","1,000,000","0","1,000,000","1,000,000","29,000,000","1,000,000","3,000,000","0","0","-2,000,000","25,000,000","35,000,000","-1,000,000","13,000,000","6,000,000","91,000,000","29,000,000","-1,000,000","6,000,000","0","0","0","0","0",,"0","76,000,000",,,,,,,,,,,,,"0",,,"0",,,,,"0","0","0","0","0","0","0","22,000,000",,,,,,,,,,,,,"0","0","0","0","0","0","0","6,097,000",,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,"0",,,"589,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,000,000",,,,,,"-12,000,000","29,000,000",,,"-89,000,000","-88",,,,,,,,,,,,,,"-5,886,000","-21,439,000","-6,027,000","-9,786,000","-7,823,000","-6,647,000","-16,038,000","-6,897,000",,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,,,,,,,,,,,,,,,,,,,,,,,"1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"6,763,000,000","1,866,000,000","1,554,000,000","1,652,000,000","1,691,000,000","1,321,000,000","1,626,000,000","2,110,000,000","2,271,000,000","2,201,000,000","1,591,000,000","2,167,000,000","1,981,000,000","1,763,000,000","613,000,000","1,634,000,000","1,460,000,000","1,335,000,000","1,358,000,000","1,174,000,000","1,429,000,000","1,416,000,000","1,359,000,000","1,486,000,000","1,404,000,000","1,243,000,000","1,140,000,000","1,187,000,000","1,210,000,000","1,148,000,000","915,000,000","1,148,000,000","1,174,000,000","1,197,000,000","1,118,000,000","1,084,000,000","1,105,000,000","1,138,000,000","1,068,000,000","1,157,000,000","948,000,000","918,000,000","950,000,000","938,000,000","905,000,000","789,000,000","838,000,000","815,000,000","665,000,000","842,000,000","813,000,000","958,000,000","785,000,000","622,000,000","656,000,000","407,000,000","435,000,000","338","92,000,000","-73,741,000","313,852,000","401,727,000","377,162,000","497,132,000","399,907,000","495,719,000","429,962,000","282,697,000","30,917,000","101,498,000","113,122,000","116,442,000","99,100,000","85,859,000","74,354,000","63,483,000","-16,694,000","78,069,000","75,580,000","36,109,000","94,468,000","62,884,000","57,431,000","56,888,000","55,740,000","58,548,000","52,772,000","47,021,000","45,250,000","45,139,000","43,581,000","42,541,000","38,908,000","35,653,000","32,815,000","30,150,000","28,400,000",,
TaxProvision,"1,503,000,000","443,000,000","385,000,000","345,000,000","330,000,000","358,000,000","263,000,000","478,000,000","518,000,000","654,000,000","318,000,000","427,000,000","464,000,000","361,000,000","-14,000,000","300,000,000","341,000,000","322,000,000","298,000,000","247,000,000","226,000,000","338,000,000","265,000,000","-815,000,000","445,000,000","376,000,000","269,000,000","336,000,000","333,000,000","353,000,000","268,000,000","279,000,000","342,000,000","371,000,000","258,000,000","278,000,000","232,000,000","297,000,000","324,000,000","307,000,000","219,000,000","212,000,000","284,000,000","288,000,000","250,000,000","229,000,000","263,000,000","232,000,000","95,000,000","220,000,000","249,000,000","309,000,000","201,000,000","233,000,000","228,000,000","150,000,000","101,000,000","94","30,000,000","-6,937,000","117,237,000","147,569,000","130,131,000","165,746,000","63,168,000","125,012,000","109,906,000","99,500,000","11,108,000","37,237,000","41,618,000","42,826,000","37,077,000","31,324,000","27,331,000","12,919,000","-7,265,000","26,521,000","20,089,000","25,347,000","23,579,000","24,210,000","22,111,000","23,040,000","22,575,000","23,712,000","21,373,000","18,689,000","17,874,000","18,909,000","18,085,000","17,995,000","16,147,000","14,796,000","13,618,000","12,933,000","12,200,000",,
NetIncomeCommonStockholders,"5,188,000,000","1,366,000,000","1,157,000,000","1,259,000,000","1,406,000,000","1,077,000,000","1,436,000,000","1,643,000,000","1,681,000,000","1,378,000,000","1,199,000,000","1,548,000,000","1,364,000,000","1,214,000,000","806,000,000","1,301,000,000","1,119,000,000","1,003,000,000","1,053,000,000","927,000,000","1,216,000,000","1,073,000,000","1,089,000,000","2,295,000,000","947,000,000","857,000,000","862,000,000","851,000,000","875,000,000","789,000,000","657,000,000","861,000,000","843,000,000","819,000,000","822,000,000","813,000,000","917,000,000","808,000,000","756,000,000","841,000,000","730,000,000","729,000,000","632,000,000","690,000,000","642,000,000","554,000,000","572,000,000","555,000,000","595,000,000","619,000,000","568,000,000","657,000,000","551,000,000","432,000,000","423,000,000","256,000,000","317,000,000","218","84,000,000","52,545,000","217,726,000","274,058,000","241,671,000","322,440,000","255,200,000","222,244,000","195,388,000","169,423,000","18,914,000","63,404,000","70,862,000","72,918,000","61,119,000","53,335,000","46,536,000","49,752,000","-9,814,000","47,996,000","55,207,000","41,310,000","40,098,000","38,674,000","35,320,000","33,848,000","33,165,000","34,836,000","31,399,000","28,332,000","27,376,000","26,230,000","25,496,000","24,546,000","22,761,000","20,857,000","19,197,000","17,217,000","16,200,000","13,000,000","13,000,000"
	NetIncome,"5,188,000,000","1,366,000,000","1,157,000,000","1,259,000,000","1,406,000,000","1,077,000,000","1,436,000,000","1,643,000,000","1,681,000,000","1,378,000,000","1,199,000,000","1,548,000,000","1,364,000,000","1,214,000,000","806,000,000","1,301,000,000","1,119,000,000","1,003,000,000","1,053,000,000","927,000,000","1,216,000,000","1,073,000,000","1,089,000,000","2,295,000,000","947,000,000","857,000,000","862,000,000","851,000,000","875,000,000","789,000,000","657,000,000","861,000,000","843,000,000","819,000,000","822,000,000","813,000,000","917,000,000","808,000,000","756,000,000","841,000,000","730,000,000","729,000,000","632,000,000","690,000,000","642,000,000","554,000,000","572,000,000","555,000,000","595,000,000","619,000,000","568,000,000","657,000,000","551,000,000","432,000,000","423,000,000","256,000,000","317,000,000","244","84,000,000","52,545,000","217,726,000","274,058,000","241,671,000","322,440,000","255,200,000","222,244,000","195,388,000","169,423,000","18,914,000","63,404,000","70,862,000","72,918,000","61,119,000","53,335,000","46,536,000","49,752,000","-9,814,000","47,996,000","55,207,000","41,310,000","40,098,000","38,674,000","35,320,000","33,848,000","33,165,000","34,836,000","31,399,000","28,332,000","27,376,000","26,230,000","25,496,000","24,546,000","22,761,000","20,857,000","19,197,000","17,217,000","16,200,000","13,000,000","13,000,000"
		NetIncomeIncludingNoncontrollingInterests,"5,260,000,000","1,423,000,000","1,169,000,000","1,307,000,000","1,361,000,000","963,000,000","1,363,000,000","1,632,000,000","1,753,000,000","1,547,000,000","1,273,000,000","1,740,000,000","1,517,000,000","1,402,000,000","627,000,000","1,334,000,000","1,119,000,000","1,013,000,000","1,060,000,000","927,000,000","1,203,000,000","1,078,000,000","1,094,000,000","2,301,000,000","959,000,000","867,000,000","871,000,000","851,000,000","877,000,000","795,000,000","647,000,000","869,000,000","832,000,000","826,000,000","860,000,000","806,000,000","873,000,000","841,000,000","744,000,000","850,000,000","729,000,000","706,000,000","666,000,000","650,000,000","655,000,000","560,000,000","575,000,000","583,000,000","570,000,000","622,000,000","564,000,000","649,000,000","584,000,000","389,000,000","428,000,000","257,000,000","334,000,000","270","62,000,000","-66,804,000","196,615,000","254,158,000","247,031,000","686,055,000","255,200,000","222,244,000","195,388,000","183,197,000","19,809,000","64,261,000","71,504,000","78,798,000","60,215,000","54,535,000","47,023,000","59,006,000","-10,199,000","51,548,000","55,491,000","10,623,000","71,028,000","38,674,000","35,320,000","33,848,000","33,165,000","34,836,000","31,399,000","28,332,000","27,376,000","26,230,000","25,496,000","24,546,000","22,761,000","20,857,000","19,197,000","17,217,000","16,200,000","13,000,000","13,000,000"
			NetIncomeContinuousOperations,"5,260,000,000","1,423,000,000","1,169,000,000","1,307,000,000","1,361,000,000","963,000,000","1,363,000,000","1,632,000,000","1,753,000,000","1,547,000,000","1,273,000,000","1,740,000,000","1,517,000,000","1,402,000,000","627,000,000","1,334,000,000","1,119,000,000","1,013,000,000","1,060,000,000","927,000,000","1,203,000,000","1,078,000,000","1,094,000,000","2,301,000,000","959,000,000","867,000,000","871,000,000","851,000,000","877,000,000","795,000,000","647,000,000","869,000,000","832,000,000","826,000,000","860,000,000","806,000,000","873,000,000","841,000,000","744,000,000","850,000,000","729,000,000","706,000,000","666,000,000","650,000,000","655,000,000","560,000,000","575,000,000","583,000,000","570,000,000","622,000,000","564,000,000","649,000,000","584,000,000","389,000,000","428,000,000","257,000,000","334,000,000","270","62,000,000","-66,804,000","196,615,000","254,158,000","241,671,000","686,055,000","255,200,000","222,244,000","195,388,000","169,423,000","18,914,000","63,404,000","70,862,000","72,918,000","61,119,000","53,335,000","46,536,000","49,752,000","-9,814,000","47,996,000","55,207,000","41,449,000","39,959,000","38,674,000","35,320,000","33,848,000","33,165,000","34,836,000","31,399,000","28,332,000","27,376,000","26,230,000","25,496,000","24,546,000","22,761,000","20,857,000","19,197,000","17,217,000","16,200,000","13,000,000","13,000,000"
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"139,000",,,,,,,,,,,,,,,,,,
		MinorityInterests,"-72,000,000","-57,000,000","-12,000,000","-48,000,000","45,000,000","114,000,000","73,000,000","11,000,000","-72,000,000","-169,000,000","-74,000,000","-192,000,000","-153,000,000","-188,000,000","179,000,000","-33,000,000","0","-10,000,000","-7,000,000","0","13,000,000","-5,000,000","-5,000,000","-6,000,000","-12,000,000","-10,000,000","-9,000,000","0","-2,000,000","-6,000,000","10,000,000","-8,000,000","11,000,000","-7,000,000","-38,000,000","7,000,000","44,000,000","-33,000,000","12,000,000","-9,000,000","1,000,000","23,000,000","-34,000,000","40,000,000","-13,000,000","-6,000,000","-3,000,000","-28,000,000","25,000,000","-3,000,000","4,000,000","8,000,000","-33,000,000","43,000,000","-5,000,000","-43,000,000","-17,000,000","-26","22,000,000","119,349,000","21,111,000","19,900,000","-5,360,000",,,,,"-13,774,000","-895,000","-857,000","-642,000","-5,880,000","904,000","-1,200,000","-487,000","-9,254,000","385,000","-3,552,000","-284,000","30,687,000","-30,930,000",,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"5,188,000,000","1,366,000,000","1,157,000,000","1,259,000,000","1,406,000,000","1,077,000,000","1,436,000,000","1,643,000,000","1,681,000,000","1,378,000,000","1,199,000,000","1,548,000,000","1,364,000,000","1,214,000,000","806,000,000","1,301,000,000","1,119,000,000","1,003,000,000","1,053,000,000","927,000,000","1,216,000,000","1,073,000,000","1,089,000,000","2,295,000,000","947,000,000","857,000,000","862,000,000","851,000,000","875,000,000","789,000,000","657,000,000","861,000,000","843,000,000","819,000,000","822,000,000","813,000,000","917,000,000","808,000,000","756,000,000","841,000,000","730,000,000","729,000,000","632,000,000","690,000,000","642,000,000","554,000,000","572,000,000","555,000,000","595,000,000","619,000,000","568,000,000","657,000,000","551,000,000","432,000,000","423,000,000","256,000,000","317,000,000","218","84,000,000","52,545,000","217,726,000","274,058,000","241,671,000","322,440,000","255,200,000","222,244,000","195,388,000","169,423,000","18,914,000","63,404,000","70,862,000","72,918,000","61,119,000","53,335,000","46,536,000","49,752,000","-9,814,000","47,996,000","55,207,000","41,310,000","40,098,000","38,674,000","35,320,000","33,848,000","33,165,000","34,836,000","31,399,000","28,332,000","27,376,000","26,230,000","25,496,000","24,546,000","22,761,000","20,857,000","19,197,000","17,217,000","16,200,000","13,000,000","13,000,000"
BasicEPS,,"9.13","7.72","8.39","9.293","7.12","9.46","10.777","11.006","9.004","7.829","10.109","8.904","7.868","5.169","8.346","7.181","6.434","6.623","5.817","7.56","6.643","6.723","14.173","5.807","5.239","5.249","5.189","5.309","4.771","3.954","5.169","5.06","4.9","4.9","4.841","5.438","4.771","4.452","4.96","4.283","4.253","3.675","4.004","3.705","3.117","3.177","3.088","3.267","3.247","2.908","3.376","2.839","2.221","2.191","1.653","2.301","1.614","0.627","0.388","1.614","2.032","1.803","2.281","1.982","1.723","1.514","1.459","0.289","0.986","1.106","1.125","0.946","0.827","0.717","0.777","-0.149","0.747","0.867","0.637","0.618","0.588","0.538","0.518","0.508","0.538","0.488","0.438","0.428","0.408","0.398","0.388","0.359","0.329","0.299","0.269","0.299","0.239","0.239"
DilutedEPS,,"9.06","7.64","8.29","9.213","7.06","9.35","10.587","10.846","8.884","7.739","9.98","8.835","7.819","5.129","8.257","7.121","6.384","6.584","5.757","7.51","6.594","6.653","13.954","5.737","5.179","5.189","5.109","5.239","4.711","3.904","5.09","4.98","4.821","4.821","4.751","5.349","4.701","4.382","4.841","4.193","4.173","3.606","3.914","3.635","3.068","3.127","3.028","3.217","3.197","2.878","3.327","2.819","2.201","2.161","1.604","2.261","1.584","0.618","0.388","1.584","1.992","1.763","2.241","1.932","1.683","1.474","1.459","0.279","0.946","1.056","1.086","0.916","0.797","0.697","0.747","-0.149","0.727","0.837","0.627","0.608","0.578","0.538","0.518","0.508","0.528","0.478","0.428","0.418","0.398","0.388","0.378","0.349","0.319","0.299","0.269","0.299","0.239","0.239"
BasicAverageShares,,"149,604,642","149,909,343","148,262,963","151,204,817","151,292,580","151,732,845","149,908,050","152,710,841","153,055,258","153,180,172","150,654,851","153,100,473","154,350,277","155,866,744","155,809,977","155,904,493","155,978,464","158,903,647","159,482,084","160,784,642","161,627,468","161,897,606","161,910,832","162,522,805","163,155,083","163,671,282","164,090,729","164,788,365","165,420,291","166,052,337","166,486,566","166,712,137","167,285,699","167,760,075","167,857,985","168,607,468","169,389,778","169,760,461","169,676,392","170,493,605","171,334,065","171,989,757","172,181,870","173,051,344","177,721,121","179,741,805","179,216,376","179,753,850","188,624,497","192,567,633","191,830,222","191,259,942","191,742,127","190,437,772","152,842,994","133,801,584","131,454,743","130,739,173","130,412,275","130,315,198","130,089,682","129,421,939","128,965,380","128,675,728","129,061,137","129,327,032","116,408,897","65,021,532","64,393,953","64,332,216","64,257,869","64,345,251","64,612,518","64,548,704","63,931,704","63,932,505","63,902,927","64,031,910","64,294,742","64,756,140","65,289,494","65,317,807","65,109,669","65,059,143","64,986,802","64,908,142","64,650,726","64,542,939","64,506,655","64,416,915","64,187,459","64,140,973","64,122,258","64,120,864","64,068,746","54,216,867","54,384,203","54,384,203"
