name,ttm,08/31/2023,07/31/2023,06/30/2023,05/31/2023,04/28/2023,03/31/2023,02/28/2023,01/31/2023,12/30/2022,11/30/2022,10/31/2022,09/30/2022,08/31/2022,07/29/2022,06/30/2022,05/31/2022,04/29/2022,03/31/2022,02/28/2022,01/31/2022,12/31/2021,11/30/2021,10/29/2021,09/30/2021,08/31/2021,07/30/2021,06/30/2021,05/31/2021,04/30/2021,03/31/2021,03/03/2021,02/26/2021,01/29/2021,01/15/2021,12/31/2020,12/24/2020,11/30/2020,11/23/2020,11/10/2020,10/30/2020,10/13/2020,09/30/2020,09/24/2020,08/31/2020,07/31/2020,06/30/2020,05/29/2020,05/26/2020,05/07/2020,04/30/2020,03/31/2020,03/12/2020,02/28/2020,01/31/2020,12/31/2019,11/29/2019,10/31/2019,09/30/2019,08/30/2019,07/31/2019,06/28/2019,05/31/2019,04/30/2019,03/29/2019,02/28/2019,01/31/2019,12/31/2018,11/30/2018,10/31/2018,09/28/2018,08/31/2018,07/31/2018,06/29/2018,05/31/2018,04/30/2018,03/30/2018,02/28/2018,01/31/2018,12/29/2017,11/30/2017,10/31/2017,09/29/2017,08/31/2017,07/31/2017,06/30/2017,05/31/2017,04/28/2017,03/31/2017,02/28/2017,01/31/2017,12/30/2016,11/30/2016,10/31/2016,09/30/2016,08/31/2016,07/29/2016,06/30/2016,05/31/2016,04/29/2016,03/31/2016,02/29/2016,01/29/2016,12/31/2015,11/30/2015,10/30/2015,09/30/2015,08/31/2015,07/31/2015,06/30/2015,05/29/2015,04/30/2015,03/31/2015,02/27/2015,01/30/2015,12/31/2014,11/28/2014,10/31/2014,09/30/2014,08/29/2014,07/31/2014,06/30/2014,05/30/2014,04/30/2014,03/31/2014,02/28/2014,01/31/2014,12/31/2013,11/29/2013,10/31/2013,09/30/2013,08/30/2013,07/31/2013,06/28/2013
MarketCap,"26,794,825,336","28,304,204,160","25,076,331,860","24,589,000,000","23,141,525,089","22,858,473,061","26,310,150,000","27,446,442,765","26,562,065,000","24,178,121,565","25,540,154,844","23,396,915,599","21,117,624,000","23,086,020,043","24,550,704,268","21,302,112,000","22,950,756,199","22,048,183,189","24,168,039,000","23,272,498,806","25,483,940,000","27,604,344,000","25,700,512,582","25,332,703,176","24,791,124,000","27,582,965,033","25,209,793,324","24,154,095,000","23,192,469,752","25,002,497,466","23,271,300,000","21,946,673,847","22,120,092,894","18,682,554,000","19,111,804,282","18,701,001,000","18,478,366,507","18,658,531,653","18,762,913,047","19,665,168,658","17,530,354,668","18,537,068,793","17,068,884,000","15,755,010,443","16,214,406,745","16,585,347,858","16,567,268,000","15,784,499,583","15,371,777,116","15,181,070,873","15,766,840,000","13,272,321,000",,"16,307,365,184","18,654,350,000","20,426,120,000","19,404,072,187","18,378,192,325","17,734,236,000","16,714,532,373","17,099,473,118","16,208,441,889","14,374,405,581","15,419,923,094","14,099,150,049","13,807,387,818","12,298,979,000","11,971,085,000","13,900,588,390","13,500,129,057","13,459,330,984","13,253,475,269","12,728,240,468","12,260,635,785","12,148,333,886","10,818,922,207","10,683,392,796","11,116,240,239","11,442,870,000","10,636,335,778","10,715,928,448","10,714,397,820","10,220,664,300","9,821,129,241","9,822,677,826","9,729,668,000","9,453,594,656","9,282,368,033","9,118,180,000","9,386,721,542","8,257,053,000","8,360,795,565","8,224,364,845","7,208,357,244","7,339,665,000","7,291,970,055","7,006,176,000","6,541,056,000","7,048,338,915","6,371,750,000","6,868,250,000","6,639,150,901","6,467,290,000","7,071,128,000","7,307,578,179","7,561,548,000","6,913,512,000","6,765,575,371","6,115,399,323","5,831,028,000","6,403,949,052","6,614,537,134","6,423,900,000","6,482,732,935","5,899,572,000","6,056,274,000","6,041,192,890","5,307,564,000","5,343,705,000","5,686,950,395","5,316,169,000","5,486,548,000","5,059,436,150","4,848,680,000","4,719,680,000","4,500,043,429","4,071,240,000","4,017,920,000","3,834,650,443","3,782,280,000","3,926,760,000","3,771,022,010","3,121,800,000","3,136,906,335"
EnterpriseValue,"33,143,725,336","34,037,104,160","30,763,531,860","30,276,200,000","28,828,725,089","29,085,673,061","32,537,350,000","33,673,642,765","32,949,865,000","30,565,921,565","31,927,954,844","29,985,215,599","27,705,924,000","29,674,320,043","31,371,904,268","28,123,312,000","29,771,956,199","29,142,883,189","31,262,739,000","30,367,198,806","29,747,840,000","31,868,244,000","29,964,412,582","29,249,703,176","28,708,124,000","31,499,965,033","28,723,093,324","27,667,395,000","26,705,769,752","28,158,597,466","26,427,400,000","25,157,273,847","25,276,192,894","22,124,354,000","22,553,604,282","22,142,801,000","21,920,166,507","22,100,331,653","22,204,713,047","23,106,968,658","20,609,454,668","21,616,168,793","20,147,984,000","18,834,110,443","19,293,506,745","19,972,347,858","19,954,268,000","19,171,499,583","18,758,777,116","18,568,070,873","19,061,240,000","16,566,721,000","16,353,712,672","19,601,765,184","21,853,550,000","23,625,320,000","22,603,272,187","21,577,392,325","20,905,136,000","19,885,432,373","20,270,373,118","19,299,841,889","17,465,805,581","18,422,723,094","17,101,950,049","16,810,187,818","15,263,279,000","14,935,385,000","16,864,888,390","16,464,429,057","16,598,930,984","16,393,075,269","15,742,740,468","15,275,135,785","15,162,833,886","13,910,222,207","13,774,692,796","14,207,540,239","14,774,870,000","13,968,335,778","14,047,928,448","13,931,697,820","13,437,964,300","13,038,429,241","12,851,477,826","12,758,468,000","12,482,394,656","12,253,068,033","12,088,880,000","12,357,421,542","11,380,153,000","11,483,895,565","11,347,464,845","10,319,457,244","10,450,765,000","10,403,070,055","10,009,876,000","9,544,756,000","10,052,038,915","9,593,850,000","10,090,350,000","9,861,250,901","9,637,590,000","10,241,428,000","10,477,878,179","10,395,448,000","9,747,412,000","9,599,475,371","8,874,199,323","8,589,828,000","9,162,749,052","9,460,037,134","9,269,400,000","9,328,232,935","8,703,472,000","8,860,174,000","8,845,092,890","8,205,964,000","8,242,105,000","8,585,350,395","8,214,569,000","8,352,248,000","7,925,136,150","7,911,780,000","7,782,780,000","7,563,143,429","7,131,140,000","7,077,820,000","6,894,550,443","7,327,380,000","7,471,860,000","7,316,122,010","6,655,500,000","6,670,606,335"
PeRatio,"25.431","26.864","23.442","22.995","21.515",,"23.972","24.898","25.76",,"24.788","23.512","21.235","23.224",,"21.762","23.461",,"25.411","24.497","26.552","28.761","26.596",,"27.832","30.674",,"29.502","27.943","32.721","30.413",,,,,"25.994",,"25.738",,,,,"23.391",,"22.241","22.661","22.647",,,,"22.204","18.691",,,"27.348","29.945",,"26.816","26.791",,"25.687",,"22.424","25.203",,"22.408","18.968","18.462","21.112","20.503",,"21.835","22.305",,"21.233","21.538",,"22.033","27.803",,"26.026","26.616",,"24.114","25.89","25.522","24.563",,"22.543","23.008","20.939",,"20.829","17.475","17.794","17.374",,"16.096","17.092",,"17.66","16.843",,"19.83","20.363",,"26.192","25.481","24.951","23.806",,"26.986","26.225",,,"23.604",,"27.292","27.478",,"27.336","33.558",,"33.56","32.667","31.155","33.814","33.371",,"21.99","22.83",,"24.809",
ForwardPeRatio,"18.797","21.882","19.724","19.342","17.153",,"17.731","18.416","18.519",,"17.825","16.208","14.641","18.215",,"16.287","17.575",,"19.231","18.553","22.075","23.923","22.124",,"21.097","26.247",,"23.474","22.222","24.814","23.202",,,,,"19.96",,"19.763",,,,,"18.657",,"19.646","21.505","21.505",,,,"19.57","13.774",,,"19.531","21.413",,"19.455","18.727",,"20.45",,"16.667","18.215",,"15.625","14.771","14.472","16.556","16.367",,"17.762","17.153",,"16.584","15.015",,"16.026","17.544",,"16.447","16.475",,"16.556","16.722","16.502","15.873",,"15.106","16.367","14.514",,"14.006","12.27","13.699","13.831",,"12.407","12.285",,"11.947","11.161",,"12.595","13.643",,"12.903","12.563","11.877","11.274",,"13.072","12.707",,,"14.306",,"12.331","12.422",,"12.361","12.755",,"11.364","11.249","10.905","17.271","17.065",,"10.989","11.416",,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.389","1.338",,"1.46",,"1.191","1.402",,"1.202","1.137","1.113","1.273","1.212",,"1.366","1.32",,"1.275","1.156",,"1.233","1.349",,"1.266","1.267",,,,,,,,,,,,,,,,,,,,,,"1.04","1.127",,"1.067","1.038","1.072","1.018",,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.223","1.292","1.12","1.099","1.028",,"1.124","1.168","1.127",,"1.085","1.038","0.937","1.025",,"0.998","1.076",,"1.207","1.164","1.329","1.44","1.332",,"1.328","1.464",,"1.333","1.262","1.398","1.3",,,,,"1.06",,"1.05",,,,,"0.957",,"0.91","0.924","0.923",,,,"0.908","0.764",,,"1.108","1.213",,"1.086","1.091",,"1.046",,"0.903","0.999",,"0.888","0.79","0.769","0.879","0.854",,"0.857","0.845",,"0.805","0.742",,"0.759","0.807",,"0.756","0.784",,"0.71","0.735","0.725","0.698",,"0.685","0.699","0.621",,"0.618","0.555","0.565","0.551",,"0.512","0.544",,"0.549","0.524",,"0.575","0.59",,"0.571","0.555","0.511","0.487",,"0.548","0.533",,,"0.517",,"0.467","0.47",,"0.468","0.479",,"0.415","0.404","0.386","0.338","0.334",,"0.309","0.32",,"0.354",
PbRatio,"16.61","17.545","15.983","15.673","14.75",,"16.41","17.119","20.032",,"19.261","21.151","19.09","20.87",,"23.852","25.698",,"34.247","32.978","30.447","32.98","30.706",,"23.638","26.3",,"20.639","19.818","19.276","17.941",,,,,"15.1",,"15.065",,,,,"16.17",,"15.36","18.642","18.621",,,,"16.419","13.821",,,"19.949","21.844",,"19.654","18.945",,"18.267",,"15.501","15.812",,"14.159","10.596","10.314","11.976","11.631",,"12.399","12.768",,"12.186","11.007",,"11.31","14.188",,"13.287","12.619",,"11.567","10.826","10.724","10.419",,"8.721","8.978","8.336",,"8.303","7.113","7.243","7.196",,"6.29","6.778",,"6.267","6.058",,"6.574","6.793",,"6.943","6.794","6.269","5.977",,"7.063","6.859",,,"6.774",,"6.283","6.325",,"6.293","7.269",,"6.813","6.632","6.323","6.17","6.09",,"18.097","18.788",,"19.059",
EnterprisesValueRevenueRatio,"1.481"
EnterprisesValueEBITDARatio,"16.975"
