Date,Open,High,Low,Close,Adj Close,Volume
1973-10-24,0.000000,5.312500,5.125000,5.218750,2.068565,84000
1973-10-25,0.000000,5.203125,5.125000,5.171875,2.049983,35200
1973-10-26,0.000000,5.125000,5.062500,5.125000,2.031404,93600
1973-10-29,0.000000,5.218750,5.156250,5.156250,2.043792,8800
1973-10-30,0.000000,5.171875,5.125000,5.125000,2.031404,20000
1973-10-31,0.000000,5.140625,5.062500,5.109375,2.025210,23200
1973-11-01,0.000000,5.140625,5.062500,5.125000,2.031404,9600
1973-11-02,0.000000,5.140625,5.062500,5.062500,2.006632,16800
1973-11-05,0.000000,5.078125,5.062500,5.078125,2.012824,4800
1973-11-06,0.000000,5.109375,5.015625,5.015625,1.988051,38400
1973-11-07,0.000000,5.046875,4.906250,4.906250,1.944698,22400
1973-11-08,0.000000,4.937500,4.812500,4.937500,1.957085,436000
1973-11-09,0.000000,4.937500,4.812500,4.812500,1.907538,28000
1973-11-12,0.000000,4.750000,4.515625,4.656250,1.845604,32000
1973-11-13,0.000000,4.625000,4.453125,4.484375,1.777479,40000
1973-11-14,0.000000,4.468750,4.234375,4.234375,1.678385,40000
1973-11-15,0.000000,4.343750,4.281250,4.343750,1.721738,113600
1973-11-16,0.000000,4.750000,4.375000,4.625000,1.833218,34400
1973-11-19,0.000000,4.687500,4.578125,4.578125,1.814637,86400
1973-11-20,0.000000,4.515625,4.140625,4.218750,1.672193,32800
1973-11-21,0.000000,4.328125,4.187500,4.328125,1.715545,9600
1973-11-23,0.000000,4.390625,4.281250,4.281250,1.696966,24800
1973-11-26,0.000000,4.406250,4.265625,4.265625,1.690772,33600
1973-11-27,0.000000,4.281250,4.046875,4.125000,1.635033,24800
1973-11-28,0.000000,4.187500,4.125000,4.156250,1.647419,12800
1973-11-29,0.000000,4.281250,4.187500,4.281250,1.696966,8800
1973-11-30,0.000000,4.265625,4.156250,4.250000,1.684580,16000
1973-12-03,0.000000,4.250000,4.125000,4.218750,1.672193,23200
1973-12-04,0.000000,4.343750,4.265625,4.281250,1.696966,73600
1973-12-05,0.000000,4.375000,4.296875,4.375000,1.734125,124800
1973-12-06,0.000000,4.390625,4.328125,4.375000,1.734125,9600
1973-12-07,0.000000,4.531250,4.406250,4.531250,1.796058,24800
1973-12-10,0.000000,4.437500,4.375000,4.375000,1.734125,25600
1973-12-11,0.000000,4.375000,4.218750,4.218750,1.672193,32000
1973-12-12,0.000000,4.218750,4.125000,4.218750,1.672193,36800
1973-12-13,0.000000,4.250000,4.171875,4.171875,1.653612,4800
1973-12-14,0.000000,4.203125,4.109375,4.203125,1.665999,12000
1973-12-17,0.000000,4.125000,3.953125,3.953125,1.566906,35200
1973-12-18,0.000000,3.984375,3.890625,3.984375,1.579293,25600
1973-12-19,0.000000,4.218750,3.921875,4.140625,1.641225,147200
1973-12-20,0.000000,4.187500,4.125000,4.187500,1.659806,3200
1973-12-21,0.000000,4.281250,4.187500,4.234375,1.678385,95200
1973-12-24,0.000000,4.234375,4.125000,4.125000,1.635033,13600
1973-12-26,0.000000,4.156250,4.062500,4.093750,1.622645,15200
1973-12-27,0.000000,4.125000,4.062500,4.062500,1.610259,199200
1973-12-28,0.000000,3.984375,3.906250,3.906250,1.548326,153600
1973-12-31,0.000000,3.968750,3.921875,3.921875,1.554520,9600
1974-01-02,0.000000,4.000000,3.921875,3.953125,1.566906,130400
1974-01-03,0.000000,4.156250,4.015625,4.125000,1.635033,92000
1974-01-04,0.000000,4.421875,4.187500,4.343750,1.721738,164000
1974-01-07,0.000000,4.437500,4.296875,4.437500,1.758899,15200
1974-01-08,0.000000,4.468750,4.375000,4.437500,1.758899,15200
1974-01-09,0.000000,4.375000,4.375000,4.375000,1.734125,800
1974-01-10,0.000000,4.437500,4.375000,4.375000,1.734125,6400
1974-01-11,0.000000,4.375000,4.312500,4.312500,1.709351,4000
1974-01-14,0.000000,4.218750,4.125000,4.125000,1.635033,23200
1974-01-15,0.000000,4.156250,4.125000,4.156250,1.647419,16000
1974-01-16,0.000000,4.171875,4.140625,4.140625,1.641225,9600
1974-01-17,0.000000,4.187500,4.171875,4.187500,1.659806,6400
1974-01-18,0.000000,4.156250,4.093750,4.093750,1.622645,3200
1974-01-21,0.000000,4.140625,4.078125,4.093750,1.622645,7200
1974-01-22,0.000000,4.125000,4.078125,4.078125,1.616453,13600
1974-01-23,0.000000,4.156250,4.125000,4.125000,1.635033,21600
