name,ttm,08/31/2023,07/31/2023,06/30/2023,05/31/2023,04/28/2023,03/31/2023,02/28/2023,01/31/2023,12/30/2022,11/30/2022,10/31/2022,09/30/2022,09/08/2022,08/31/2022,07/29/2022,06/30/2022,05/31/2022,04/29/2022,03/31/2022,02/28/2022,01/31/2022,12/31/2021,11/30/2021,10/29/2021,09/30/2021,08/31/2021,08/19/2021,07/30/2021,06/30/2021,05/31/2021,04/30/2021,03/31/2021,03/29/2021,03/02/2021,02/26/2021,02/16/2021,02/09/2021,01/29/2021,01/15/2021,12/31/2020,12/24/2020,11/30/2020,11/20/2020,11/13/2020,11/06/2020,10/30/2020,10/28/2020,09/30/2020,09/24/2020,08/31/2020,07/31/2020,07/17/2020,07/14/2020,07/08/2020,06/30/2020,05/29/2020,04/30/2020,03/31/2020
MarketCap,"40,331,784,636","48,121,724,348","49,880,742,993","41,611,216,476","34,144,878,371","34,912,929,425","38,191,236,194","37,597,865,999","37,980,576,999","34,495,787,493","37,063,110,344","33,249,757,836","29,734,432,997","35,447,495,166","32,922,744,798","34,109,377,471","30,019,887,700","33,344,383,271","32,462,211,849","38,916,895,954","38,282,935,893","40,790,909,188","46,811,240,621","46,899,576,519","45,261,730,998","44,856,199,647","49,979,600,409","47,940,502,129","47,940,502,129","42,170,237,836","39,913,101,105","37,870,954,630","36,681,309,896","36,805,463,940","32,282,576,242","31,754,926,729","32,517,263,791","32,378,189,688","33,411,421,081","34,996,831,922","32,734,514,368","32,838,780,622","32,994,784,330","33,402,127,347","33,185,455,530","33,757,469,127","28,938,687,911","28,843,293,434","26,468,629,195","25,881,009,243","25,855,024,294","23,594,333,728","22,935,887,936","21,783,896,586","20,779,152,250","19,246,185,588","17,730,272,887","15,339,674,296","14,942,354,253"
EnterpriseValue,"46,396,784,636","54,186,724,348","55,945,742,993","47,620,216,476","40,153,878,371","40,921,929,425","44,042,236,194","43,448,865,999","44,398,576,999","40,913,787,493","43,481,110,344","39,667,757,836","35,774,432,997","41,487,495,166","38,962,744,798","40,149,377,471","35,467,887,700","38,792,383,271","37,910,211,849","46,152,895,954","45,518,935,893","48,322,909,188","54,343,240,621","54,431,576,519","52,793,730,998","52,586,199,647","57,709,600,409","55,670,502,129","55,670,502,129","49,922,237,836","47,665,101,105","45,622,954,630","44,596,309,896","44,720,463,940","40,197,576,242","39,669,926,729","40,432,263,791","41,180,189,688","42,213,421,081","43,798,831,922","41,536,514,368","41,640,780,622","41,796,784,330","42,204,127,347","41,987,455,530","42,559,469,127","37,740,687,911","38,856,293,434","36,481,629,195","35,894,009,243","35,868,024,294","33,607,333,728","34,122,887,936","32,970,896,586","31,966,152,250","30,433,185,588","28,917,272,887","15,069,674,296","14,672,354,253"
PeRatio,"19.107","22.798","23.631","16.794","13.818",,"11.159","10.983","10.971",,"10.68","9.581","11.325",,"12.459",,"11.808","13.017",,"24.529","24","19.072","21.696","21.648",,"18.355","20.426",,,"18.911","17.872","16.957","18.764",,,,,,,,"27.288",,"27.542",,,,,,"27.874",,"27.245","24.862",,,,"13.076",,"8.724","8.498"
ForwardPeRatio,"16.611","22.075","22.883","19.268","15.848",,"17.637","17.331","17.391",,"17.212","15.408","13.68",,"17.065",,"15.504","17.094",,"19.96","19.531","20.747","22.624","22.075",,"20.704","27.701",,,"24.57","23.641","22.371","22.222",,,,,,,,"19.531",,"19.724",,,,,,"17.153",,"20.243","19.048",,,,"15.528",,"12.642",
PegRatio,"1.685","2.242","2.324","1.973","1.623",,"1.753","1.711","1.712",,"1.696","1.412","1.254",,"1.564",,"1.403","1.527",,"1.782","1.744","1.539","1.681","1.64",,"1.525","2.039",,,"1.804","1.735","1.688","1.678",,,,,,,,"3.157",,"3.187",,,,,,"3.351",,"3.953","4.262",,,,"3.476",,,
PsRatio,"1.882","2.245","2.327","2.022","1.663",,"1.929","1.899","1.938",,"1.886","1.692","1.537",,"1.691",,"1.537","1.694",,"1.981","1.938","2.117","2.408","2.403",,"2.334","2.597",,,"2.358","2.228","2.114","2.129",,,,,,,,"1.883",,"1.9",,,,,,"1.539",,"1.505","1.373",,,,"1.059",,"0.831","0.809"
PbRatio,"5.061","6.039","6.259","5.116","4.198",,"4.923","4.846","5.31",,"5.182","4.649","4.441",,"4.917",,"4.228","4.696",,"5.751","5.657","5.912","6.784","6.797",,"6.639","7.398",,,"6.499","6.151","5.836","5.867",,,,,,,,"6.424",,"6.475",,,,,,"6.571",,"6.419","5.858",,,,"7.136",,"1.088","1.06"
EnterprisesValueRevenueRatio,"2.126"
EnterprisesValueEBITDARatio,"12.931"
