name,ttm,08/31/2023,07/31/2023,06/30/2023,05/31/2023,04/28/2023,03/31/2023,02/28/2023,01/31/2023,12/30/2022,11/30/2022,10/31/2022,09/30/2022,08/31/2022,07/29/2022,06/30/2022,05/31/2022,04/29/2022,03/31/2022,02/28/2022,01/31/2022,12/31/2021,11/30/2021,10/29/2021,09/30/2021,08/31/2021,07/30/2021,06/30/2021,05/31/2021,04/30/2021,03/31/2021,03/03/2021,02/26/2021,01/29/2021,01/22/2021,12/31/2020,11/30/2020,10/30/2020,10/28/2020,09/30/2020,09/24/2020,08/31/2020,08/12/2020,08/06/2020,07/31/2020,07/16/2020,07/14/2020,06/30/2020,05/29/2020,05/14/2020,05/12/2020,04/30/2020,03/31/2020,02/28/2020,02/20/2020,01/31/2020,12/31/2019,11/29/2019,10/31/2019,09/30/2019,08/30/2019,07/31/2019,06/28/2019,05/31/2019,04/30/2019,03/29/2019,02/28/2019,01/31/2019,12/31/2018,11/30/2018,10/31/2018,09/28/2018,08/31/2018,07/31/2018,06/29/2018,05/31/2018,04/30/2018,03/30/2018,02/28/2018,01/31/2018,12/29/2017,11/30/2017,10/31/2017,09/29/2017,08/31/2017,07/31/2017,06/30/2017,05/31/2017,04/28/2017,03/31/2017,02/28/2017,01/31/2017,12/30/2016,11/30/2016,10/31/2016,09/30/2016,08/31/2016,07/29/2016,06/30/2016,05/31/2016,04/29/2016,03/31/2016,02/29/2016,01/29/2016,12/31/2015,11/30/2015,10/30/2015,09/30/2015,08/31/2015,07/31/2015,06/30/2015,05/29/2015,04/30/2015,03/31/2015,02/27/2015,01/30/2015,12/31/2014,11/28/2014,10/31/2014,09/30/2014,08/29/2014,07/31/2014,06/30/2014,05/30/2014,04/30/2014,03/31/2014,02/28/2014,01/31/2014,12/31/2013,11/29/2013,10/31/2013,09/30/2013,08/30/2013,07/31/2013,06/28/2013,05/31/2013,04/30/2013,03/29/2013,02/28/2013,01/31/2013,12/31/2012,11/30/2012,10/31/2012,09/28/2012,08/31/2012,07/31/2012,06/29/2012,05/31/2012,04/30/2012,03/30/2012,02/29/2012,01/31/2012,12/30/2011,11/30/2011,10/31/2011,09/30/2011,08/31/2011,07/29/2011,06/30/2011,05/31/2011,04/29/2011,03/31/2011,02/28/2011,01/31/2011,12/31/2010,11/30/2010,10/29/2010,09/30/2010,08/31/2010,07/30/2010,06/30/2010,05/31/2010,04/30/2010,03/31/2010,02/26/2010,01/29/2010,12/31/2009,11/30/2009,10/30/2009,09/30/2009,08/31/2009,07/31/2009,06/30/2009,05/29/2009,04/30/2009,03/31/2009,02/27/2009,01/30/2009,12/31/2008,11/28/2008,10/31/2008,09/30/2008,08/29/2008,07/31/2008,06/30/2008,05/30/2008,04/30/2008,03/31/2008,02/29/2008,01/31/2008,12/31/2007,11/30/2007,10/31/2007,09/28/2007,08/31/2007,07/31/2007,06/29/2007,05/31/2007,04/30/2007,03/30/2007,02/28/2007,01/31/2007,12/29/2006,11/30/2006,10/31/2006,09/29/2006,08/31/2006,07/31/2006,06/30/2006,05/31/2006,04/28/2006,03/31/2006,02/28/2006,01/31/2006,12/30/2005,11/30/2005,10/31/2005,09/30/2005,08/31/2005,07/29/2005,06/30/2005,05/31/2005,04/29/2005,03/31/2005,02/28/2005,01/31/2005,12/31/2004,11/30/2004,10/29/2004,09/30/2004,08/31/2004,07/30/2004,06/30/2004,05/31/2004,04/30/2004,03/31/2004,02/27/2004,01/30/2004,12/31/2003,11/28/2003,10/31/2003,09/30/2003,08/29/2003,07/31/2003,06/30/2003,05/30/2003,04/30/2003,03/31/2003,02/28/2003,01/31/2003,12/31/2002,11/29/2002,10/31/2002,09/30/2002,08/30/2002,07/31/2002,06/28/2002,05/31/2002,04/30/2002,03/29/2002,02/28/2002,01/31/2002,12/31/2001,11/30/2001,10/31/2001,09/28/2001,08/31/2001,07/31/2001,06/29/2001,05/31/2001,04/30/2001,03/30/2001,02/28/2001,01/31/2001,12/29/2000,11/30/2000,10/31/2000,09/29/2000,08/31/2000,07/31/2000,06/30/2000,05/31/2000,04/28/2000,03/31/2000,02/29/2000,01/31/2000,12/31/1999,11/30/1999,10/29/1999,09/30/1999,08/31/1999,07/30/1999,06/30/1999,05/31/1999,04/30/1999,03/31/1999,02/26/1999,01/29/1999,12/31/1998,11/30/1998,10/30/1998,09/30/1998,08/31/1998,07/31/1998,06/30/1998,05/29/1998,04/30/1998,03/31/1998,02/27/1998,01/30/1998,12/31/1997,11/28/1997,10/31/1997,09/30/1997,08/29/1997,07/31/1997,06/30/1997,05/30/1997,04/30/1997,03/31/1997,02/28/1997,01/31/1997,12/31/1996,11/29/1996,10/31/1996,09/30/1996,08/30/1996,07/31/1996,06/28/1996
MarketCap,"24,068,032,453","27,675,069,447","29,691,226,073","28,654,664,128","28,042,742,363","27,204,727,224","28,839,087,846","26,440,147,062","23,159,980,158","21,045,444,853","22,152,641,360","19,265,741,892","19,307,490,963","21,619,149,519","24,277,258,115","20,822,628,389","22,648,747,643","23,980,084,672","27,629,851,994","28,279,090,782","29,607,722,629","34,929,118,853","34,157,784,866","33,103,964,363","29,691,355,359","31,878,581,803","32,130,064,616","30,263,964,136","29,452,002,579","31,867,844,183","29,588,447,530","27,748,419,233","29,581,484,006","30,678,700,723","32,169,617,450","31,495,079,501","29,033,987,973","26,131,231,316","26,425,658,673","28,093,842,441","26,115,101,635","29,083,409,235","26,457,400,690","27,045,056,964","26,646,137,012","25,276,332,841","25,767,650,655","25,012,241,717","24,223,508,954","21,582,889,691","22,236,838,838","22,411,453,531","19,896,192,298","20,807,602,481","25,136,454,572","23,519,520,146","22,068,893,963","21,774,041,273","18,534,368,619","18,630,501,645","17,371,854,431","17,082,547,793","17,190,221,647","15,065,153,723","16,433,187,181","15,324,559,341","14,849,394,231","13,745,305,915","11,954,694,417","13,538,394,116","12,496,400,691","15,736,715,917","15,677,707,447","14,236,214,828","14,634,058,764","13,677,946,761","13,582,167,527","13,171,223,669","13,414,385,638","13,609,560,016","12,524,557,210","12,575,473,493","11,601,275,263","10,402,677,397","10,918,869,895","10,980,745,187","10,307,914,952","10,800,782,446","9,413,086,405","9,131,958,462","9,114,460,233","7,970,494,437","8,002,894,901","8,136,146,692","7,904,253,964","8,002,491,500","8,293,590,619","7,788,436,288","7,909,585,868","7,844,437,240","7,985,376,833","7,870,131,227","7,322,776,941","7,773,024,092","8,152,905,415","8,294,962,589","8,483,866,105","7,845,640,106","7,986,767,525","8,487,067,297","8,216,223,678","7,989,740,663","7,706,059,983","7,912,999,701","7,739,324,679","7,322,040,623","7,442,758,536","7,676,192,073","7,220,326,260","6,947,632,120","7,480,877,223","7,079,688,727","6,967,526,969","6,806,092,281","7,071,108,264","7,135,966,233","7,728,906,890","7,256,939,316","8,050,137,099","7,938,164,894","8,103,099,335","8,016,236,158","7,762,841,204","7,380,152,914","6,813,433,600","6,943,923,437","7,536,720,122","7,568,342,444","7,044,849,650","6,829,704,419","6,240,106,487","6,144,656,054","6,507,795,685","6,777,319,049","6,435,683,075","5,536,349,458","5,878,481,105","5,763,445,070","6,247,341,590","6,050,198,842","5,861,885,131","5,609,691,314","5,291,549,369","5,724,813,449","5,021,798,598","4,528,816,243","4,978,730,754","4,666,983,626","5,038,632,558","5,267,001,954","5,073,638,250","4,972,697,716","5,168,924,175","4,806,885,779","4,772,059,914","4,413,419,926","4,117,675,292","3,842,332,328","3,524,904,532","4,085,726,114","3,682,128,737","3,957,961,937","4,069,288,101","3,903,283,134","3,940,667,797","3,758,263,971","3,897,303,270","3,453,995,133","3,599,463,855","3,314,695,257","3,095,273,271","2,753,507,184","2,741,294,175","2,613,473,645","2,470,377,185","2,244,984,335","1,804,037,213","2,229,944,759","2,501,736,095","2,588,745,203","2,568,114,177","3,377,088,947","3,943,254,296","4,079,289,900","3,703,563,346","3,709,553,489","3,155,081,117","2,706,232,785","2,927,438,517","2,729,908,622","3,242,108,607","3,042,041,823","3,038,127,718","2,674,898,844","2,575,696,024","2,024,483,081","2,060,245,839","2,176,952,993","1,984,686,489","1,968,018,224","2,006,198,707","1,925,323,249","1,678,338,507","1,809,596,280","1,772,225,440","1,701,318,386","1,792,184,818","1,759,592,668","1,831,889,468","1,930,529,211","2,160,554,598","2,072,524,916","1,525,120,522","1,405,616,069","1,368,120,155","1,342,478,365","1,190,403,233","1,227,195,953","1,200,333,239","1,156,135,538","1,131,520,317","1,055,146,376","963,078,131","1,081,542,171","1,129,723,855","1,014,740,837","1,007,200,967","958,932,681","862,383,252","776,176,142","698,421,170","734,658,544","726,954,781","662,351,228","568,651,263","615,748,721","614,584,599","581,496,295","608,150,762","587,052,756","542,456,838","540,401,302","532,050,693","509,857,370","468,783,860","423,482,599","389,032,357","352,128,683","347,925,844","272,308,795","294,309,131","299,918,675","285,120,847","250,644,499","301,783,105","307,035,595","296,275,346","395,033,795","374,711,229","398,222,521","327,282,469","325,685,969","357,761,102","360,711,650","301,111,583","256,066,782","277,182,462","275,564,575","270,606,604","229,166,114","188,522,625","179,779,959","166,463,726","160,803,959","170,246,992","160,563,961","184,240,337","190,167,216","160,285,607","156,622,308","177,040,478","176,360,239","174,307,610","169,246,339","213,548,460","169,996,250","182,435,000","153,402,000","150,317,376","163,783,584","155,859,132","153,811,396","164,116,132","148,703,984","145,619,656","112,807,656","141,431,896","151,663,000","180,356,000","163,780,000","117,725,064","118,740,500","112,443,228","147,177,000","161,502,228","167,208,250","169,263,688","163,130,000","134,392,500","138,465,000","118,102,500","128,237,032","150,608,500","173,012,532","178,024,000","129,472,000","127,465,184","139,594,558","111,274,308","131,503,058","133,295,250","153,491,500","218,119,500","187,748,274","197,825,250","187,748,274","156,010,464","159,438,964","180,009,964"
EnterpriseValue,"24,448,950,453","28,055,987,447","30,047,252,073","29,010,690,128","28,398,768,363","27,456,529,224","29,090,889,846","26,691,949,062","23,390,478,158","21,275,942,853","22,383,139,360","19,612,865,892","19,654,614,963","21,966,273,519","24,487,431,115","21,032,801,389","22,858,920,643","24,170,010,672","27,819,777,994","28,469,016,782","29,382,650,629","34,704,046,853","33,932,712,866","33,007,290,363","29,594,681,359","31,781,907,803","32,049,778,616","30,183,678,136","29,371,716,579","31,873,751,183","29,594,354,530","27,754,326,233","29,587,391,006","30,359,191,723","31,850,108,450","31,175,570,501","28,714,478,973","25,913,520,316","26,207,947,673","27,876,131,441","25,897,390,635","28,865,698,235","26,239,689,690","26,827,345,964","26,458,749,012","25,088,944,841","25,580,262,655","24,824,853,717","24,036,120,954","21,395,501,691","22,049,450,838","22,129,370,531","19,614,109,298","20,525,519,481","24,494,725,572","22,877,791,146","21,427,164,963","21,132,312,273","17,993,092,619","18,089,225,645","16,830,578,431","16,562,178,793","16,669,852,647","14,544,784,723","15,655,823,181","14,547,195,341","14,072,030,231","13,015,914,915","11,225,303,417","12,809,003,116","11,800,237,691","15,040,552,917","14,981,544,447","13,346,446,828","13,744,290,764","12,788,178,761","12,700,380,527","12,289,436,669","12,532,598,638","12,682,925,016","11,597,922,210","11,648,838,493","10,737,793,263","9,539,195,397","10,055,387,895","10,114,189,187","9,441,358,952","9,934,226,446","8,590,226,405","8,309,098,462","8,291,600,233","7,132,222,437","7,164,622,901","7,297,874,692","7,060,488,964","7,158,726,500","7,449,825,619","7,004,909,288","7,126,058,868","7,060,910,240","7,201,849,833","7,086,604,227","6,539,249,941","6,989,497,092","7,369,378,415","7,511,435,589","7,700,339,105","7,062,113,106","7,203,240,525","7,703,540,297","7,432,696,678","7,206,213,663","6,922,532,983","7,129,472,701","6,955,797,679","6,538,513,623","6,659,231,536","6,892,665,073","6,436,799,260","6,164,105,120","6,697,350,223","6,221,547,727","6,109,385,969","5,947,951,281","6,437,818,264","6,502,676,233","7,095,616,890","6,623,649,316","7,416,847,099","7,304,874,894","7,469,809,335","7,382,946,158","7,129,551,204","6,755,245,914","6,188,526,600","6,319,016,437","7,012,714,122","7,044,336,444","6,520,843,650","6,305,698,419","5,716,100,487","5,669,038,054","6,032,177,685","6,331,665,049","5,990,029,075","5,090,695,458","5,436,965,105","5,321,929,070","5,805,825,590","5,705,366,842","5,517,053,131","5,264,859,314","5,022,886,369","5,456,150,449","4,753,135,598","4,260,153,243","4,497,310,754","4,185,563,626","4,557,212,558","4,870,709,954","4,677,346,250","4,576,405,716","4,855,515,175","4,493,476,779","4,458,650,914","4,082,474,926","3,786,730,292","3,511,387,328","3,278,594,532","3,839,416,114","3,435,818,737","3,772,995,937","3,884,322,101","3,718,317,134","3,822,249,797","3,639,845,971","3,778,885,270","3,392,420,133","3,537,888,855","3,253,120,257","3,079,642,271","2,737,876,184","2,725,663,175","2,655,832,645","2,512,736,185","2,287,343,335","1,849,587,213","2,275,494,759","2,547,286,095","2,676,615,203","2,655,984,177","3,464,958,947","3,741,584,296","3,877,619,900","3,501,893,346","3,556,530,489","3,002,058,117","2,553,209,785","2,815,733,517","2,618,203,622","3,130,403,607","2,966,675,823","2,962,761,718","2,635,386,844","2,536,184,024","1,984,971,081","2,057,504,839","2,174,211,993","1,981,945,489","1,986,852,224","2,025,032,707","1,944,157,249","1,725,091,507","1,856,349,280","1,818,978,440","1,768,761,386","1,859,627,818","1,827,035,668","1,899,332,468","1,727,299,211","1,957,324,598","1,869,294,916","1,330,888,522","1,211,384,069","1,193,648,155","1,168,006,365","1,015,931,233","1,052,723,953","1,036,963,239","992,765,538","968,150,317","905,402,376","813,334,131","931,798,171","991,277,855","876,294,837","868,754,967","834,672,681","738,123,252","651,916,142","589,050,170","625,287,544","617,583,781","566,068,228","472,368,263","519,465,721","531,570,599","498,482,295","525,136,762","514,782,756","470,186,838","468,131,302","469,218,693","447,025,370","405,951,860","371,689,599","337,239,357","300,335,683","286,793,844","211,176,795","233,177,131","244,649,675","229,851,847","195,375,499","251,146,105","256,398,595","245,975,346","344,733,795","324,411,229","344,774,521","273,834,469","272,237,969","304,313,102","312,941,650","253,341,583","206,402,782","227,518,462","225,900,575","228,632,604","187,192,114","146,548,625","132,239,959","118,923,726","113,263,959","119,641,992","109,958,961","133,635,337","131,588,216","101,706,607","98,043,308","118,461,478","113,008,239","110,955,610","105,894,339","156,416,460","112,864,250","125,303,000","98,502,000","95,417,376","108,883,584","138,159,132","136,111,396","146,416,132","140,703,984","137,619,656","104,807,656","134,831,896","145,063,000","173,756,000","158,980,000","112,925,064","113,940,500","106,843,228","141,577,000","155,902,228","153,208,250","155,263,688","149,130,000","120,392,500","124,465,000","104,102,500","113,737,032","136,108,500","158,512,532","160,024,000","111,472,000","109,465,184","119,694,558","91,374,308","111,603,058","116,195,250","136,391,500","201,019,500","178,448,274","188,525,250","178,448,274","147,310,464","150,738,964","180,009,964"
PeRatio,"46.218","53.145","54.044","52.175","51.12",,"55.559","50.686","49.88",,"47.622","42.449","42.553","47.658",,"46.464","50.555",,"61.56","62.828","63.792","75.257","73.448",,"65.22","69.992",,"65.981","64.247","73.573","68.322",,,,,"82.494","76.658",,,"71.137",,"73.698",,,"65.115",,,"61.159",,,,"49.872","44.28",,,"53.476","50.177",,"43.082","43.319",,"41.369",,"36.558","40.123",,"36.324","44.539","38.737","43.908","42.607",,"52.986","52.285",,"50.402","54.248",,"53.671","50.833",,"46.601","43.958",,"41.421","41.926","39.379","40.883",,"35.742","35.706","31.721",,"31.983","31.719","32.156","33.017",,"32.644","32.05",,"32.413","30.08",,"33.636","33.895",,"32.286","32.454","34.742","33.668",,"31.793","32.663",,,"29.71",,"28.882","27.82",,"29.144","28.72",,"29.578","29.853","32.372","33.135","36.793",,"38.867","38.453",,"36.291",,"33.864","37.785",,"35.421","34.393","31.467","32.356","34.268",,"35.025","30.131",,"31.894","34.572",,"33.079","31.67",,"32.109","28.166","25.409","29.337",,"29.712","32.971",,"31.144","34.341","31.982","31.75","31.699",,"27.614","26.381",,"27.599","31.46","32.345","31.068",,,"34.22","32.182",,"30.926","30.293","26.948","26.862",,"23.017","20.917",,,"21.62",,"22.023","29.131",,"36.704","37.696",,"35.289","30.281","36.637","34.225","40.647","47.39","47.329",,"46.662","36.676",,"144","131.282",,"139.973","134.838",,"106.75","104.545",,"88.189","86.585","90.226","36.288",,"38.957","36.477","33.738",,"32.828","29.109","30.07","31.992",,"30.203","29.644",,"30.409","34.248","30.762","30.533","34.1",,"27.628","26.845",,"27.976","28.747","24.68","26.747",,,"29.627",,"27.415","27.338",,"27.642","25.415",,"21.339","19.315","19.574","15.32","16.557",,"17.193","15.114",,"19.838",,"27.071","25.758",,"25.337","25.213","27.697","30.12","25.289",,"21.898","21.77",,"18.216","15.045",,"11","10.626",,"10.333","11.863",,"10.891","10.375","11.728","11.828",,"11.29","14.632","11.648","12.5","11.28",,"12.044","12.1",,"12.741","12.416","12.159","9.419",,,"16.176","15.152",,"10.985","11.46","15","16.46",,"17.89","17.241",,,"16.111",,"22.024","25.3",,"25.806","25.406",,"42.975","50.788","91.667","105.556","150",,,,,,
ForwardPeRatio,"28.653","36.9","40.65","39.216","38.462",,"38.462","35.336","31.746",,"30.303","25.707","25.51","33.333",,"30.864","33.557",,"40.486","41.322","42.017","49.261","48.781",,"42.373","54.348",,"50","50.251","54.348","50.505",,,,,"50.251","46.729",,,"46.512",,"57.471",,,"52.91",,,"49.261",,,,"40.65","36.101",,,"40","37.594",,"32.468","32.573",,"34.722",,"30.769","33.445",,"30.96","28.736",,"28.329","27.248",,"37.313","34.843",,"33.67","33.445",,"33.003","37.879",,"34.722","32.468",,"33.67","34.13","32.051","33.223",,"28.09","28.249","24.45",,"24.691","22.936","23.256","26.042",,"25.189","22.624",,"22.472","20.79",,"25.063","25.189",,"22.989","23.095","24.39","23.641",,"22.321","22.936",,,"22.422",,"21.277","20.492",,"20.833","20.661",,"20.747","21.186","23.202","21.93","25.84",,"25.707","25.381",,"23.474",,"21.93","23.202",,"23.474","23.585","22.371","21.882","22.124",,"22.075","18.797",,"19.305","20.921",,"19.881","21.231",,"21.598","19.342","17.452","19.268",,"20.408","21.505",,"20.492","21.368","22.779","22.624","21.053",,"7.199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"3.268","4.216","4.662","4.5","4.41",,"4.475","4.112","4.018",,"3.836","3.168","3.148","4.115",,"2.876","3.129",,"3.79","3.868","3.576","4.2","4.148",,"3.465","4.445",,"4.185","4.221","5.176","4.807",,,,,"4.595","4.27",,,"4.254",,"5.271",,,"4.666",,,"4.342",,,,"3.608","3.35",,,"4.374","4.104",,"2.484","2.497",,"2.914",,"2.576","2.885",,"2.158","2.001",,"1.973","2.067",,"2.891","2.708",,"2.66","2.636",,"2.608","2.912",,"2.67","2.498",,"2.587","2.623","2.463","2.557",,"2.163","2.173","1.883",,"1.898","1.53","1.551","1.737",,"1.939","1.736",,"1.712","1.641",,"1.977","1.986",,"1.787","1.797","1.863","1.806",,"1.763","1.812",,,"1.777",,"1.708","1.463",,"1.643","1.627",,"1.54","1.573","1.848","1.747","2.06",,"1.911","1.89",,"1.738",,"1.624","1.717",,"1.647","1.694","1.608","1.649","1.638",,"1.698","1.568",,"1.323","1.495",,"1.325","1.379",,"1.351","1.208","1.09","1.204",,"1.262","1.329",,"1.268","1.322","1.424","1.414","1.331",,"1.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"11.153","12.824","13.909","13.428","13.156",,"14.096","12.86","11.52",,"10.998","9.736","9.76","10.931",,"10.702","11.644",,"14.677","14.98","15.952","18.82","18.367",,"16.587","17.8",,"17.446","16.987","18.984","17.629",,,,,"20.532","19.079",,,"18.668",,"19.34",,,"17.845",,,"16.761",,,,"14.841","13.177",,,"16.24","15.238",,"13.555","13.63",,"13.116",,"11.591","13.003",,"11.772","12.004","10.44","11.833","11.07",,"13.766","13.001",,"12.533","12.82",,"12.683","13.243",,"12.14","11.591",,"10.922","11.254","10.57","10.974",,"9.619","9.609","8.624",,"8.695","8.587","8.706","8.939",,"8.684","8.526",,"8.683","8.058",,"9.026","9.096",,"8.69","8.735","9.379","9.089",,"8.638","8.875",,,"8.45",,"8.319","8.013",,"8.325","8.204",,"8.43","8.508","9.226","8.828","9.803",,"10.004","9.898",,"9.354",,"8.729","9.621",,"9.019","8.757","8.013","8.117","8.597",,"8.794","7.565",,"8.147","8.831",,"8.624","8.257",,"8.84","7.755","6.996","8.081",,"8.184","8.913",,"8.419","9.047","8.426","8.365","7.984",,"6.955","6.491",,"6.791","7.492","7.703","7.398",,,"7.717","7.141",,"6.862","6.494","5.777","5.759",,"5.09","4.626",,,"5.059",,"5.287","6.994",,"8.794","9.031",,"8.042","6.9","7.868","7.35","8.73","8.739","8.728",,"8.157","6.411",,"7.307","6.662",,"7.504","7.229",,"7.737","7.577",,"8.308","8.157","8.5","10.242",,"10.995","10.11","9.351",,"9.204","8.161","8.431","8.605",,"8.124","7.859",,"8.062","8.814","7.917","7.859","7.819",,"6.335","5.904",,"6.152","5.793","4.973","5.39",,,"5.573",,"5.298","5.283",,"5.325","4.896",,"4.355","3.942","4.092","3.202","3.461",,"3.378","2.969",,"3.64",,"4.735","4.505",,"4.104","4.084","4.486","4.635","3.891",,"3.728","3.706",,"3.391","2.801",,"2.403","2.321",,"2.433","2.793",,"2.657","2.531","2.861","2.841",,"2.712","3.403","2.709","2.908","2.533",,"2.704","2.628",,"2.767","2.591","2.538","1.966",,,"3.222","2.959",,"2.145","2.151","2.815","3.089",,"3.202","3.086",,,"2.371",,"3.105","3.567",,"2.61","2.57",,"2.299","2.717","2.83","3.259","4.631",,,,,,
PbRatio,"4.897","5.631","6.209","5.992","5.864",,"5.927","5.434","5.097",,"4.875","4.327","4.336","4.855",,"4.772","5.19",,"6.162","6.307","6.823","8.05","7.872",,"6.986","7.5",,"7.36","7.163","7.777","7.22",,,,,"8.774","8.088",,,"8.171",,"8.459",,,"8.093",,,"7.597",,,,"6.49","5.761",,,"8.045","7.549",,"6.579","6.613",,"6.364",,"5.612","6.202",,"5.605","5.393","4.691","5.312","4.984",,"6.252","5.914",,"5.682","6.048",,"5.973","5.95",,"5.498","5.299",,"4.987","4.965","4.661","4.884",,"4.135","4.127","3.575",,"3.649","3.535","3.579","3.709",,"3.541","3.512",,"3.586","3.337",,"3.686","3.751",,"3.5","3.563","3.945","3.819",,"3.475","3.568",,,"3.299",,"3.253","3.13",,"3.206","3.155",,"3.31","3.34","3.618","3.475","3.855",,"4.056","4.012",,"3.679",,"3.462","3.884",,"3.631","3.52","3.216","3.24","3.431",,"3.534","3.041",,"3.165","3.431",,"3.341","3.197",,"3.381","2.966","2.675","3.035",,"3.072","3.341",,"3.154","3.379","3.142","3.119","3.023",,"2.631","2.513",,"2.625","2.912","2.994","2.872",,,"2.969","2.748",,"2.637","2.561","2.278","2.268",,"2.128","1.934",,,"2.115",,"2.209","2.905",,"5.754","5.224",,"4.658","3.996","4.565","4.257","5.056","4.958","4.952",,"4.445","3.494",,"3.929","3.582",,"3.751","3.6",,"3.496","3.424",,"3.561","3.496","3.64","7.917",,"8.499","6.779","6.248",,"6.422","5.695","5.871","6.106",,"5.756","5.613",,"5.754","6.438","5.783","5.74","6.044",,"4.892","4.756",,"4.951","4.832","4.148","4.492",,,"4.786",,"4.628","4.611",,"4.699","4.32",,"3.993","3.614","3.807","2.98","3.22",,"3.398","2.987",,"3.879",,"4.988","4.732",,"4.399","4.378","4.809","5.402","4.509",,"4.141","4.117",,"3.753","3.087",,"2.4","2.318",,"2.241","2.571",,"2.44","2.385","2.695","2.601",,"2.496","3.254","2.59","2.78","2.408",,"2.571","2.593",,"2.731","2.646","2.591","2.007",,,"3.442","3.342",,"2.423","2.434","3.186","3.496",,"3.9","3.759",,,"2.923",,"3.984","4.577",,"3.606","3.551",,"3.292","3.891","4.039","4.651","6.61",,,,,,
EnterprisesValueRevenueRatio,"11.253"
EnterprisesValueEBITDARatio,"33.112"
