Date,Open,High,Low,Close,Adj Close,Volume
1990-10-24,5.092958,5.130133,5.055784,5.068175,2.815350,1348693
1990-10-25,5.055784,5.068175,5.006217,5.018609,2.787816,946203
1990-10-26,5.031000,5.031000,4.956651,4.956651,2.753399,1311369
1990-10-29,4.956651,5.006217,4.919476,4.956651,2.753399,1008746
1990-10-30,4.931867,4.993825,4.907084,4.981434,2.767166,1030938
1990-10-31,4.981434,5.006217,4.956651,4.993825,2.774051,578011
1990-11-01,5.031000,5.031000,4.956651,5.018609,2.787816,853399
1990-11-02,5.031000,5.117742,5.018609,5.105350,2.836002,1012781
1990-11-05,5.105350,5.130133,5.055784,5.092958,2.829118,1596844
1990-11-06,5.080567,5.092958,5.068175,5.080567,2.822235,2015474
1990-11-07,5.080567,5.080567,5.055784,5.055784,2.808466,918967
1990-11-08,5.055784,5.105350,5.031000,5.080567,2.822235,958308
1990-11-09,5.105350,5.154917,5.105350,5.154917,2.863535,1533293
1990-11-12,5.167308,5.291224,5.154917,5.266441,2.925488,1896442
1990-11-13,5.303616,5.303616,5.254050,5.266441,2.925488,2011439
1990-11-14,5.303616,5.390357,5.303616,5.353183,2.973670,1972098
1990-11-15,5.328399,5.353183,5.303616,5.303616,2.946137,1367859
1990-11-16,5.340791,5.377966,5.328399,5.340791,2.966788,1689649
1990-11-19,5.340791,5.365574,5.340791,5.365574,2.980555,1213521
1990-11-20,5.365574,5.365574,5.303616,5.353183,2.973670,1071288
1990-11-21,5.328399,5.452316,5.303616,5.452316,3.028738,1815742
1990-11-23,5.427532,5.489491,5.402749,5.427532,3.014972,556828
1990-11-26,5.402749,5.402749,5.328399,5.340791,2.966788,640554
1990-11-27,5.340791,5.415141,5.340791,5.390357,2.994322,835241
1990-11-28,5.415141,5.415141,5.377966,5.390357,2.994322,1413253
1990-11-29,5.402749,5.402749,5.340791,5.353183,2.973670,1083393
1990-11-30,5.353183,5.390357,5.340791,5.340791,2.966788,2860803
1990-12-03,5.415141,5.427532,5.402749,5.427532,3.014972,1192337
1990-12-04,5.402749,5.427532,5.365574,5.415141,3.008089,1086419
1990-12-05,5.415141,5.439924,5.402749,5.439924,3.021856,1106594
1990-12-06,5.501882,5.501882,5.452316,5.477099,3.042505,2190996
1990-12-07,5.464707,5.477099,5.353183,5.377966,2.987438,799935
1990-12-10,5.328399,5.353183,5.278833,5.340791,2.966788,3652668
1990-12-11,5.303616,5.328399,5.241658,5.291224,2.948832,1177206
1990-12-12,5.303616,5.316008,5.204483,5.254050,2.928114,4579706
1990-12-13,5.241658,5.427532,5.229266,5.402749,3.010987,3254214
1990-12-14,5.377966,5.377966,5.303616,5.377966,2.997173,1933766
1990-12-17,5.353183,5.427532,5.353183,5.415141,3.017891,944186
1990-12-18,5.415141,5.427532,5.303616,5.353183,2.983361,1533293
1990-12-19,5.353183,5.377966,5.303616,5.340791,2.976456,1405183
1990-12-20,5.303616,5.377966,5.291224,5.328399,2.969550,1379964
1990-12-21,5.328399,5.415141,5.316008,5.377966,2.997173,1549433
1990-12-24,5.377966,5.377966,5.340791,5.377966,2.997173,392402
1990-12-26,5.377966,5.390357,5.328399,5.390357,3.004080,440822
1990-12-27,5.377966,5.377966,5.278833,5.278833,2.941926,395428
1990-12-28,5.278833,5.316008,5.266441,5.291224,2.948832,729323
1990-12-31,5.316008,5.353183,5.291224,5.316008,2.962644,384332
1991-01-02,5.303616,5.427532,5.278833,5.402749,3.010987,1361807
1991-01-03,5.402749,5.427532,5.303616,5.303616,2.955738,1026903
1991-01-04,5.303616,5.340791,5.204483,5.204483,2.900490,1223609
1991-01-07,5.154917,5.192091,5.142525,5.154917,2.872866,605247
1991-01-08,5.167308,5.179700,5.006217,5.055784,2.817618,1550442
1991-01-09,5.105350,5.154917,5.031000,5.055784,2.817618,1327509
1991-01-10,5.080567,5.105350,4.981434,5.031000,2.803809,964361
1991-01-11,5.055784,5.055784,5.006217,5.043392,2.810712,849364
1991-01-14,5.031000,5.055784,5.006217,5.043392,2.810712,767655
1991-01-15,5.043392,5.068175,4.956651,4.956651,2.762372,921994
1991-01-16,4.969042,5.142525,4.956651,5.105350,2.845244,1798594
1991-01-17,5.278833,5.402749,5.254050,5.402749,3.010987,5054825
1991-01-18,5.353183,5.625798,5.340791,5.601015,3.121480,2630809
1991-01-21,5.551449,5.563840,5.452316,5.551449,3.093855,1184267
1991-01-22,5.526665,5.601015,5.514274,5.576232,3.107668,1280098
1991-01-23,5.551449,5.638190,5.501882,5.601015,3.121480,1544390
1991-01-24,5.625798,5.700148,5.601015,5.625798,3.135291,1628116
1991-01-25,5.625798,5.774498,5.625798,5.724931,3.190538,1355754
1991-01-28,5.700148,5.799281,5.675365,5.774498,3.218162,1101550
1991-01-29,5.749715,5.811673,5.724931,5.774498,3.218162,816075
1991-01-30,5.824064,5.861239,5.799281,5.848848,3.259598,960326
1991-01-31,5.811673,5.923197,5.786890,5.923197,3.301035,1159049
1991-02-01,5.923197,5.923197,5.824064,5.848848,3.259598,1690658
1991-02-04,5.824064,5.972764,5.786890,5.947981,3.314847,1815742
1991-02-05,6.096680,6.133855,6.022330,6.084289,3.390810,1900477
1991-02-06,6.047114,6.270163,6.022330,6.257771,3.487496,1767322
1991-02-07,6.245380,6.319729,6.195813,6.208205,3.459871,2599538
1991-02-08,6.171030,6.245380,6.146247,6.245380,3.480589,2068937
1991-02-11,6.270163,6.406471,6.245380,6.344513,3.535835,1094489
1991-02-12,6.344513,6.468429,6.245380,6.245380,3.480589,2166786
1991-02-13,6.232988,6.282555,6.195813,6.245380,3.480589,1353737
1991-02-14,6.245380,6.356904,6.022330,6.047114,3.370093,2290862
1991-02-15,6.071897,6.294946,6.059505,6.245380,3.480589,2332220
1991-02-19,6.232988,6.344513,6.195813,6.344513,3.535835,1016816
1991-02-20,6.319729,6.319729,6.121463,6.195813,3.452965,1342641
1991-02-21,6.158638,6.220596,6.146247,6.171030,3.439152,850373
1991-02-22,6.121463,6.245380,6.047114,6.059505,3.376999,1071288
1991-02-25,6.146247,6.270163,6.133855,6.245380,3.480589,813049
1991-02-26,6.257771,6.270163,6.071897,6.121463,3.411529,898792
1991-02-27,6.146247,6.220596,6.146247,6.208205,3.459871,1519171
1991-02-28,6.232988,6.270163,6.183422,6.183422,3.446061,1144926
1991-03-01,6.158638,6.208205,6.121463,6.195813,3.452965,1045061
1991-03-04,6.220596,6.294946,6.195813,6.245380,3.480589,1003702
1991-03-05,6.270163,6.517996,6.245380,6.517996,3.632518,1566582
1991-03-06,6.542779,6.641912,6.456037,6.505604,3.625612,1221591
1991-03-07,6.493212,6.493212,6.418862,6.468429,3.604894,767655
1991-03-08,6.493212,6.617129,6.468429,6.592345,3.673954,2158716
1991-03-11,6.517996,6.542779,6.394079,6.394079,3.563461,1527241
1991-03-12,6.344513,6.394079,6.344513,6.356904,3.552379,1013789
1991-03-13,6.344513,6.344513,6.282555,6.307338,3.524682,649632
1991-03-14,6.332121,6.356904,6.146247,6.183422,3.455435,1096507
1991-03-15,6.183422,6.195813,6.047114,6.121463,3.420811,1636186
1991-03-18,6.096680,6.121463,6.071897,6.096680,3.406961,1007737
1991-03-19,6.071897,6.121463,6.022330,6.047114,3.379261,711166
1991-03-20,6.071897,6.084289,5.935589,5.985156,3.344636,1503031
1991-03-21,5.997547,6.022330,5.947981,5.972764,3.337712,1104577
1991-03-22,5.972764,6.071897,5.972764,6.034722,3.372336,741428
1991-03-25,6.034722,6.071897,6.022330,6.059505,3.386188,816075
1991-03-26,6.146247,6.319729,6.146247,6.294946,3.517754,1300273
1991-03-27,6.307338,6.431254,6.307338,6.381688,3.566231,1337597
1991-03-28,6.381688,6.418862,6.369296,6.381688,3.566231,722262
1991-04-01,6.356904,6.369296,6.307338,6.332121,3.538532,595160
1991-04-02,6.319729,6.394079,6.294946,6.394079,3.573155,1272028
1991-04-03,6.443646,6.567562,6.418862,6.480821,3.621627,1097515
1991-04-04,6.505604,6.555170,6.443646,6.443646,3.600853,711166
1991-04-05,6.443646,6.592345,6.418862,6.443646,3.600853,753533
1991-04-08,6.418862,6.641912,6.418862,6.629520,3.704724,742437
1991-04-09,6.617129,6.666695,6.468429,6.480821,3.621627,783795
1991-04-10,6.456037,6.542779,6.456037,6.542779,3.656252,772699
1991-04-11,6.617129,6.889744,6.617129,6.803003,3.801670,1609958
1991-04-12,6.815395,6.815395,6.716262,6.765828,3.780895,1397113
1991-04-15,6.803003,6.803003,6.753436,6.790611,3.794745,722262
1991-04-16,6.790611,6.889744,6.679087,6.877353,3.843219,780769
