x_1,x_2,x_3,y
2.601139333,0.055417,0.055455,0
2.543495413,0.316497,0.316497,1
2.649086934,0.048855,0.048855,1
2.370328725,0.052105,0.052105,1
2.346677948,0.201851,0.201851,1
2.407007681,-0.249116,-0.249116,0
2.376475367,0.069845,0.069845,1
2.521696409,-0.137306,-0.137306,0
2.17287307,-0.004505,-0.004505,0
2.565397119,-0.149321,-0.149321,0
2.436568908,0.050355,0.050355,1
2.308527416,-0.148211,-0.148211,0
2.236150332,-0.233849,-0.233849,0
2.185864756,0.076048,0.076048,1
1.960814198,-0.028846,-0.028846,0
2.201787417,-0.257921,-0.257921,0
2.445435391,-0.271882,-0.271881,0
2.583800625,0.074074,0.074074,1
2.680981091,0.05228,0.05228,1
2.50866428,0.230444,0.230444,1
2.605804795,0.185567,0.185567,1
2.598670017,0.155072,0.155072,1
2.451730129,0.023839,0.023839,1
2.302411889,0.093137,0.093137,1
2.555601835,0.223094,0.223094,1
2.557049265,0.199817,0.199817,1
2.572290332,-0.305195,-0.305195,0
2.372641438,0.100055,0.100055,1
2.120635536,0.123438,0.123438,1
2.406217305,0.079181,0.079181,1
2.32231174,0.004534,0.004534,1
2.5207509,-0.109561,-0.109561,0
2.14461992,0.034562,0.034562,1
2.323364577,0.033408,0.033408,1
2.450038707,-0.113793,-0.113793,0
2.415270491,-0.148346,-0.148346,0
2.219456538,0,0,1
2.388150567,-0.073672,-0.073672,0
2.532094139,0.135018,0.135018,1
2.568079631,-0.109723,-0.109723,0
2.225281078,-0.036608,-0.036608,0
2.211924408,-0.030399,-0.030399,0
2.117587937,0.040496,0.040496,1
2.402192068,0.009416,0.009416,1
2.502669555,0.131841,0.131841,1
2.141276283,-0.02967,-0.02967,0
2.13117673,-0.033409,-0.033409,0
2.197056226,0.015817,0.015817,1
2.183629258,-0.028258,-0.028258,0
1.97736295,-0.048071,-0.048071,0
1.935209913,0.052369,0.052369,1
2.061632099,-0.081161,-0.081161,0
2.005384863,0.005158,0.005158,0
1.75988959,0.067351,0.067351,1
2.171583634,0.027644,0.027644,1
2.247237881,-0.081287,-0.081287,0
2.049058232,0.054106,0.054106,1
2.071578852,-0.052536,-0.052536,0
2.103967721,-0.033779,-0.033779,0
1.940320158,-0.003958,-0.003958,0
1.986409831,-0.060265,-0.060265,0
2.002362159,-0.0747,-0.0747,0
1.842547258,0.009747,0.009901,1
1.88354538,-0.027356,-0.027356,0
2.314551908,0.251563,0.251563,1
2.571340087,0.317104,0.317104,1
2.460258441,0.090047,0.090047,1
2.781375743,-0.125217,-0.125217,0
2.55395708,-0.070577,-0.070577,0
2.54675997,0.12246,0.12246,1
2.471891209,-0.232797,-0.23192,0
2.610852912,-0.038114,-0.038114,0
2.594976919,0.106361,0.106361,1
2.616549409,0.119698,0.119698,1
2.496174157,0.170034,0.170034,1
2.46292796,-0.021583,-0.021583,0
2.364935666,-0.099265,-0.099265,0
2.200593736,-0.069388,-0.069388,0
2.312330318,-0.023684,-0.023684,0
2.297821142,-0.032345,-0.032345,0
2.307116658,0.034355,0.034355,1
2.093684712,0.032316,0.032316,1
2.146378883,0.048286,0.048,0
2.281805563,0.096872,0.096872,1
2.28168081,-0.057038,-0.057038,0
2.126986065,-0.010732,-0.010732,0
2.214930594,0.087771,0.087771,1
2.475494717,0.127833,0.127833,1
2.791328843,0.273312,0.273312,1
2.52467695,-0.120581,-0.120581,0
2.11765441,0.004307,0.004307,1
2.559255869,0.125804,0.125804,1
2.700690423,0.283535,0.283429,1
2.548721629,-0.082635,-0.082635,0
2.650343109,-0.050914,-0.050914,0
2.692350272,-0.149931,-0.149931,0
2.309904768,-0.104369,-0.104369,0
2.128368563,-0.052394,-0.052394,0
1.976568065,0.082936,0.082936,1
2.225514259,0.033451,0.033451,1
2.144255278,0.021295,0.021295,1
1.97802977,-0.165972,-0.165972,0
1.768181883,-0.044,-0.044,0
2.024253203,0.112971,0.112971,1
1.873902693,-0.006579,-0.006579,0
1.752919576,-0.001892,-0.001892,0
1.720336993,0.004295,0.004076,0
1.797951798,0.057471,0.057471,1
2.069085497,0.031522,0.031522,1
1.76207903,-0.044257,-0.044257,0
1.730786871,0.00882,0.00882,1
2.067155696,0.043716,0.043716,1
1.962782401,-0.04712,-0.04712,0
1.646942662,0.025275,0.025275,1
1.696735971,0.016077,0.016077,1
1.88764833,-0.0327,-0.0327,0
1.679362689,-0.019629,-0.019629,0
1.842860944,0.023359,0.023359,1
1.867747082,0.020652,0.020652,1
2.316008522,0.152801,0.153142,1
2.175629014,0.05717,0.05717,1
1.987881877,-0.015071,-0.015071,0
1.912809357,0.038704,0.038704,0
2.393714871,0.159445,0.159445,1
2.24045259,-0.005979,-0.005979,0
2.433862564,0.056391,0.056391,1
2.212129845,-0.142349,-0.142349,0
2.164390316,-0.095436,-0.095436,0
2.160399239,-0.004587,-0.004587,0
2.050899593,-0.061751,-0.061751,0
2.059816121,-0.107073,-0.107073,0
2.054272748,0.052175,0.051265,1
2.079484199,0.075372,0.075372,1
2.010298656,0.090819,0.090819,1
2.198819263,-0.01267,-0.01267,1
2.096432973,-0.050412,-0.050412,0
1.871265761,-0.094595,-0.094595,0
1.993134024,0.183369,0.183369,1
2.021640205,0.113514,0.113514,1
2.184266728,0.037217,0.037217,1
2.182547815,0.080343,0.080343,1
2.0482402,-0.120578,-0.120578,0
1.9559341,0.143633,0.143268,1
1.978183644,0.025399,0.025399,1
2.250784152,0.002123,0.002123,1
2.110614328,0.100989,0.100989,1
2.038358492,0.042976,0.042976,1
1.96616672,-0.059656,-0.059656,0
1.882206674,0.075867,0.075867,1
1.912669517,-0.055319,-0.055319,0
2.124745498,-0.066924,-0.066924,1
2.169446359,-0.117241,-0.117241,0
1.919193738,0.088281,0.088281,1
1.810652932,-0.051197,-0.051113,0
1.981170384,-0.015385,-0.015385,0
2.428372651,0.042188,0.042188,1
2.188452451,0.130435,0.130435,1
2.048625521,0.005968,0.005968,1
2.017959894,0.170073,0.170073,1
1.994099777,0.112113,0.112113,1
1.992875414,-0.020263,-0.020263,0
2.11657134,0.193899,0.193899,1
2.102567907,-0.074058,-0.074058,0
2.07142713,0.029467,0.029467,1
1.839956043,0.058155,0.058155,1
1.712453729,0.047092,0.046801,1
1.813922156,-0.065289,-0.065289,0
2.061413544,-0.217949,-0.217949,0
2.059485814,0.006218,0.006218,1
2.166081045,0.007303,0.007303,1
1.869850972,0.087563,0.087563,1
2.060457787,-0.105641,-0.105641,0
2.150985144,-0.055046,-0.055046,0
2.151135946,-0.039442,-0.039442,0
1.94244239,-0.005054,-0.005054,0
2.140192443,-0.023492,-0.023492,0
2.091178426,-0.003901,-0.003901,0
1.909159277,-0.075718,-0.075718,0
2.139785111,0.05791,0.05791,1
2.110576175,-0.138472,-0.138318,0
2.074462994,0.005521,0.005521,1
2.029076873,-0.071373,-0.071373,0
1.923351748,-0.126689,-0.126689,0
2.215038579,0.260155,0.260155,1
2.089111888,0.009977,0.009977,0
1.97693345,0.139058,0.139058,1
2.055794248,-0.08072,-0.08072,0
2.100129219,-0.090711,-0.090711,0
1.994217632,0.001596,0.001596,0.5
2.079167731,-0.075697,-0.075697,0
1.910312141,-0.007842,-0.007328,0
1.931208266,0.097061,0.097061,1
2.077413257,-0.096591,-0.096591,0
1.849494084,0.006289,0.006289,1
1.418104147,0.039972,0.039972,1
0.909468367,-0.126574,-0.126574,0
0.23470407,-0.116085,-0.116085,0
1.754744437,-0.030901,-0.030901,0
1.470627607,-0.303809,-0.303809,0
1.856547463,-0.061069,-0.061069,0
1.64162934,0.02439,0.02439,1
1.748701325,-0.253968,-0.253968,0
2.132145734,2.595745,2.595745,1
2.33843348,0.005917,0.005917,0.5
1.932653477,0.120588,0.120588,1
2.074815399,-0.356955,-0.356955,0
1.721301985,-0.04898,-0.04898,0
2.005455737,0.096995,0.096996,0
2.483559796,0.600939,0.600939,1
2.563671662,0.495601,0.495601,1
2.497256201,-0.068627,-0.068627,0
2.604992681,0.174737,0.174737,1
2.579680592,-0.082437,-0.082437,0
2.45046954,0.013672,0.013672,1
2.286650266,-0.140655,-0.140655,0
2.49648136,-0.004484,-0.004484,0
2.680525988,0.112613,0.112613,1
2.22879616,0.05668,0.05668,1
2.816564549,0.139847,0.139847,1
2.81800545,0.038655,0.038655,1
2.706309175,0.01411,0.014078,0
2.436627834,-0.098321,-0.098321,0
1.990887334,-0.111702,-0.111702,0
2.205504865,-0.071856,-0.071856,0
2.612031525,0.054839,0.054839,1
1.948925089,-0.045872,-0.045872,0
1.799253643,-0.025641,-0.025641,0
2.352948183,0.072368,0.072368,1
2.482998979,0.101227,0.101227,1
2.294925372,-0.220056,-0.220056,0
2.054378397,0.003571,0.003571,1
2.174970466,-0.032028,-0.032028,0
2.509351219,-0.264706,-0.264706,0
2.633491675,-0.134,-0.134,0
1.958780116,-0.164095,-0.162702,0
1.9960361,-0.096958,-0.096958,0
2.847984633,0.484211,0.484211,1
3.14433365,0.229787,0.229787,1
2.381974832,-0.279123,-0.279123,0
1.679372258,-0.008,-0.008,0.5
1.878983267,-0.032258,-0.032258,0
1.687845683,-0.071667,-0.071667,0
1.279206562,-0.007181,-0.007181,1
1.625939842,0.019892,0.019892,1
1.620536515,-0.108156,-0.108156,0
2.14293289,-0.003976,-0.003976,0
1.611370578,-0.033932,-0.033932,0
1.569273573,-0.011235,-0.011467,0
2.203782269,0.034739,0.034739,1
1.64916068,-0.035971,-0.035971,0
1.677892755,-0.042289,-0.042289,0
1.374129715,-0.036364,-0.036364,0
1.264394524,-0.059299,-0.059299,0
1.146524521,-0.037249,-0.037249,0
1.038407965,0.035714,0.035714,1
1.399155947,-0.051724,-0.051724,0
2.44682252,0.636364,0.636364,1
2.801188172,0.035185,0.035185,0
2.721650615,0.101968,0.101968,1
2.954019113,0.371753,0.371753,1
2.621736069,0.058768,0.057988,0
2.67655251,-0.05,-0.05,0
3.163068393,0.344737,0.344737,1
3.192203283,0.460861,0.460861,1
2.991013735,-0.298727,-0.298727,0
2.579527924,0.067813,0.067813,1
2.367341925,0,0,1
2.889635024,0.284436,0.284436,1
3.069047702,0.412256,0.412256,1
3.007222205,-0.113905,-0.113905,0
3.105393718,0.35523,0.355231,1
2.685885636,-0.111875,-0.103368,0
2.307074789,-0.206102,-0.206102,0
2.17265455,-0.169412,-0.169412,0
2.77991786,0.405099,0.405099,1
2.59071403,-0.053763,-0.053763,0
2.163599465,0.002131,0.002131,1
2.192740847,-0.07158,-0.07158,0
1.778999512,-0.056489,-0.056489,0
2.04533054,0.087379,0.087379,1
2.42271809,0.046875,0.046875,1
2.237891727,-0.047619,-0.047619,0
2.094255871,-0.13209,-0.13209,0
2.101911292,0.065083,0.065606,0
1.959150353,-0.154537,-0.154537,0
1.999375264,0.013815,0.013815,1
1.789080082,-0.085954,-0.085954,0
1.990333105,0.045872,0.045872,1
1.759516744,-0.074561,-0.074561,0
1.681944003,-0.069905,-0.069905,0
1.233595854,-0.021656,-0.021656,0
1.812137026,0.020833,0.020833,1
2.242464592,0.159439,0.159439,1
2.600559184,0.237624,0.237624,1
2.886573479,0.267556,0.267556,1
2.565397641,-0.093969,-0.093969,0
2.223812342,-0.019423,-0.019118,0
1.942756667,-0.071741,-0.071741,0
1.589424504,-0.082941,-0.082941,0
2.639908156,0.141829,0.141829,1
2.221881415,-0.122412,-0.122412,0
2.404215039,0.161126,0.138389,1
2.959346795,0.405687,0.405687,1
2.97077327,-0.144302,-0.144302,0
2.529410942,-0.016548,-0.016548,0
2.254044768,-0.047276,-0.047276,0
2.50745413,0.136249,0.136249,1
2.658295792,0.027387,0.027387,1
2.506545696,-0.04929,-0.048271,0
2.076534574,-0.052833,-0.052833,0
2.072492756,0.067098,0.067098,1
2.44837735,0.060606,0.060606,1
2.267755806,-0.000714,-0.000714,0
2.499081472,0.067191,0.067191,1
2.338795584,-0.077696,-0.077696,0
2.370397272,0.098765,0.098765,1
2.355104529,-0.036352,-0.036352,0
2.098046063,-0.026063,-0.026063,0
2.249383719,0.042958,0.042958,1
2.134171966,-0.066172,-0.066172,0
2.305296141,0.068881,0.068691,1
2.388381007,0.011644,0.011644,1
2.441749665,-0.092079,-0.092079,0
2.046942913,0.006711,0.006711,1
1.925591797,-0.011111,-0.011111,0
2.058124346,-0.072659,-0.072659,0
1.716682164,0.021002,0.021002,1
2.304751263,0.003165,0.003165,1
1.81605969,-0.020505,-0.020505,0
1.73757603,-0.090177,-0.090177,0
2.31274529,0.169027,0.169027,1
2.139018678,-0.073077,-0.072672,0
1.629634254,-0.014938,-0.014938,0
1.494403385,-0.037068,-0.037068,0
1.381373138,-0.038495,-0.038495,0
1.866886702,-0.078253,-0.078253,0
1.631820975,-0.047384,-0.047384,0
2.052614145,0.043523,0.043523,1
1.726870501,0.025819,0.025819,1
2.510942753,0.143272,0.143272,1
2.755971912,0.087214,0.087214,1
2.540987551,0.126947,0.126168,0
2.46236597,-0.183731,-0.183731,0
2.156468891,0.094502,0.094502,1
1.982690985,0.014129,0.014129,1
2.020415027,-0.092879,-0.092879,0
1.736523983,0.013652,0.013652,1
1.940378376,-0.005051,-0.005051,1
2.349314455,0.106599,0.106599,1
2.550195477,0.200306,0.200306,1
2.633688602,0.03949,0.03949,1
2.483236595,0.082108,0.082108,1
2.533892521,-0.129105,-0.129105,0
2.003690383,-0.008308,-0.008453,0
1.948087106,-0.037624,-0.037624,0
2.070614989,0.100823,0.100823,1
2.17582796,-0.061682,-0.061682,0
2.223658216,0.079681,0.079681,1
2.447523264,-0.077491,-0.077491,0
2.025781815,0.024,0.024,1
1.922078127,0.027344,0.027344,1
2.110389221,0.079848,0.079848,1
2.185572447,0.003521,0.003521,0.5
2.314473711,-0.031579,-0.031579,0
2.226083929,0.068841,0.068841,1
2.120160417,-0.211864,-0.211864,0
2.355498529,0.044165,0.045161,0
2.376096947,0.22293,0.22293,1
2.737187454,-0.046875,-0.046875,0
2.409575216,-0.019126,-0.019126,0
2.22428107,0.069638,0.069638,0
1.817022478,0.028646,0.028646,1
2.491508119,0.091139,0.091139,1
2.40061366,0.143852,0.143852,1
2.463767166,0.107505,0.107505,1
2.471226725,0.199634,0.199634,1
2.661364781,-0.048855,-0.048855,0
2.751532861,-0.041734,-0.041734,0
2.543403257,-0.053601,-0.053601,0
2.512454733,0.004882,0.00708,0
2.408402458,0.245487,0.245487,1
2.373119323,0.097101,0.097101,1
2.309878797,0.081902,0.081902,1
2.548642772,0.462759,0.462759,1
2.511848735,0.288815,0.288815,1
2.739472074,-0.00842,-0.00842,0
2.465798749,-0.037231,-0.037231,0
2.580902463,0.125509,0.125509,1
2.641988744,0.089813,0.089813,1
2.7014385,0.620586,0.618639,1
2.725603805,-0.014941,-0.014941,0
2.472861265,0.480126,0.480126,1
2.625997157,0.194346,0.194346,1
2.515797569,-0.102578,-0.103045,0
2.470739562,0.289073,0.289073,1
2.335461853,-0.189571,-0.189571,0
2.443323091,-0.085895,-0.085895,0
2.531089691,-0.096741,-0.096741,0
2.171066882,-0.107486,-0.107486,0
2.452935196,0.101075,0.101075,1
2.478238703,-0.048047,-0.048047,0
2.43340536,-0.189577,-0.189577,0
2.358286091,-0.265772,-0.265013,0
2.486481872,-0.056604,-0.056604,0
2.184363558,-0.167059,-0.167059,0
2.261957602,-0.077684,-0.077684,0
2.636382961,-0.099541,-0.099541,0
2.693186077,0.159864,0.159864,1
2.650555312,-0.054252,-0.054252,0
2.164457821,0.091473,0.091473,1
2.764064574,0.015625,0.015625,1
2.629101067,0.158042,0.158042,1
2.615458584,0.024155,0.024155,1
2.596963434,0.148585,0.148585,1
2.560535916,0.314909,0.314168,1
2.783592967,0.047843,0.047843,1
2.72900072,-0.296407,-0.296407,0
2.594865043,0.108511,0.108511,1
2.378835094,0.104607,0.104607,1
2.635118798,0.001738,0.001738,1
2.610050601,-0.062446,-0.062446,0
2.431723513,-0.135985,-0.135985,0
1.983656489,0.009636,0.009636,1
2.195247102,0.007423,0.007423,1
2.385583226,-0.178947,-0.178947,0
2.186224269,-0.066826,-0.066667,0
1.991494225,-0.059639,-0.059639,0
2.200114081,0.222714,0.222714,1
2.354100919,0.015682,0.015682,1
2.160572403,-0.002375,-0.002375,0
2.448489985,0.154762,0.154762,1
2.493661505,-0.161856,-0.161856,0
2.381945225,0.01107,0.01107,1
2.358768964,-0.002433,-0.002433,0
2.213739824,-0.004878,-0.004878,0
2.338682458,0.064951,0.064951,1
2.084150954,-0.024166,-0.024166,0
1.951977791,-0.063769,-0.063679,0
2.001147436,0.077806,0.077806,1
2.116287942,-0.035503,-0.035503,0
1.986928444,0,0,0.5
1.950253095,-0.111656,-0.111656,0
1.884205397,0.104972,0.104972,1
1.957182987,-0.1175,-0.1175,0
1.977316877,0.058074,0.058074,1
1.998097352,0.024096,0.024096,1
2.223041989,0.082353,0.082353,1
2.085152864,0,0,1
1.933476445,0.084541,0.084541,1
2.04774919,0.030067,0.030067,1
2.043432974,-0.036757,-0.036757,0
2.123487597,0.05041,0.050505,1
2.104458268,-0.131094,-0.131094,0
2.011467873,0.051122,0.051122,1
1.912047905,-0.013049,-0.013049,0
1.980358761,0.051683,0.051683,1
2.165081412,0.156571,0.156571,1
2.182420723,0.186759,0.186759,1
2.207904374,-0.000833,-0.000833,0
2.348799703,-0.103333,-0.103333,0
2.168356732,0.025093,0.025093,1
2.232000294,0.102837,0.102448,1
2.274921328,-0.177796,-0.177796,0
2.416912606,-0.033503,-0.033503,0
2.3437585,-0.006303,-0.006303,0
2.355299325,-0.034884,-0.034884,0
2.186762576,0.008762,0.008762,1
2.171002701,-0.04886,-0.04886,0
2.151029849,-0.083333,-0.083333,0
2.181118655,-0.080946,-0.080946,0
2.227053723,-0.089431,-0.089431,0
2.448543319,0.203869,0.203869,1
2.230728175,-0.023486,-0.023486,0
2.199222629,0.142649,0.134177,1
2.08776367,-0.032749,-0.032749,0
2.265172433,0.197098,0.197098,1
2.158993337,-0.078788,-0.078788,0
2.215793776,0.006579,0.006579,1
2.133565097,0.023965,0.023965,0
2.410835022,0.159574,0.159574,1
2.757156845,0.275229,0.275229,1
2.77026642,-0.056115,-0.056115,0
2.424347903,-0.028201,-0.028201,0
2.74628201,0.083922,0.083922,1
2.948032377,0.05644,0.05644,1
2.878833066,-0.017123,-0.017123,0
2.848071242,0.011847,0.011847,1
2.939598065,0.010236,0.011019,0
2.523340078,-0.026798,-0.026798,0
2.190833907,-0.077536,-0.077536,0
1.961176773,0.073841,0.073841,1
2.176874314,0.102414,0.102414,1
2.509873231,0.621102,0.621102,1
2.728277168,-0.268932,-0.268932,0
2.698345928,0.454492,0.454492,1
2.444305645,0.049739,0.049739,1
2.145640637,-0.047765,-0.047765,0
2.381945901,0.082665,0.082665,1
2.103025861,-0.238325,-0.238325,0
1.707739576,0.006326,0.006326,1
1.698581402,-0.007253,-0.007253,0
1.98000845,0.002435,0.002435,1
1.805396141,-0.052478,-0.052478,0
1.674000214,0.090256,0.090256,1
2.032603224,0.174506,0.174506,1
2.102471357,-0.064077,-0.064077,0
1.902852727,0.027624,0.027813,0
2.16824035,0.130004,0.130004,1
1.799753908,0.103238,0.103238,1
2.090911903,0.078039,0.078039,1
1.95907591,-0.005125,-0.005125,1
2.158424215,0.209272,0.209272,1
1.941264912,-0.129393,-0.129393,0
1.956678253,0.018043,0.018043,1
1.930825729,-0.146891,-0.146891,0
2.00907797,-0.098944,-0.098944,0
2.092246134,-0.038687,-0.038687,0
1.9964508,-0.052033,-0.052033,0
2.049572879,0.071976,0.069897,1
2.031846167,0.010395,0.010395,1
2.031038018,-0.002881,-0.002881,1
1.978161922,0.049938,0.049938,1
1.943474954,-0.063679,-0.063679,0
1.81530575,0.164987,0.164987,1
2.020015073,0.008649,0.008649,0
2.184151097,0.097535,0.097535,1
2.153489214,-0.059896,-0.059896,0
1.838594892,-0.075485,-0.075485,0
1.810410549,0.041573,0.041573,1
2.003944663,0.03416,0.03416,1
1.969575045,-0.067328,-0.066582,0
2.010468891,0.003876,0.003876,1
2.084685862,0.024324,0.024324,1
2.076920388,0.044101,0.044101,1
2.25239255,0.161733,0.161733,1
2.10493977,-0.099441,-0.099441,0
2.283863848,0.021049,0.021049,1
2.36139301,-0.133153,-0.133153,0
2.143416397,0.044834,0.044834,1
2.121415654,-0.041045,-0.041045,0
2.196362781,0.017121,0.017121,1
2.535236882,0.026779,0.026779,1
2.261256594,0.053335,0.053897,1
2.217049412,0.027503,0.027503,1
2.044003641,-0.016774,-0.016774,0
