name,06/30/2023,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
				ConstructionInProgress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"725,450,000","681,493,000","688,617,000","597,599,000","483,007,000","399,313,000","330,243,000","309,704,000","402,721,000","492,156,000","580,814,000","531,299,000","607,952,000","783,934,000","816,950,000","867,061,000","882,464,000","957,504,000",,"953,004,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,013,104,000","-1,947,431,000","-1,900,698,000","-1,863,466,000","-1,825,094,000","-1,787,021,000","-1,767,133,000","-1,705,566,000","-1,650,905,000","-1,590,901,000","-1,533,579,000","-1,477,772,000","-1,482,256,000","-1,458,917,000","-1,405,309,000","-1,352,744,000","-1,301,648,000","-1,280,602,000","-1,267,010,000","-1,259,558,000","-1,212,453,000","-1,181,799,000","-1,148,518,000","-1,099,834,000","-1,058,148,000","-1,018,627,000","-964,001,000","-938,297,000","-902,116,000","-895,435,000","-861,581,000","-819,319,000","-816,193,000","-775,893,000","-735,751,000","-694,585,000","-656,060,000","-631,226,000","-596,883,000","-584,022,000","-545,525,000","-516,046,000","-480,971,000","-447,026,000","-410,789,000","-378,623,000","-346,554,000","-316,045,000","-306,758,000","-276,160,000","-245,012,000","-206,962,000",,,,"-143,135,000",,,,"-79,031,000",,,,"-52,554,000",,,,,,,,,,,
		InvestmentProperties,"19,061,578,000","19,043,740,000","19,025,339,000","18,948,643,000","18,798,656,000","18,745,848,000","18,709,584,000","18,366,021,000","18,144,531,000","18,253,289,000","18,233,781,000","18,297,701,000","18,300,316,000","18,408,639,000","18,432,989,000","18,119,465,000","18,009,444,000","17,876,090,000","17,730,930,000","17,930,213,000","17,860,597,000","17,884,547,000","17,717,557,000","17,446,153,000","17,135,018,000","17,066,891,000","17,032,994,000","16,871,410,000","16,498,094,000","16,310,978,000","15,942,309,000","15,790,620,000","15,581,022,000","15,384,352,000","14,935,740,000","14,724,299,000","14,509,769,000","14,452,361,000","14,298,209,000","14,273,354,000","14,116,246,000","14,014,180,000","8,015,119,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,"216,533,000","219,143,000","212,084,000","217,265,000","222,438,000","219,075,000","216,390,000","199,541,000","227,953,000","210,650,000","202,612,000","194,317,000","176,352,000","173,734,000","165,806,000","207,204,000","208,519,000","212,639,000","217,432,000","173,563,000","165,421,000","164,344,000","163,475,000","155,428,000","169,854,000","183,403,000","175,116,000","176,882,000","325,614,000","182,367,000","216,919,000","268,647,000","264,616,000","262,050,000","298,315,000","304,795,000","318,640,000","353,510,000","353,866,000","347,386,000","365,521,000","371,983,000","129,352,000","139,405,000","144,924,000","151,565,000","144,561,000","131,314,000","118,627,000","120,255,000","121,537,000",,"71,467,000","72,999,000","74,570,000","63,583,000","65,094,000","56,231,000","55,025,000","56,364,000","63,435,000","60,474,000","57,990,000","46,195,000","38,557,000","40,243,000","42,724,000","49,054,000","50,671,000","41,207,000","41,942,000","41,064,000","41,672,000","42,318,000","41,379,000","25,211,000","25,379,000","25,002,000","19,735,000","19,967,000","13,713,000","14,169,000","14,591,000","14,821,000","14,834,000","14,669,000","15,066,000","13,131,000","13,043,000","12,257,000","12,215,000","8,450,000","10,770,000","10,771,000","10,702,000",,,,"17,211,000",,,,,,,,,,,,,,,,,,,
			LongTermEquityInvestment,"216,533,000","219,143,000","212,084,000","217,265,000","222,438,000","219,075,000","216,390,000","199,541,000","227,953,000","210,650,000","202,612,000","194,317,000","176,352,000","173,734,000","165,806,000","207,204,000","208,519,000","212,639,000","217,432,000","173,563,000","165,421,000","164,344,000","163,475,000","155,428,000","169,854,000","183,403,000","175,116,000","176,882,000","325,614,000","182,367,000","216,919,000","268,647,000","264,616,000","262,050,000","298,315,000","304,795,000","318,640,000","353,510,000","353,866,000","347,386,000","365,521,000","371,983,000","129,352,000","139,405,000",,,"144,561,000","131,314,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsInOtherVenturesUnderEquityMethod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"139,405,000",,,,"131,314,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"144,924,000","151,565,000",,,"118,627,000","120,255,000","121,537,000",,,,,,,,,,,,"57,990,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"71,421,000","64,348,000","58,489,000","54,806,000","51,227,000","47,165,000","40,414,000","55,451,000","49,335,000","47,081,000","55,427,000","73,748,000","81,395,000","74,553,000","70,486,000","74,388,000","60,217,000","55,419,000","47,443,000","45,869,000","41,617,000","39,369,000","45,819,000","48,546,000","45,157,000","40,110,000","40,179,000","46,188,000","40,627,000","42,635,000","37,577,000","70,048,000","68,211,000","62,714,000","106,757,000","76,274,000","75,738,000","76,486,000","72,269,000","72,884,000","72,986,000","69,881,000","63,365,000","61,817,000","57,147,000","62,306,000","58,531,000","108,112,000","110,494,000","116,948,000","110,537,000",,"121,516,000","117,677,000","122,294,000","117,690,000","109,366,000","95,257,000","88,739,000","91,912,000","110,452,000",,"89,173,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentPrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"149,470,000","146,380,000","144,329,000","140,342,000","150,642,000","141,629,000","141,094,000","131,711,000",,"86,228,000","94,351,000","87,241,000","105,520,000","94,410,000","94,725,000","90,627,000","96,349,000",,,"52,204,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"542,061,000","499,601,000","449,281,000","474,778,000","451,240,000","393,047,000","379,903,000","425,925,000","424,686,000","395,947,000","400,249,000","438,244,000","425,323,000","405,638,000","360,418,000","364,872,000","349,484,000","323,300,000","182,158,000","242,620,000","260,619,000","293,019,000","299,197,000","325,668,000","312,066,000","327,240,000","297,113,000","275,537,000","250,044,000","250,179,000","236,672,000","271,392,000","274,743,000","290,116,000","307,966,000","286,788,000","280,878,000","260,283,000","269,374,000","621,249,000","623,636,000","604,765,000","336,560,000","375,934,000","373,919,000","420,529,000","23,597,000","472,173,000","395,076,000","23,109,000","22,289,000","343,191,000","279,211,000","307,483,000","23,646,000",,,,"29,935,000",,,,"29,542,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalLiabilitiesNetMinorityInterest,"8,989,119,000","9,002,905,000","9,201,526,000","8,951,327,000","8,847,836,000","8,888,999,000","8,965,555,000","8,687,601,000","8,404,999,000","8,448,771,000","8,444,293,000","8,471,776,000","8,477,931,000","8,976,094,000","8,127,601,000","8,242,039,000","8,178,707,000","7,902,588,000","7,744,350,000","8,258,644,000","8,266,813,000","8,305,371,000","8,020,719,000","7,835,285,000","7,652,491,000","7,703,021,000","7,688,089,000","7,542,083,000","7,528,579,000","7,186,731,000","7,080,782,000","6,942,014,000","7,099,403,000","7,155,728,000","7,117,553,000","6,823,300,000","6,820,335,000","6,947,166,000","6,711,096,000","6,653,522,000","6,389,663,000","6,507,707,000","4,312,257,000","4,240,488,000","3,822,489,000","3,843,592,000","4,073,435,000","4,325,551,000","4,456,727,000","4,454,248,000","4,491,635,000","4,359,941,000","4,360,554,000","4,365,761,000","4,407,478,000","4,863,850,000","4,576,887,000","4,232,079,000","4,248,004,000","3,863,869,000","3,864,952,000","4,128,760,000","3,686,678,000","3,509,235,000","3,368,135,000","3,240,892,000","3,171,208,000","2,944,884,000","2,625,909,000","2,539,406,000","2,603,933,000","2,622,761,000","2,662,042,000","2,631,937,000","2,661,465,000","2,772,300,000","2,680,105,000","2,619,610,000","2,573,496,000","2,683,953,000","2,794,580,000","2,776,264,000","2,678,852,000","2,621,708,000","2,487,813,000","2,256,180,000","2,294,541,000","2,280,684,000","2,098,027,000","1,951,106,000","1,905,231,000","1,855,725,000","1,833,617,000","1,768,822,000","1,749,000,000","1,833,600,000","1,768,200,000","1,777,900,000","1,658,538,000","1,677,300,000","1,479,900,000","644,500,000","515,822,000","366,000,000","301,400,000","282,400,000","292,630,000","277,300,000","289,400,000","246,200,000","239,600,000","225,600,000","215,600,000","212,600,000","193,300,000","171,000,000","150,200,000","110,100,000"
	CurrentLiabilities,"0","0","0","49,985,000","0","0","0","0","0","0","0","0","0","750,000,000","0","0","0","0","0","56,000,000","634,030,000","1,244,000","632,776,000","242,600,000","105,122,000","0","808,000","173,845,000","1,549,000","628,381,000","553,000","0","657,000","733,000","907,000","1,590,000","0","518,875,000","874,000","8,275,000","142,000,000","0","706,000","1,908,872,000","1,912,316,000","1,930,386,000","403,881,000","2,155,859,000","3,986,157,000","381,681,000","389,948,000","3,947,890,000","378,424,000","382,322,000","386,764,000","2,779,016,000","426,999,000","4,225,798,000","532,944,000","3,795,815,000",,,"435,999,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PayablesAndAccruedExpenses,"706,393,000","714,499,000","659,110,000","703,744,000","615,946,000","654,765,000","635,420,000","672,988,000","635,342,000","674,150,000","642,238,000","667,588,000","603,678,000","637,535,000","628,716,000","682,094,000","624,603,000","660,590,000","645,522,000","663,320,000","633,434,000","645,912,000","632,776,000","647,887,000","601,434,000","640,109,000","599,378,000","664,773,000","634,946,000","628,381,000","570,149,000","581,239,000","558,213,000","541,991,000","541,292,000","530,517,000","516,519,000","518,875,000","519,346,000","500,595,000","487,364,000","532,663,000","421,893,000","392,654,000","420,423,000","391,260,000","403,881,000","379,912,000","433,281,000","381,681,000","389,948,000",,"378,424,000","380,643,000","386,764,000","389,323,000","387,563,000","380,369,000","532,944,000","0","375,499,000","376,654,000","435,999,000","367,603,000","360,287,000","157,944,000","156,885,000","140,303,000","139,176,000","121,041,000","199,892,000","100,833,000","108,781,000","103,029,000","113,241,000","108,857,000","116,078,000","103,957,000","117,653,000","108,747,000","118,800,000","107,336,000","124,275,000","113,988,000","134,842,000","120,185,000","131,504,000","109,488,000","113,731,000","97,275,000","100,398,000","84,702,000","93,967,000","78,499,000","91,147,000","15,100,000","24,200,000","12,500,000","111,671,000","11,900,000","12,600,000",,"20,318,000",,,,"14,389,000",,,,,,,,,,,
			Payables,"326,108,000","318,353,000","298,824,000","298,022,000","283,712,000","291,398,000","289,114,000","282,730,000","290,597,000","308,759,000","318,506,000","313,065,000","306,714,000","318,311,000","307,549,000","307,244,000","317,948,000","315,177,000","301,174,000","295,947,000","296,270,000","286,375,000","281,471,000","280,417,000","290,614,000","292,329,000","286,395,000","285,497,000","286,245,000","284,817,000","270,059,000","274,140,000","275,271,000","259,372,000","255,153,000","251,220,000","248,134,000","244,442,000","232,948,000","222,486,000","223,440,000","191,755,000","164,643,000","145,972,000","137,055,000","136,297,000","121,728,000","121,019,000","112,978,000","110,638,000","111,109,000",,"119,387,000","122,172,000","122,396,000","122,216,000","126,609,000","128,398,000","272,466,000","132,735,000","146,296,000","186,522,000","159,489,000","166,746,000","172,585,000","128,715,000","119,649,000","114,120,000","104,694,000","93,196,000","117,328,000","72,687,000","74,515,000","75,322,000","75,987,000","79,439,000","79,038,000","77,848,000","78,743,000","81,741,000","76,974,000","78,728,000","81,321,000","91,229,000","96,138,000","98,760,000","92,663,000","87,630,000","80,650,000","76,616,000","67,569,000","67,963,000","67,059,000","64,032,000","63,047,000",,,,"92,271,000",,,,"20,318,000",,,,"14,389,000",,,,,,,,,,,
				AccountsPayable,"88,961,000","84,978,000","72,802,000","72,585,000","58,698,000","66,846,000","63,722,000","57,970,000","66,315,000","84,954,000","93,609,000","88,040,000","80,588,000","92,597,000","92,135,000","93,593,000","104,545,000","102,427,000","96,983,000","92,323,000","92,798,000","83,209,000","85,377,000","84,338,000","94,535,000","96,672,000","100,998,000","100,113,000","100,876,000","99,644,000","98,802,000","103,042,000","109,158,000","94,131,000","101,946,000","98,095,000","96,021,000","94,133,000","94,472,000","84,027,000","84,984,000","53,317,000","53,677,000","51,194,000","43,357,000","43,789,000","36,775,000","36,204,000","33,821,000","32,697,000","34,433,000",,"43,443,000","48,368,000","49,623,000","49,621,000","55,263,000","57,068,000","64,257,000","61,756,000","75,380,000","115,631,000","91,580,000","97,634,000","102,634,000","58,844,000","59,232,000","53,761,000","44,474,000","33,035,000","62,852,000","18,308,000","20,311,000","21,399,000","23,005,000","26,776,000","26,547,000","25,646,000","26,912,000","30,079,000","27,521,000","29,294,000","29,768,000","38,859,000","43,767,000","45,440,000","43,656,000","36,816,000","29,747,000","23,418,000","19,997,000","20,643,000","19,899,000","17,145,000","18,908,000",,,,"48,948,000",,,,"7,727,000",,,,"5,450,000",,,,,,,,,,,
				DividendsPayable,"237,147,000","233,375,000","226,022,000","225,437,000","225,014,000","224,552,000","225,392,000","224,760,000","224,282,000","223,805,000","224,897,000","225,025,000","226,126,000","225,714,000","215,414,000","213,651,000","213,403,000","212,750,000","204,191,000","203,624,000","203,472,000","203,166,000","196,094,000","196,079,000","196,079,000","195,657,000","185,397,000","185,384,000","185,369,000","185,173,000","171,257,000","171,098,000","166,113,000","165,241,000","153,207,000","153,125,000","152,113,000","150,309,000","138,476,000","138,459,000","138,456,000","138,438,000","110,966,000","94,778,000","93,698,000","92,508,000","84,953,000","84,815,000","79,157,000","77,941,000","76,676,000",,"75,944,000","73,804,000","72,773,000","72,595,000","71,346,000","71,330,000","208,209,000","70,979,000","70,916,000","70,891,000","67,909,000","69,112,000","69,951,000","69,871,000","60,417,000","60,359,000","60,220,000","60,161,000","54,476,000","54,379,000","54,204,000","53,923,000","52,982,000","52,663,000","52,491,000","52,202,000","51,831,000","51,662,000","49,453,000","49,434,000","51,553,000","52,370,000","52,371,000","53,320,000","49,007,000","50,814,000","50,903,000","53,198,000","47,572,000","47,320,000","47,160,000","46,887,000","44,139,000",,,,"43,323,000",,,,"12,591,000",,,,"8,939,000",,,,,,,,,,,
			CurrentAccruedExpenses,"380,285,000","396,146,000","360,286,000","405,722,000","332,234,000","363,367,000","346,306,000","390,258,000","344,745,000","365,391,000","323,732,000","354,523,000","296,964,000","319,224,000","321,167,000","374,850,000","306,655,000","345,413,000","344,348,000","367,373,000","337,164,000","359,537,000","351,305,000","367,470,000","310,820,000","347,780,000","312,983,000","379,276,000","348,701,000","343,564,000","300,090,000","307,099,000","282,942,000","282,619,000","286,139,000","279,297,000","268,385,000","274,433,000","286,398,000","278,109,000","263,924,000","340,908,000","257,250,000","246,682,000","283,368,000","254,963,000","282,153,000","258,893,000","320,303,000","271,043,000","278,839,000",,"259,037,000","258,471,000","264,368,000","267,107,000","260,954,000","251,971,000","260,478,000","235,825,000","229,203,000","190,132,000","276,510,000","200,857,000","187,702,000","29,229,000","37,236,000","26,183,000","34,482,000","27,845,000","82,564,000","28,146,000","34,266,000","27,707,000","37,254,000","29,418,000","37,040,000","26,109,000","38,910,000","27,006,000","41,826,000","28,608,000","42,954,000","22,759,000","38,704,000","21,425,000","38,841,000","21,858,000","33,081,000","20,659,000","32,829,000","16,739,000","26,908,000","14,467,000","28,100,000","15,100,000","24,200,000","12,500,000","19,400,000","11,900,000","12,600,000",,,,,,,,,,,,,,,,,
				InterestPayable,"61,014,000","73,295,000","54,100,000","67,061,000","52,249,000","67,561,000","50,300,000","62,176,000","48,974,000","62,203,000","49,033,000","62,248,000","44,337,000","61,931,000","47,154,000","70,174,000","48,169,000","65,472,000","46,648,000","66,546,000","51,506,000","60,111,000","43,116,000","56,837,000","34,880,000","54,143,000","38,307,000","44,027,000","42,395,000","38,952,000","40,085,000","35,904,000","40,809,000","32,937,000","41,318,000","28,857,000","40,468,000","33,285,000","43,353,000","23,965,000","39,735,000","24,290,000","33,056,000","21,571,000","30,672,000","21,220,000","34,262,000","23,600,000","37,423,000","25,732,000","32,248,000",,"30,723,000","22,520,000","35,069,000","27,544,000","34,377,000","24,074,000","32,651,000","25,632,000","37,418,000","27,217,000","38,578,000","28,830,000","40,215,000","29,229,000","37,236,000","26,183,000","34,482,000","27,845,000","34,649,000","28,146,000","34,266,000","27,707,000","37,254,000","29,418,000","37,040,000","26,109,000","38,910,000","27,006,000","41,826,000","28,608,000","42,954,000","22,759,000","38,704,000","21,425,000","38,841,000","21,858,000","33,081,000","20,659,000","32,829,000","16,739,000","26,908,000","14,467,000","28,100,000","15,100,000","24,200,000","12,500,000","19,400,000","11,900,000","12,600,000",,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,,,,"49,985,000",,,,,,,,,,"750,000,000",,,,,,"56,000,000",,,,"242,000,000","105,000,000",,,"170,000,000",,,,,,,,,,,,,"142,000,000",,,"1,908,872,000","1,912,316,000","1,930,386,000",,"2,155,859,000","3,986,157,000",,,"3,947,890,000",,,,"2,352,556,000","4,149,888,000","3,801,311,000",,"3,402,255,000","3,423,925,000","1,843,605,000",,"2,003,394,000","2,153,289,000","2,153,184,000",,,,,,,,,,,,,,,,,,,"179,700,000",,,,,,,"146,000,000",,"205,000,000","178,600,000","247,000,000","316,500,000","323,000,000","329,000,000",,"374,000,000",,,,,,,,,,,,,,,,,
			CurrentDebt,,,,"49,985,000",,,,,,,,,,"750,000,000",,,,,,"56,000,000",,,,"242,000,000","105,000,000",,,"170,000,000",,,,,,,,,,,,,"142,000,000",,,"1,908,872,000","1,912,316,000","1,930,386,000",,"2,155,859,000","3,986,157,000",,,"3,947,890,000",,,,"2,352,556,000","4,149,888,000","3,801,311,000",,"3,402,255,000","3,423,925,000","1,843,605,000",,"2,003,394,000","2,153,289,000","2,153,184,000",,,,,,,,,,,,,,,,,,,"179,700,000",,,,,,,"146,000,000",,"205,000,000","178,600,000","247,000,000","316,500,000","323,000,000","329,000,000",,"374,000,000",,,,,,,,,,,,,,,,,
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,908,872,000","1,912,316,000","1,930,386,000",,"2,155,859,000","3,986,157,000",,,"3,947,890,000",,,,"2,352,556,000","4,149,888,000","3,442,311,000",,"3,402,255,000","3,423,925,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LineOfCredit,"0","0","0","49,985,000","0","0","0","0","0","0","0","0","0","750,000,000","0","0","0","0","0","56,000,000",,"0","0","242,000,000","105,000,000","0","0","170,000,000","0","0","0","0","0","0","0","0","0","0","0","0","142,000,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"359,000,000",,"25,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,,,,"1,067,000","1,227,000",,"304,000","1,198,000",,"443,000","311,000",,,"360,000","375,000",,"541,000","1,034,000","150,000","1,037,000","596,000","1,244,000",,"600,000","122,000",,"808,000","3,845,000","1,549,000",,"553,000",,"657,000","733,000","907,000","1,590,000",,,"874,000","8,275,000",,,"706,000",,,,,,,,,,,,,"426,460,000","39,436,000","44,118,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"8,989,119,000","9,002,905,000","9,201,526,000","8,901,342,000","8,847,836,000","8,888,999,000","8,965,555,000","8,687,601,000","8,404,999,000","8,448,771,000","8,444,293,000","8,471,776,000","8,477,931,000","8,226,094,000","8,127,601,000","8,242,039,000","8,178,707,000","7,902,588,000","7,744,350,000","8,202,644,000","8,266,813,000","8,304,127,000","8,020,719,000","7,592,685,000","7,547,369,000","7,703,021,000","7,687,281,000","7,368,238,000","7,527,030,000","7,186,731,000","7,080,229,000","6,942,014,000","7,098,746,000","7,154,995,000","7,116,646,000","6,821,710,000","6,820,335,000","6,947,166,000","6,710,222,000","6,645,247,000","6,247,663,000","6,507,707,000","4,311,551,000","2,331,616,000","1,910,173,000","1,913,206,000","3,669,554,000","2,169,692,000","470,570,000","4,072,567,000","4,101,687,000","412,051,000","3,982,130,000","3,983,439,000","4,020,714,000","2,084,834,000","4,156,610,000","6,281,000","3,715,060,000","68,054,000",,,"3,250,679,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,"8,062,699,000","8,066,895,000","8,316,045,000","7,967,974,000","8,001,193,000","8,005,033,000","8,103,547,000","7,779,304,000","7,533,633,000","7,537,784,000","7,564,337,000","7,563,646,000","7,630,210,000","7,341,457,000","7,296,290,000","7,361,279,000","7,352,217,000","7,040,067,000","7,040,263,000","7,477,228,000","7,571,278,000","7,599,455,000","7,329,470,000","6,886,030,000","6,886,759,000","7,005,729,000","7,030,880,000","6,645,970,000","6,833,991,000","6,502,580,000","6,456,948,000","6,306,727,000","6,487,130,000","6,562,331,000","6,525,852,000","6,241,768,000","6,254,874,000","6,381,798,000","6,145,391,000","6,097,632,000","5,711,319,000","5,928,289,000","3,851,033,000","1,899,208,000","1,450,048,000","1,449,929,000","3,669,554,000","1,629,234,000","3,986,157,000","4,037,183,000","4,101,687,000",,"3,948,534,000","3,949,907,000","3,974,872,000","2,080,295,000","4,149,888,000",,"3,674,457,000",,,"1,834,961,000","3,208,202,000","1,051,102,000","761,387,000","654,723,000","672,508,000","487,025,000","2,340,051,000","2,299,384,000","2,366,564,000","2,399,361,000","2,439,249,000","2,407,396,000","2,442,291,000","2,334,707,000","2,311,236,000","2,120,070,000","2,337,817,000","2,288,083,000","2,401,548,000","2,381,394,000","2,471,163,000","2,142,948,000","2,093,800,000","2,058,925,000","2,082,769,000","2,079,463,000","1,771,841,000","1,772,144,000","1,729,924,000","1,543,431,000","1,408,117,000","1,414,170,000","1,415,047,000","1,426,800,000","1,278,700,000","1,279,500,000","1,484,371,000","1,533,900,000","957,100,000","605,200,000","487,484,000","336,600,000","278,000,000","264,700,000","273,688,000","257,700,000","275,500,000","233,900,000","227,800,000","213,600,000","206,600,000","202,000,000","181,700,000","157,200,000","139,200,000","104,600,000"
			LongTermDebt,"8,062,699,000","8,066,895,000","8,316,045,000","7,967,974,000","8,001,193,000","8,005,033,000","8,103,547,000","7,779,304,000","7,533,633,000","7,537,784,000","7,564,337,000","7,563,646,000","7,630,210,000","7,341,457,000","7,296,290,000","7,361,279,000","7,352,217,000","7,040,067,000","7,040,263,000","7,477,228,000","7,571,278,000","7,599,455,000","7,329,470,000","6,886,030,000","6,886,759,000","7,005,729,000","7,030,880,000","6,645,970,000","6,833,991,000","6,502,580,000","6,456,948,000","6,306,727,000","6,487,130,000","6,562,331,000","6,525,852,000","6,241,768,000","6,254,874,000","6,381,798,000","6,145,391,000","6,097,632,000","5,711,319,000","5,928,289,000","3,851,033,000","1,899,208,000","1,450,048,000","1,449,929,000","3,669,554,000","1,629,234,000","3,986,157,000","4,037,183,000","4,101,687,000",,"3,948,534,000","3,949,907,000","3,974,872,000","2,080,295,000","4,149,888,000",,"3,674,457,000",,,"1,834,961,000","3,208,202,000","1,051,102,000","761,387,000","654,723,000","672,508,000","487,025,000","2,340,051,000","2,299,384,000","2,366,564,000","2,399,361,000","2,439,249,000","2,407,396,000","2,442,291,000","2,334,707,000","2,311,236,000","2,120,070,000","2,337,817,000","2,288,083,000","2,401,548,000","2,381,394,000","2,471,163,000","2,142,948,000","2,093,800,000","2,058,925,000","2,082,769,000","2,079,463,000","1,771,841,000","1,772,144,000","1,729,924,000","1,543,431,000","1,408,117,000","1,414,170,000","1,415,047,000","1,426,800,000","1,278,700,000","1,279,500,000","1,484,371,000","1,533,900,000","957,100,000","605,200,000","487,484,000","336,600,000","278,000,000","264,700,000","273,688,000","257,700,000","275,500,000","233,900,000","227,800,000","213,600,000","206,600,000","202,000,000","181,700,000","157,200,000","139,200,000","104,600,000"
			LongTermCapitalLeaseObligation,"154,957,000","157,414,000","162,671,000","165,051,000","166,519,000","167,974,000","166,497,000","174,922,000","177,448,000","179,968,000","181,479,000","182,859,000","183,507,000","185,025,000","140,468,000","136,705,000","138,163,000","140,436,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,,,,,,,,,,,"55,928,000","57,683,000","60,536,000","61,717,000","61,752,000","61,961,000","63,183,000","60,461,000","58,415,000","61,059,000","61,505,000","58,760,000","58,473,000","58,768,000","59,176,000","57,183,000","57,023,000","57,495,000","58,093,000","55,770,000","53,132,000","54,048,000","53,403,000","50,673,000","49,502,000","49,425,000","48,942,000","46,493,000","45,485,000","47,020,000","48,225,000","46,755,000","38,626,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
