name,ttm,09/30/2023,06/30/2023,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
DilutedAverageShares,,"281,400,000","280,500,000","279,400,000","278,900,000","278,700,000","278,200,000","278,600,000","278,128,000","277,553,000","276,877,000","276,955,000","277,398,000","276,933,000","274,362,000","274,861,000","274,814,000","275,075,000","274,402,000","275,014,000","275,273,000","275,282,000","275,908,000","275,714,000","276,202,000","277,786,000","278,202,000","278,052,000","276,810,000","276,364,000","275,162,000","273,880,000","278,226,000","280,082,000","279,656,000","282,974,000","284,480,000","285,928,000","286,064,000","286,618,000","286,072,000","285,578,000","286,042,000","285,894,000","284,628,000","284,194,000","283,656,000","283,000,000","281,094,000","280,886,000","279,884,000","281,296,000","279,776,000","279,014,000","278,210,000","275,582,000","275,638,000","275,342,000","283,776,000","274,440,000","274,764,000","283,212,000","282,530,000","282,654,000","243,602,000","282,576,000","282,240,000","282,388,000","282,466,000","282,054,000","282,012,000","281,646,000","281,184,000","279,276,000","278,952,000","278,844,000","278,772,000","278,352,000","277,480,000","276,828,000","275,024,000","275,980,000","275,772,000","275,724,000","275,748,000","275,976,000","276,924,000","260,632,000","252,776,000","505,944,000","504,336,000","502,712,000","229,592,000","486,504,000","470,624,000","460,240,000","219,328,000","217,696,000","215,664,000","220,240,000","214,896,000","218,288,000","213,920,000","209,872,000","369,312,000","316,056,000","208,392,000","2,505,542,160","2,725,253,184","2,494,272,864","2,497,727,136","2,508,377,808","2,502,908,544","2,507,226,384","2,508,953,520","2,502,044,976","205,140,000","203,616,000","201,376,000","201,072,000","200,512,000","197,232,000","195,664,000","122,624,000","122,432,000","122,272,000","121,184,000","120,944,000","120,496,000","119,792,000","118,976,000","117,584,000","117,520,000","117,424,000","116,512,000","115,568,000","114,496,000","114,320,000","113,536,000","85,856,000","110,656,000","85,856,000","85,856,000","85,856,000","129,296,000","85,856,000","85,856,000","85,856,000","107,808,000","85,856,000","85,856,000","85,856,000","126,368,000","128,688,000"
TotalExpenses,"2,948,400,000","750,800,000","743,600,000","783,100,000","671,200,000","694,700,000","608,600,000","625,000,000","567,000,000","534,800,000","530,200,000","560,900,000","505,100,000","488,000,000","455,000,000","489,200,000","461,300,000","459,600,000","439,200,000","453,900,000","396,300,000","378,600,000","362,100,000","373,300,000","357,900,000","345,100,000","342,800,000","340,500,000","324,400,000","332,400,000","324,500,000","314,600,000","298,200,000","309,600,000","308,700,000","299,600,000","293,600,000","301,000,000","288,900,000","266,600,000","261,379,000","260,385,000","234,918,000","230,015,000","229,599,000","218,145,000","215,771,000","215,609,000","181,054,000","184,144,000","181,740,000","182,050,000","176,021,000","170,975,000","172,020,000","175,581,000","169,374,000","172,653,000","175,758,000","180,739,000","174,219,000","176,068,000","171,382,000","168,697,000","160,375,000","158,454,000","158,732,000","156,777,000","149,300,000","143,171,000","146,511,000","145,624,000","135,819,000","131,318,000","131,752,000","128,319,000","112,785,000","109,880,000","104,670,000","105,494,000","92,756,000","91,061,000","92,388,000","94,728,000","86,177,000","76,099,000","78,055,000","76,088,000","80,640,000","62,523,000","59,032,000","55,617,000","44,545,000","36,228,000","37,053,000","35,990,000","161,894,000","-9,715,000","-10,401,000","-9,444,000","138,591,000","-7,074,000","-8,703,000","-7,067,000","118,158,000","-6,406,000","-7,042,000","-7,157,000","52,578,000","20,847,000","21,659,000","22,072,000","47,468,000","18,776,000","19,778,000","19,965,000","96,455,000","-5,900,000","-5,600,000","19,200,000","19,900,000","18,700,000","19,700,000","10,400,000","13,000,000","10,600,000","9,900,000","10,100,000","10,100,000","9,500,000","8,900,000","9,600,000","10,200,000","9,000,000","9,400,000","8,800,000","8,400,000","8,300,000","7,700,000",,,,,,,,,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"747,000,000","175,900,000","190,400,000","235,500,000","145,200,000","161,100,000","145,200,000","220,300,000","101,700,000","146,400,000","139,300,000","199,700,000","97,300,000","134,000,000","96,800,000","152,400,000","76,500,000","115,600,000","92,600,000","113,900,000","73,500,000","106,100,000","73,900,000","90,800,000","187,500,000","75,900,000","66,100,000","70,100,000","57,700,000","71,400,000","66,200,000","62,100,000","58,100,000","67,500,000","61,000,000","56,900,000","24,600,000","68,200,000","61,800,000","52,400,000","47,225,000","57,749,000","52,007,000","60,131,000","42,637,000","49,504,000","42,471,000","49,433,000","36,494,000","44,173,000","37,035,000","46,293,000","32,146,000","44,293,000","41,185,000","44,128,000","23,653,000","40,961,000","40,668,000","48,012,000","33,373,000","40,593,000","40,398,000","51,760,000","33,004,000","46,216,000","52,012,000","59,727,000","37,623,000","40,270,000","44,431,000","50,026,000","35,717,000","34,783,000","37,033,000","43,018,000","30,256,000","30,086,000","32,153,000","36,348,000","25,801,000","26,051,000","27,935,000","30,536,000","21,381,000","20,178,000","21,401,000","20,162,000","15,478,000","13,068,000","12,256,000","12,174,000","9,287,000","8,436,000","6,877,000","8,439,000","7,160,000","7,083,000","5,650,000","7,235,000","6,085,000","6,009,000","4,802,000","6,158,000","5,079,000","5,103,000","3,981,000","5,224,000","4,333,000","4,338,000","3,382,000","4,445,000","3,856,000","3,832,000","2,859,000","4,252,000","3,285,000","3,500,000","2,000,000","4,500,000","2,600,000","2,500,000","700,000","1,200,000","-1,800,000","1,500,000","500,000","1,100,000","1,000,000","1,400,000","900,000","1,300,000","900,000","1,100,000","900,000","1,300,000","-500,000","1,600,000","800,000","1,200,000","400,000","900,000","900,000","1,900,000","1,200,000","-400,000","400,000","300,000","800,000","1,200,000","1,200,000","1,200,000","800,000","1,100,000"
NormalizedIncome,"748,971,176.291","195,573,503.921","191,447,798.742","229,096,193.066","138,171,781.668","141,442,844.037","142,497,585.513","217,307,245.283","112,028,906.25","163,088,854.962","135,038,003.221","198,531,187.291","88,677,540.107","145,751,419.558","97,024,420.402","143,120,896.249","75,225,000","107,380,908.492","88,626,072.874","114,360,202.02","72,916,087.388","106,100,000","73,460,555.005","90,416,554.054","187,620,000","73,642,524.116","69,282,592.593","72,436,666.667","60,129,473.684","73,295,034.247","67,839,816.514","60,102,631.579","58,832,352.941","67,260,000","60,879,088.206","57,446,531.483","56,764,341.085","68,321,136.767","61,739,292.731","56,022,119.816","47,776,067.476","57,295,260.018","52,258,527.111","60,938,460.132","42,637,000","49,504,000","42,471,000","49,433,000","36,494,000","44,173,000","37,035,000","46,233,224.247","32,146,000","44,293,000","41,185,000","44,128,000","23,653,000","40,961,000","40,668,000","48,012,000","33,373,000","40,593,000","40,398,000","51,760,000","33,004,000","46,216,000","52,012,000","59,727,000","37,623,000","40,270,000","44,431,000","50,026,000","35,717,000","34,783,000","37,033,000","43,018,000","30,256,000","30,086,000","31,626,594.015","36,003,257.345","26,674,308.792","25,368,840.052","27,835,241.106","30,441,901.186","21,023,795.243","20,218,644.269","21,586,727.038","20,251,788.852","16,257,066.476","13,080,400.247","11,712,757.113","12,003,205.331","9,751,918.514","8,337,599.475","6,837,682.118","8,133,480.249","7,160,000","7,083,000","5,650,000","7,235,000","6,085,000","6,009,000","4,802,000","6,158,000","5,079,000","5,103,000","3,981,000","5,224,000","6,369,869.914","3,700,597.019","2,577,981.962","3,849,649.376","5,558,569.469","3,084,292.683","2,070,607.227","3,629,923.936","3,285,000","3,500,000","2,000,000","4,500,000","2,600,000","2,500,000","700,000","960,000","-200,000","1,500,000","500,000","1,100,000","1,000,000","1,400,000","900,000","1,300,000","900,000","1,100,000","900,000","1,300,000","-500,000","1,600,000","800,000","1,200,000","400,000","900,000","900,000","1,900,000","1,200,000","400,000","400,000","300,000","800,000","1,200,000","1,200,000","1,200,000","800,000","1,100,000"
InterestExpense,"189,500,000","47,500,000","49,700,000","46,700,000","45,400,000","41,500,000","36,000,000","18,300,000","16,200,000","16,200,000","16,300,000","16,300,000","16,700,000","13,200,000","13,800,000","15,300,000","15,900,000","16,300,000","16,300,000","15,200,000","11,900,000","9,000,000","10,000,000","9,700,000","9,400,000","9,300,000","9,900,000","9,700,000","9,900,000","9,900,000","9,800,000","9,900,000","9,800,000","9,900,000","9,700,000","9,900,000","10,000,000","7,300,000","7,000,000","4,100,000","4,324,000","4,135,000","3,997,000","3,984,000","4,004,000","4,006,000","4,000,000","4,087,000","3,352,000","3,565,000","3,608,000","3,607,000","3,624,000","3,607,000","3,632,000","3,608,000","3,711,000","3,622,000","3,632,000","3,634,000","3,645,000","3,867,000","3,744,000","3,434,000","3,357,000","3,395,000","3,416,000","3,634,000","3,277,000","3,229,000","3,329,000","3,522,000","3,578,000","3,638,000","3,711,000","3,542,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-189,500,000","-47,500,000","-47,900,000","-46,700,000","-45,400,000","-41,500,000","-36,000,000","-18,300,000","-16,200,000","-16,200,000","-16,300,000","-16,300,000","-16,700,000","-13,200,000","-13,800,000","-15,300,000","-15,900,000","-16,300,000","-16,300,000","-15,200,000","-11,900,000","-9,000,000","-10,000,000","-9,700,000","-9,400,000","-9,300,000","-9,900,000","-9,700,000","-9,900,000","-9,900,000","-9,800,000","-9,900,000","-9,800,000","-9,900,000","-9,700,000","-9,900,000","-10,000,000","-7,300,000","-7,000,000","-4,100,000","-4,324,000","-4,135,000","-3,997,000","-3,984,000","-4,004,000","-4,006,000","-4,000,000","-4,087,000","-3,352,000","-3,565,000","-3,608,000","-3,607,000","-3,624,000","-3,607,000","-3,632,000","-3,608,000","-3,711,000","-3,622,000","-3,632,000","-3,634,000","-3,645,000","-3,867,000","-3,744,000","-3,434,000","-3,357,000","-3,395,000","-3,416,000","-3,634,000","-3,277,000","-3,229,000","-3,329,000","-3,522,000","-3,578,000","-3,638,000","-3,711,000","-3,542,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"1,174,800,000","289,800,000","303,700,000","340,900,000","239,600,000","259,500,000","234,800,000","283,300,000","157,000,000","212,700,000","202,600,000","255,500,000","147,600,000","171,700,000","143,200,000","220,600,000","117,900,000","168,200,000","139,800,000","163,700,000","112,600,000","151,500,000","110,900,000","128,100,000","115,700,000","133,700,000","117,900,000","120,700,000","104,900,000","126,700,000","118,800,000","112,500,000","105,000,000","122,800,000","110,600,000","103,600,000","48,700,000","119,900,000","108,800,000","90,900,000","80,766,000","99,590,000","90,218,000","103,475,000","73,231,000","85,655,000","75,145,000","86,877,000","63,043,000","76,257,000","65,076,000","80,277,000","55,591,000","76,641,000","71,645,000","76,692,000","44,788,000","71,113,000","70,611,000","82,841,000","57,871,000","70,961,000","70,338,000","88,018,000","56,851,000","78,830,000","87,912,000","101,736,000","65,350,000","68,794,000","74,296,000","84,958,000","61,038,000","59,327,000","64,179,000","74,055,000","50,261,000","50,501,000","53,272,000","60,071,000","42,145,000","42,484,000","45,470,000","50,008,000","32,970,000","34,558,000","36,848,000","34,947,000","29,055,000","22,711,000","21,329,000","21,598,000","14,869,000","13,827,000","11,508,000","14,092,000","-116,585,000","53,110,000","52,504,000","53,320,000","-99,221,000","45,892,000","47,677,000","43,696,000","-87,241,000","38,472,000","39,268,000","41,139,000","-22,673,000","8,579,000","6,964,000","8,654,000","-20,442,000","7,574,000","5,868,000","7,378,000","-72,348,000","30,700,000","28,400,000","8,700,000","5,100,000","5,700,000","2,700,000","2,600,000","1,100,000","3,200,000","1,800,000","2,700,000","2,600,000","2,900,000","2,100,000","2,900,000","2,000,000","2,600,000","2,100,000","2,600,000","2,800,000","2,900,000","1,600,000","9,900,000","-20,200,000","8,800,000","8,300,000","10,100,000","-19,400,000","7,900,000","7,700,000","8,400,000","-16,700,000","8,600,000","8,000,000","8,200,000","-15,700,000","8,500,000"
EBITDA,"1,378,300,000","341,300,000","355,100,000","392,200,000","288,900,000","314,300,000","277,400,000","322,500,000","195,900,000","251,400,000","240,900,000","292,500,000","183,400,000","205,500,000","176,100,000","253,000,000","150,700,000","200,300,000","171,400,000","195,900,000","142,500,000","178,400,000","137,300,000","154,200,000","142,200,000","160,500,000","145,000,000","148,400,000","131,700,000","153,700,000","145,800,000","139,400,000","132,300,000","150,200,000","137,400,000","130,400,000","76,700,000","147,300,000","134,700,000","113,400,000","103,147,000","121,914,000","110,602,000","123,803,000","93,344,000","105,569,000","94,810,000","106,131,000","80,124,000","93,044,000","81,711,000","96,921,000","72,102,000","92,626,000","87,424,000","92,498,000","60,558,000","86,904,000","86,429,000","98,559,000","73,070,000","86,633,000","85,022,000","102,380,000","70,760,000","92,374,000","101,116,000","114,278,000","77,788,000","80,805,000","86,059,000","96,553,000","72,568,000","70,317,000","75,063,000","83,957,000","58,579,000","58,516,000","61,024,000","67,042,000","48,793,000","48,810,000","51,905,000","56,272,000","38,744,000","39,852,000","42,083,000","39,931,000","35,242,000","28,472,000","27,026,000","26,349,000","18,226,000","17,129,000","14,789,000","17,308,000","-113,379,000","56,057,000","55,384,000","56,096,000","-96,800,000","48,473,000","50,057,000","45,695,000","-85,489,000","40,313,000","41,823,000","43,042,000","-9,536,000","8,579,000","6,964,000","8,654,000","-10,689,000","7,574,000","5,868,000","7,378,000","-70,444,000","31,800,000","33,300,000","10,300,000","6,800,000","7,400,000","4,500,000","3,700,000","2,400,000","4,400,000","2,900,000","3,700,000","3,500,000","3,800,000","3,000,000","3,800,000","3,000,000","3,500,000","3,000,000","3,300,000","3,600,000","3,600,000","2,100,000","9,900,000","-20,200,000","8,800,000","8,300,000","10,100,000","-19,400,000","7,900,000","7,700,000","8,400,000","-16,700,000","8,600,000","8,000,000","8,200,000","-15,700,000","8,500,000"
ReconciledCostOfRevenue,"2,108,500,000","531,600,000","530,200,000","571,100,000","475,600,000","470,400,000","412,000,000","459,000,000","416,800,000","395,000,000","395,600,000","429,500,000","377,400,000","362,900,000","346,500,000","349,600,000","334,600,000","331,100,000","309,600,000","332,900,000","278,000,000","268,000,000","252,000,000","270,900,000","258,200,000","246,200,000","244,400,000","245,900,000","232,200,000","237,700,000","231,100,000","224,100,000","213,300,000","211,300,000","211,500,000","205,300,000","208,100,000","203,100,000","196,400,000","184,100,000","179,460,000","180,528,000","163,514,000","159,498,000","0","0","0","0","0","0","0","0",,"0","0","0",,"0","0","0",,"0",,"0",,"0","0","0",,"0","0","0","374,943,000","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,785,000","5,592,000","6,541,000","6,604,000","5,974,000","5,285,000","6,077,000","6,064,000",,,,"7,700,000","7,700,000","8,000,000","9,700,000","7,900,000","6,200,000","4,800,000","4,500,000","4,500,000","4,800,000","4,600,000","4,100,000","4,500,000","5,000,000","4,100,000","4,300,000","3,900,000","4,100,000","3,800,000","2,300,000",,,,,,,,,,,,,,,
ReconciledDepreciation,"203,500,000","51,500,000","51,400,000","51,300,000","49,300,000","54,700,000","42,600,000","39,200,000","38,900,000","38,700,000","38,300,000","37,000,000","35,800,000","33,700,000","32,900,000","32,400,000","32,800,000","32,100,000","31,600,000","32,200,000","29,900,000","26,900,000","26,400,000","26,100,000","26,500,000","26,800,000","27,100,000","27,700,000","26,800,000","27,000,000","27,000,000","26,900,000","27,300,000","27,400,000","26,800,000","26,800,000","28,000,000","27,400,000","25,900,000","22,500,000","22,381,000","22,324,000","20,384,000","20,328,000","20,113,000","19,914,000","19,665,000","19,254,000","17,081,000","16,787,000","16,635,000","16,644,000","16,511,000","15,985,000","15,779,000","15,806,000","15,770,000","15,791,000","15,818,000","15,718,000","15,199,000","15,672,000","14,684,000","14,362,000","13,909,000","13,544,000","13,204,000","12,542,000","12,438,000","12,011,000","11,763,000","11,595,000","11,530,000","10,990,000","10,884,000","9,902,000","8,318,000","8,015,000","7,752,000","6,971,000","6,648,000","6,326,000","6,435,000","6,264,000","5,774,000","5,294,000","5,235,000","4,984,000","6,187,000","5,761,000","5,697,000","4,751,000","3,357,000","3,302,000","3,281,000","3,216,000","3,206,000","2,947,000","2,880,000","2,776,000","2,421,000","2,581,000","2,380,000","1,999,000","1,752,000","1,841,000","2,555,000","1,903,000","13,137,000","-1,918,000","-1,907,000","-1,841,000","9,753,000","0","-1,656,000","-1,610,000","1,904,000","1,100,000","4,900,000","-1,600,000","-1,700,000","-1,600,000","-2,500,000","-1,100,000","-1,300,000","-1,100,000","-1,100,000","-1,000,000","-900,000","-1,000,000","-900,000","-900,000","-1,000,000","-900,000","-900,000","-700,000","-800,000","-600,000","500,000",,,,,,,,,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"747,000,000","175,900,000","190,400,000","235,500,000","145,200,000","161,100,000","145,200,000","220,300,000","101,700,000","146,400,000","139,300,000","199,700,000","97,300,000","134,000,000","96,800,000","152,400,000","76,500,000","115,600,000","92,600,000","113,900,000","73,500,000","106,100,000","73,900,000","90,800,000","187,500,000","75,900,000","66,100,000","70,100,000","57,700,000","71,400,000","66,200,000","62,100,000","58,100,000","67,500,000","61,000,000","56,900,000","24,600,000","68,200,000","61,800,000","52,400,000","47,225,000","57,749,000","52,007,000","60,131,000","42,637,000","49,504,000","42,471,000","49,433,000","36,494,000","44,173,000","37,035,000","46,293,000","32,146,000","44,293,000","41,185,000","44,128,000","23,653,000","40,961,000","40,668,000","48,012,000","33,373,000","40,593,000","40,398,000","51,760,000","33,004,000","46,216,000","52,012,000","59,727,000","37,623,000","40,270,000","44,431,000","50,026,000","35,717,000","34,783,000","37,033,000","43,018,000","30,256,000","30,086,000","32,153,000","36,348,000","25,801,000","26,051,000","27,935,000","30,536,000","21,381,000","20,178,000","21,401,000","20,162,000","15,478,000","13,068,000","12,256,000","12,174,000","9,287,000","8,436,000","6,877,000","8,439,000","7,160,000","7,083,000","5,650,000","7,235,000","6,085,000","6,009,000","4,802,000","6,158,000","5,079,000","5,103,000","3,981,000","5,224,000","4,333,000","4,338,000","3,382,000","4,445,000","3,856,000","3,832,000","2,859,000","4,252,000","3,285,000","3,500,000","2,000,000","4,500,000","2,600,000","2,500,000","700,000","1,200,000","-200,000","1,500,000","500,000","1,100,000","1,000,000","1,400,000","900,000","1,300,000","900,000","1,100,000","900,000","1,300,000","-500,000","1,600,000","800,000","1,200,000","400,000","900,000","900,000","1,900,000","1,200,000","400,000","400,000","300,000","800,000","1,200,000","1,200,000","1,200,000","800,000","1,100,000"
TotalUnusualItemsExcludingGoodwill,"-2,600,000","-27,100,000","-1,400,000","8,000,000","9,400,000","26,600,000","3,700,000","3,600,000","-14,300,000","-22,400,000","5,700,000","1,400,000","11,600,000","-13,900,000","-300,000","12,500,000","1,700,000","10,800,000","5,300,000","-600,000","800,000","0","600,000","500,000","-200,000","3,700,000","-5,200,000","-3,700,000","-4,000,000","-3,100,000","-2,700,000","3,300,000","-1,200,000","400,000","200,000","-900,000","-50,600,000","-200,000","100,000","-6,000,000","-892,000","750,000","-417,000","-1,336,000","-755,000","-858,000",,,,,,"99,000",,,,,,,,,,,,,,,,,,,,,,,,,"0","0","860,000","563,000","-1,399,000","1,090,000","159,000","151,000","514,000","-66,000","-302,000","-146,000","-1,266,000","-20,000","888,000","280,000","-736,000","160,000","65,000","505,000",,,,,,,,,,,,,"-3,339,000","1,045,000","1,318,000","976,000","-2,768,000","1,216,000","1,282,000","904,000",,,,,,,,"400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalUnusualItems,"-2,600,000","-27,100,000","-1,400,000","8,000,000","9,400,000","26,600,000","3,700,000","3,600,000","-14,300,000","-22,400,000","5,700,000","1,400,000","11,600,000","-13,900,000","-300,000","12,500,000","1,700,000","10,800,000","5,300,000","-600,000","800,000","0","600,000","500,000","-200,000","3,700,000","-5,200,000","-3,700,000","-4,000,000","-3,100,000","-2,700,000","3,300,000","-1,200,000","400,000","200,000","-900,000","-50,600,000","-200,000","100,000","-6,000,000","-892,000","750,000","-417,000","-1,336,000","-755,000","-858,000",,,,,,"99,000",,,,,,,,,,,,,,,,,,,,,,,,,"0","0","860,000","563,000","-1,399,000","1,090,000","159,000","151,000","514,000","-66,000","-302,000","-146,000","-1,266,000","-20,000","888,000","280,000","-736,000","160,000","65,000","505,000",,,,,,,,,,,,,"-3,339,000","1,045,000","1,318,000","976,000","-2,768,000","1,216,000","1,282,000","904,000",,,,,,,,"400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NormalizedEBITDA,"1,380,900,000","368,400,000","356,500,000","384,200,000","279,500,000","287,700,000","273,700,000","318,900,000","210,200,000","273,800,000","235,200,000","291,100,000","171,800,000","219,400,000","176,400,000","240,500,000","149,000,000","189,500,000","166,100,000","196,500,000","141,700,000","178,400,000","136,700,000","153,700,000","142,400,000","156,800,000","150,200,000","152,100,000","135,700,000","156,800,000","148,500,000","136,100,000","133,500,000","149,800,000","137,200,000","131,300,000","127,300,000","147,500,000","134,600,000","119,400,000","104,039,000","121,164,000","111,019,000","125,139,000","93,344,000","105,569,000","94,810,000","106,131,000","80,124,000","93,044,000","81,711,000","96,822,000","72,102,000","92,626,000","87,424,000","92,498,000","60,558,000","86,904,000","86,429,000","98,559,000","73,070,000","86,633,000","85,022,000","102,380,000","70,760,000","92,374,000","101,116,000","114,278,000","77,788,000","80,805,000","86,059,000","96,553,000","72,568,000","70,317,000","75,063,000","83,957,000","58,579,000","58,516,000","60,164,000","66,479,000","50,192,000","47,720,000","51,746,000","56,121,000","38,230,000","39,918,000","42,385,000","40,077,000","36,508,000","28,492,000","26,138,000","26,069,000","18,962,000","16,969,000","14,724,000","16,803,000","-113,379,000","56,057,000","55,384,000","56,096,000","-96,800,000","48,473,000","50,057,000","45,695,000","-85,489,000","40,313,000","41,823,000","43,042,000","-6,197,000","7,534,000","5,646,000","7,678,000","-7,921,000","6,358,000","4,586,000","6,474,000","-70,444,000","31,800,000","33,300,000","10,300,000","6,800,000","7,400,000","4,500,000","3,300,000","2,400,000","4,400,000","2,900,000","3,700,000","3,500,000","3,800,000","3,000,000","3,800,000","3,000,000","3,500,000","3,000,000","3,300,000","3,600,000","3,600,000","2,100,000","9,900,000","-20,200,000","8,800,000","8,300,000","10,100,000","-19,400,000","7,900,000","7,700,000","8,400,000","-16,700,000","8,600,000","8,000,000","8,200,000","-15,700,000","8,500,000"
TaxRateForCalcs,"0.242","0.274","0.252","0.2","0.252","0.261","0.27","0.169","0.278","0.255","0.252","0.165","0.257","0.155","0.252","0.258","0.25","0.239","0.25","0.233","0.27","0.255","0.268","0.233","0.4","0.39","0.388","0.368","0.393","0.389","0.393","0.395","0.39","0.4","0.395","0.393","0.364","0.394","0.393","0.396","0.382","0.395","0.397","0.396","0.384","0.394","0.4","0.4","0.389","0.392","0.397","0.396","0.381","0.394","0.394","0.396","0.35","0.393","0.393","0.394","0.385","0.395","0.393","0.388","0.383","0.387","0.384","0.391","0.394","0.386","0.374","0.386","0.378","0.375","0.388","0.39","0.354","0.377","0.388","0.388","0.376","0.374","0.373","0.377","0.305","0.384","0.385","0.385","0.385","0.38","0.388","0.39","0.368","0.385","0.395","0.395","0.367","0.385","0.395","0.395","0.366","0.385","0.395","0.395","0.38","0.38","0.395","0.395","0.39","0.39","0.39","0.39","0.385","0.385","0.385","0.312","0.337","0.271","0.394","0.392","0.316","0.39","0.364","0.4","0.4","0.375","0.4","0.389","0.375","0.333","0.357","0.381","0.357","0.389","0.357","0.381","0.4","0.385","0.385","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"-628,823.709","-7,426,496.079","-352,201.258","1,596,193.066","2,371,781.668","6,942,844.037","997,585.513","607,245.283","-3,971,093.75","-5,711,145.038","1,438,003.221","231,187.291","2,977,540.107","-2,148,580.442","-75,579.598","3,220,896.249","425,000","2,580,908.492","1,326,072.874","-139,797.98","216,087.388","0","160,555.005","116,554.054","-80,000","1,442,524.116","-2,017,407.407","-1,363,333.333","-1,570,526.316","-1,204,965.753","-1,060,183.486","1,302,631.579","-467,647.059","160,000","79,088.206","-353,468.517","-18,435,658.915","-78,863.233","39,292.731","-2,377,880.184","-340,932.524","296,260.018","-165,472.889","-528,539.868","0","0","0","0","0","0","0","39,224.247","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","333,594.015","218,257.345","-525,691.208","407,840.052","59,241.106","56,901.186","156,795.243","-25,355.731","-116,272.962","-56,211.148","-486,933.524","-7,599.753","344,757.113","109,205.331","-271,081.486","61,599.475","25,682.118","199,480.249","0","0","0","0","0","0","0","0","0","0","0","0","-1,302,130.086","407,597.019","513,981.962","380,649.376","-1,065,430.531","468,292.683","493,607.227","281,923.936","0","0","0","0","0","0","0","160,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
