name,ttm,09/29/2023,08/31/2023,07/31/2023,06/30/2023,05/31/2023,04/28/2023,03/31/2023,02/28/2023,01/31/2023,12/30/2022,11/30/2022,10/31/2022,09/30/2022,08/31/2022,07/29/2022,06/30/2022,05/31/2022,04/29/2022,03/31/2022,02/28/2022,01/31/2022,12/31/2021,11/30/2021,10/29/2021,09/30/2021,08/31/2021,07/30/2021,06/30/2021,05/31/2021,04/30/2021,03/31/2021,02/26/2021,02/18/2021,02/11/2021,02/04/2021,01/29/2021,01/08/2021,12/31/2020,12/24/2020,12/11/2020,12/03/2020,11/30/2020,11/19/2020,10/30/2020,10/28/2020,10/15/2020,09/30/2020,09/24/2020,08/31/2020,08/27/2020,07/31/2020,07/24/2020,06/30/2020,05/29/2020,04/30/2020,03/31/2020,02/28/2020,01/31/2020,12/31/2019,11/29/2019,10/31/2019,09/30/2019,08/30/2019,07/31/2019,06/28/2019,05/31/2019,04/30/2019,03/29/2019,02/28/2019,01/31/2019,12/31/2018,11/30/2018,10/31/2018,09/28/2018,08/31/2018,07/31/2018,06/29/2018,05/31/2018,04/30/2018,03/30/2018,02/28/2018,01/31/2018,12/29/2017,11/30/2017,10/31/2017,09/29/2017,08/31/2017,07/31/2017,06/30/2017,05/31/2017,04/28/2017,03/31/2017,02/28/2017,01/31/2017,12/30/2016,11/30/2016,10/31/2016,09/30/2016,08/31/2016,07/29/2016,06/30/2016,05/31/2016,04/29/2016,03/31/2016,02/29/2016,01/29/2016,12/31/2015,11/30/2015,10/30/2015,09/30/2015,08/31/2015,07/31/2015,06/30/2015,05/29/2015,04/30/2015,03/31/2015,02/27/2015,01/30/2015,12/31/2014,11/28/2014,10/31/2014,09/30/2014
MarketCap,"10,993,509,926","12,657,490,188","13,285,641,753","15,236,217,666","12,379,726,354","12,477,217,909","14,974,597,445","14,698,541,357","20,224,730,977","20,971,491,847","19,389,369,331","20,871,767,139","20,142,880,509","17,037,192,727","18,180,199,948","18,819,579,935","17,689,757,743","20,501,556,845","19,520,573,700","19,176,039,880","22,128,723,741","21,727,627,328","19,945,982,558","20,146,453,957","20,193,335,910","20,022,856,080","18,658,181,007","17,963,665,477","19,544,433,769","21,253,914,934","19,712,047,758","18,804,816,519","18,466,622,841","17,472,882,087","17,075,576,945","17,054,216,453","15,567,526,241","16,895,011,203","15,277,023,556","14,998,806,710","15,105,574,981","14,772,457,975","13,948,206,923","14,012,267,886","11,637,741,539","11,052,651,413","11,908,520,478","10,796,407,563","10,171,327,706","11,042,058,236","11,101,814,252","10,589,619,823","10,918,173,114","10,773,052,752","10,281,519,273","9,551,272,473","8,024,092,685","13,545,396,262","16,146,753,974","17,589,047,180","16,719,290,470","15,284,717,965","15,701,221,379","15,084,699,117","17,061,496,556","16,207,453,096","14,933,224,600","16,692,425,372","14,962,675,195","17,006,806,821","15,806,990,817","13,854,417,364","17,013,282,283","17,708,405,007","18,357,254,229","19,589,955,511","19,255,715,617","18,855,863,611","19,801,080,425","20,228,509,411","20,474,360,163","21,193,769,294","22,528,312,660","20,653,799,097","20,024,050,102","18,986,195,882","18,960,414,519","16,587,233,509","17,746,300,253","18,049,828,763","17,273,226,818","18,704,319,364","17,603,765,569","19,025,361,961","18,517,407,684","18,238,207,902","17,153,026,854","13,648,027,407","12,803,445,604","12,867,293,747","11,814,690,814","10,571,317,620","12,457,483,239","12,086,135,661","11,081,161,580","10,149,817,548","11,215,206,595","13,822,412,269","14,050,964,495","12,821,567,193","12,589,407,128","13,093,395,691","14,003,493,122","14,669,558,771","14,413,680,786","14,262,135,652","13,210,953,293","13,560,183,721","13,046,640,004","13,570,689,142","13,440,604,866","13,227,160,412","13,115,160,748"
PeRatio,"5.837",,"6.336","7.266","6.254","6.182",,"7.407","10.185","10.566",,"10.569","10.2","8.743","9.333",,"7.561","8.767",,"8.785","10.159","9.975","9.488","9.492",,"10.487","9.775",,"12.885","14.017","13","19.887",,,,,,,"16.181",,,,"14.778",,,,,"10.112",,"10.348",,"9.924",,"8.644",,"7.668","4.937",,"9.862","10.743",,"9.302","9.483",,"9.989",,"8.902","9.891",,"10.494","9.636","7.623","9.323","9.577",,"11.246","10.869",,"11.944","12.132",,"13.382","14.123",,"16.545","15.451",,"14.158","14.991","16.442","15.714",,"17.538","18.97","18.36",,"18.212","14.315","14.708","14.744",,"12.646","14.905",,"13.516","12.406",,"17.178","17.467",,"16.327","16.984","17.839","16.467",,"15.604","15.228",,,"16.978",,"16.131","16.934"
ForwardPeRatio,"6.329",,"6.964","7.987","6.053","5.794",,"6.188","8.354","8.666",,"7.893","7.616","6.623","8.117",,"7.937","9.2",,"10.684","12.346","11.806","11.111","11.111",,"10.438","10.267",,"10.823","11.682","10.834","12.092",,,,,,,"11.919",,,,"10.881",,,,,"9.931",,"14.368",,"21.598",,"19.121",,"13.986","4.866",,"9.461","10.215",,"8.787","8.741",,"9.862",,"8.467","9.416",,"9.634","8.826","7.71","9.497","9.756",,"11.933","11.534",,"12.034","12.225",,"13.038","13.755",,"14.347","13.405",,"13.495","14.368","15.06","14.389",,"15.152","16.393","15.873",,"15.949","12.255","12.005","13.441",,"11.013","10.929",,"9.443","8.673",,"13.812","13.967",,"12.136","12.642","13.263","13.459",,"12.788","11.669",,,"15.06",,"13.889",
PegRatio,,,,"1.737","1.316",,,,,,,"0.285","0.275","0.239","0.325",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.347",,"1.593","1.826","1.508","1.491",,"1.802","2.478","2.581",,"2.589","2.498","2.168","2.315",,"2.295","2.661",,"2.915","3.371","3.31","3.048","3.049",,"2.971","2.769",,"2.841","3.091","2.866","2.738",,,,,,,"2.251",,,,"2.055",,,,,"1.645",,"1.684",,"1.615",,"1.704",,"1.512","1.309",,"2.661","2.899",,"2.507","2.597",,"2.732",,"2.472","2.744",,"2.898","2.659","2.403","2.939","3.019",,"3.439","3.324",,"3.518","3.573",,"3.838","4.051",,"3.705","3.46",,"3.081","3.262","3.428","3.277",,"3.446","3.727","3.606",,"3.46","2.716","2.657","2.663",,"2.191","2.583",,"2.343","2.151",,"2.902","2.951",,"2.714","2.823","2.965","3.176",,"3.029","2.808",,,"2.808",,"2.668","2.65"
PbRatio,"0.527",,"0.616","0.706","0.558","0.562",,"0.678","0.933","0.967",,"0.988","0.953","0.764","0.815",,"0.882","1.022",,"0.896","1.034","1.015","0.932","0.941",,"0.945","0.881",,"0.945","1.027","0.953","0.908",,,,,,,"0.745",,,,"0.68",,,,,"0.528",,"0.54",,"0.518",,"0.529",,"0.469","0.389",,"0.779","0.849",,"0.738","0.752",,"0.817",,"0.732","0.818",,"0.851","0.791","0.702","0.862","0.897",,"0.983","0.966",,"0.999","1.021",,"1.058","1.125",,"1.008","0.956",,"0.837","0.896","0.921","0.881",,"0.903","0.976","0.95",,"0.86","0.685","0.641","0.644",,"0.536","0.632",,"0.571","0.523",,"0.714","0.726",,"0.651","0.677","0.724","0.75",,"0.729","0.686",,,"0.7",,"0.682","0.669"
