name,06/30/2023,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,09/30/1995
	MinorityInterest,"2,000,000","11,000,000","10,829,000","8,908,000","8,459,000","9,763,000","9,233,000","10,237,000","976,407,000","934,534,000","881,555,000","815,755,000","735,075,000","548,161,000","818,181,000","903,713,000","1,061,822,000","1,044,464,000","997,852,000","1,082,953,000","1,067,258,000","1,060,125,000","1,049,333,000","1,066,727,000","1,083,192,000","1,073,830,000","1,057,407,000","1,040,267,000","993,955,000","960,189,000","944,013,000","979,251,000","999,876,000","1,009,198,000","988,593,000","1,001,439,000","1,011,666,000","1,011,440,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalCapitalization,"17,367,000,000","16,714,000,000","15,635,483,000","14,520,263,000","15,142,462,000","15,644,231,000","16,270,290,000","16,111,675,000","16,847,800,000","15,957,889,000","15,966,999,000","15,312,808,000","14,852,558,000","13,239,113,000","13,368,997,000","13,029,482,000","12,491,217,000","11,848,290,000","11,173,355,000","11,088,512,000","10,896,966,000","10,883,415,000","10,929,486,000","10,643,870,000","10,631,457,000","10,338,254,000","9,985,976,000","8,143,759,000","7,495,314,000","7,204,936,000","6,996,187,000","6,954,079,000","6,928,737,000","7,088,702,000","6,930,053,000","6,881,046,000","7,029,399,000","6,693,423,000","6,447,496,000","5,743,285,000","5,534,318,000","5,635,530,000","5,468,878,000","5,834,017,000","5,556,134,000","5,379,007,000","5,338,972,000","5,088,508,000","5,059,710,000","4,947,757,000","5,238,773,000","5,349,707,000","5,034,216,000","5,025,503,000","4,840,914,000","4,980,665,000","4,329,968,000","3,930,396,000","3,732,965,000","3,516,710,000","4,186,233,000","4,304,544,000","4,335,811,000","4,174,795,000","4,004,067,000","4,083,348,000","3,890,619,000","3,646,249,000","3,315,780,000","3,049,554,000","2,780,527,000","2,651,531,000","2,803,392,000","2,588,864,000","2,541,906,000","2,428,454,000","2,337,504,000","2,010,197,000","1,910,729,000","1,636,239,000","1,566,342,000","1,480,598,000","1,411,244,000","1,370,908,000","1,246,047,000","1,020,157,000","1,020,369,000","276,358,000","271,652,000","272,481,000","275,318,000","268,426,000","254,905,000","249,253,000","346,514,000","361,400,000","371,600,000","362,700,000","398,002,000","395,100,000","415,500,000","418,100,000","401,031,000","396,200,000","379,200,000","357,500,000","352,213,000","348,300,000","341,100,000","340,700,000","335,000,000"
PreferredStockEquity,"830,000,000","830,000,000","830,000,000","830,000,000","830,000,000","830,000,000","830,000,000","830,000,000","1,280,000,000","780,000,000","780,000,000","780,000,000","780,000,000","780,000,000","780,000,000","780,000,000","780,000,000","780,000,000","780,000,000","780,000,000","780,000,000","780,000,000","1,362,182,000","1,262,182,000","1,262,182,000","1,873,859,000","1,873,859,000","775,000,000","325,000,000","325,000,000","325,000,000","325,000,000","325,000,000","325,000,000","325,000,000","325,000,000","325,000,000","325,000,000","325,000,000","325,000,000","325,000,000","325,000,000","325,000,000","325,000,000","325,000,000","325,000,000","325,000,000","325,000,000","325,000,000","325,000,000","325,000,000","325,000,000","325,000,000","130,000","130,000","130,000","130,000","130,000","130,000","130,000","130,000","130,000","130,000","130,000","130,000","130,000","130,000","130,000","130,000","80,000",,"373,000","373,000","373,000","373,000","373,000","384,000","384,000","388,000","388,000","388,000","388,000","388,000","366,000","366,000","357,000","357,000",,,,,,,,,,,,,,,,,,,,,,,,
CommonStockEquity,"13,811,000,000","13,158,000,000","12,080,073,000","10,965,110,000","11,587,566,000","12,089,589,000","12,715,896,000","12,557,526,000","12,706,072,000","12,316,472,000","12,325,886,000","11,671,997,000","11,211,825,000","10,587,244,000","10,717,371,000","10,378,096,000","9,977,352,000","9,334,596,000","8,659,827,000","8,575,148,000","8,383,755,000","8,370,372,000","7,834,420,000","7,648,962,000","7,636,705,000","6,731,985,000","6,379,859,000","6,577,322,000","6,378,922,000","6,088,587,000","5,879,881,000","5,837,815,000","5,812,515,000","5,963,702,000","5,805,053,000","5,756,046,000","5,904,399,000","5,568,423,000","5,322,496,000","5,118,285,000","4,909,318,000","5,010,530,000","4,843,878,000","5,023,794,000","4,695,316,000","4,514,456,000","4,303,486,000","4,149,371,000","4,116,269,000","4,000,535,000","4,188,003,000","4,392,910,000","4,073,003,000","4,378,627,000","4,323,219,000","4,460,692,000","4,029,838,000","3,630,266,000","3,432,835,000","3,516,580,000","3,886,103,000","4,004,414,000","4,035,681,000","3,874,665,000","3,703,937,000","3,783,218,000","3,590,489,000","3,346,119,000","3,015,650,000","2,749,474,000","2,480,527,000","2,351,158,000","2,503,019,000","2,288,491,000","2,241,533,000","2,128,081,000","2,037,120,000","2,009,813,000","1,710,341,000","1,635,851,000","1,565,954,000","1,480,210,000","1,410,856,000","1,370,542,000","1,245,681,000","1,019,800,000","1,020,012,000","276,358,000","271,652,000","272,481,000","275,318,000","268,426,000","254,905,000","249,253,000","346,514,000","361,400,000","371,600,000","362,700,000","398,002,000","395,100,000","415,500,000","418,100,000","401,031,000","396,200,000","379,200,000","357,500,000","352,213,000","348,300,000","341,100,000","340,700,000","335,000,000"
NetTangibleAssets,"13,866,000,000","13,203,000,000","12,105,784,000","10,988,455,000","11,549,552,000","11,993,162,000","12,600,913,000","12,424,204,000","13,318,919,000","12,416,963,000","12,413,023,000","11,738,220,000","11,303,335,000","10,661,794,000","10,759,288,000","10,533,596,000","10,116,342,000","9,455,381,000","8,804,907,000","8,788,486,000","8,570,747,000","8,524,368,000","8,543,991,000","8,226,739,000","8,185,912,000","7,855,529,000","7,472,165,000","7,261,381,000","6,615,595,000","6,320,917,000","6,107,350,000","6,059,195,000","6,034,997,000","6,181,957,000","6,020,514,000","5,969,518,000","6,110,678,000","5,772,548,000","5,647,496,000","5,443,285,000","5,234,318,000","5,335,530,000","5,168,878,000","5,348,794,000","5,020,316,000","4,839,456,000","4,628,486,000","4,474,371,000","4,441,269,000","4,325,535,000","4,513,003,000","4,717,910,000","4,398,003,000","4,378,757,000","4,323,349,000","4,460,822,000","4,029,968,000","3,630,396,000","3,432,965,000","3,516,710,000","3,886,233,000","4,004,544,000","4,035,811,000","3,874,795,000","3,704,067,000","3,783,348,000","3,590,619,000","3,346,249,000","3,015,780,000","2,749,554,000","2,480,527,000","2,351,531,000","2,486,726,000","2,272,198,000","2,225,240,000","2,097,031,000","2,006,081,000","1,974,315,000","1,674,847,000","1,600,357,000","1,530,460,000","1,451,731,000","1,382,377,000","1,342,350,000","1,217,224,000","991,617,000","994,033,000","249,771,000","245,026,000","252,100,000","269,207,000","268,426,000","254,905,000","249,253,000","346,514,000","361,400,000","371,600,000","362,700,000","398,002,000","395,100,000","415,500,000","418,100,000","401,031,000","396,200,000","379,200,000","357,500,000","352,213,000","348,300,000","341,100,000","340,700,000","335,000,000"
InvestedCapital,"16,537,000,000","15,884,000,000","14,805,483,000","13,690,263,000","14,312,462,000","14,814,231,000","15,440,290,000","15,281,675,000","15,723,487,000","15,333,577,000","15,342,686,000","14,743,495,000","14,408,145,000","12,959,700,000","13,073,284,000","12,740,202,000","12,202,223,000","11,556,902,000","10,849,037,000","10,863,268,000","10,689,255,000","10,858,709,000","10,383,436,000","10,207,930,000","10,055,727,000","9,199,356,000","8,868,767,000","7,766,859,000","7,568,144,000","7,337,367,000","7,201,621,000","6,968,156,000","6,703,737,000","6,863,702,000","6,705,053,000","6,656,046,000","6,804,399,000","6,468,423,000","6,222,496,000","5,518,285,000","5,309,318,000","5,410,530,000","5,243,878,000","5,609,017,000","5,331,134,000","5,154,007,000","5,013,972,000","4,863,508,000","4,834,710,000","4,722,757,000","4,913,773,000","5,149,707,000","4,834,216,000","5,125,373,000","4,940,784,000","5,080,535,000","4,429,838,000","4,030,266,000","3,832,835,000","3,516,580,000","4,286,103,000","4,304,414,000","4,335,681,000","4,174,665,000","4,003,937,000","4,083,218,000","3,890,489,000","3,646,119,000","3,315,650,000","3,049,474,000","2,780,527,000","2,651,158,000","2,803,019,000","2,588,491,000","2,541,533,000","2,428,081,000","2,337,120,000","2,209,813,000","1,910,341,000","1,835,851,000","1,565,954,000","1,480,210,000","1,410,856,000","1,370,542,000","1,245,681,000","1,019,800,000","1,020,012,000","276,358,000","271,652,000","272,481,000","275,318,000","268,426,000","254,905,000","249,253,000","346,514,000","361,400,000","371,600,000","362,700,000","398,002,000","395,100,000","415,500,000","418,100,000","401,031,000","396,200,000","379,200,000","357,500,000","352,213,000","348,300,000","341,100,000","340,700,000","335,000,000"
TangibleBookValue,"13,036,000,000","12,373,000,000","11,275,784,000","10,158,455,000","10,719,552,000","11,163,162,000","11,770,913,000","11,594,204,000","12,038,919,000","11,636,963,000","11,633,023,000","10,958,220,000","10,523,335,000","9,881,794,000","9,979,288,000","9,753,596,000","9,336,342,000","8,675,381,000","8,024,907,000","8,008,486,000","7,790,747,000","7,744,368,000","7,181,809,000","6,964,557,000","6,923,730,000","5,981,670,000","5,598,306,000","6,486,381,000","6,290,595,000","5,995,917,000","5,782,350,000","5,734,195,000","5,709,997,000","5,856,957,000","5,695,514,000","5,644,518,000","5,785,678,000","5,447,548,000","5,322,496,000","5,118,285,000","4,909,318,000","5,010,530,000","4,843,878,000","5,023,794,000","4,695,316,000","4,514,456,000","4,303,486,000","4,149,371,000","4,116,269,000","4,000,535,000","4,188,003,000","4,392,910,000","4,073,003,000","4,378,627,000","4,323,219,000","4,460,692,000","4,029,838,000","3,630,266,000","3,432,835,000","3,516,580,000","3,886,103,000","4,004,414,000","4,035,681,000","3,874,665,000","3,703,937,000","3,783,218,000","3,590,489,000","3,346,119,000","3,015,650,000","2,749,474,000","2,480,527,000","2,351,158,000","2,486,353,000","2,271,825,000","2,224,867,000","2,096,658,000","2,005,697,000","1,973,931,000","1,674,459,000","1,599,969,000","1,530,072,000","1,451,343,000","1,381,989,000","1,341,984,000","1,216,858,000","991,260,000","993,676,000","249,771,000","245,026,000","252,100,000","269,207,000","268,426,000","254,905,000","249,253,000","346,514,000","361,400,000","371,600,000","362,700,000","398,002,000","395,100,000","415,500,000","418,100,000","401,031,000","396,200,000","379,200,000","357,500,000","352,213,000","348,300,000","341,100,000","340,700,000","335,000,000"
TotalDebt,"2,726,000,000","2,726,000,000","2,725,410,000","2,725,153,000","2,724,896,000","2,724,642,000","2,724,394,000","2,724,149,000","3,017,415,000","3,017,105,000","3,016,800,000","3,071,498,000","3,196,320,000","2,372,456,000","2,355,913,000","2,362,106,000","2,224,871,000","2,222,306,000","2,189,210,000","2,288,120,000","2,305,500,000","2,488,337,000","2,549,016,000","2,558,968,000","2,419,022,000","2,467,371,000","2,488,908,000","1,189,537,000","1,189,222,000","1,248,780,000","1,321,740,000","1,130,341,000","891,222,000","900,000,000","900,000,000","900,000,000","900,000,000","900,000,000","900,000,000","400,000,000","400,000,000","400,000,000","400,000,000","585,223,000","635,818,000","639,551,000","710,486,000","714,137,000","718,441,000","722,222,000","725,770,000","756,797,000","761,213,000","746,746,000","617,565,000","619,843,000","400,000,000","400,000,000","400,000,000","400,000,000","400,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","200,000,000","200,000,000","200,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt,"1,822,000,000","1,923,000,000","1,870,292,000","1,911,570,000","1,911,348,000","1,911,725,000","1,865,726,000","1,586,428,000","1,783,356,000","2,075,154,000","2,110,352,000","2,095,100,000","2,342,061,000","1,490,172,000","1,629,683,000","1,482,007,000","1,619,555,000","1,589,206,000","1,542,654,000","1,637,083,000","1,778,872,000","1,807,446,000","1,942,817,000","1,696,607,000","1,678,702,000","1,763,617,000","1,645,966,000","610,721,000","672,631,000","690,819,000","768,414,000","480,562,000","366,148,000","428,988,000","414,298,000","236,274,000",,,"465,943,000",,"24,881,000","43,233,000","28,959,000","162,783,000","280,426,000","216,745,000","358,787,000","344,242,000","307,440,000","315,345,000","363,030,000","390,800,000","419,744,000","408,038,000","282,994,000","234,694,000","63,307,000","155,963,000","148,261,000","160,903,000","153,456,000","41,320,000","60,085,000","49,196,000","54,857,000","74,751,000",,"111,861,000",,"52,094,000","77,523,000","138,241,000","137,983,000","213,277,000","186,948,000","207,237,000","111,879,000","121,442,000","143,101,000","144,112,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShareIssued,"591,200,000","590,500,000","588,250,762","587,134,047","586,887,791","586,115,502","583,289,850","582,908,723","582,654,893","581,226,408","579,000,841","578,024,671","577,956,232","577,386,799","574,617,195","574,173,205","573,761,683","572,238,363","570,737,283","570,048,156","569,458,341","567,210,702","549,872,226","548,774,646","548,143,086","524,805,312","523,932,303","523,497,069","523,066,539","521,233,419","519,323,547","518,710,554","518,341,770","515,498,604","515,017,224","514,142,280","513,290,313","510,020,874","508,681,773","508,052,367","507,736,113","505,259,808","504,766,716","501,014,070","500,244,330","497,177,970","493,909,014","489,801,951","487,090,464","481,090,545","480,220,848","478,292,040","475,784,352","474,389,406","492,855,102","535,718,781","548,827,254","544,997,421","544,990,104","541,561,401","557,487,900","581,846,562","605,866,194","620,736,705","637,822,989","663,720,534","668,434,194","666,059,868","665,441,757","664,447,203","660,013,830","319,542,606","317,358,045","315,884,322","314,126,307","312,639,237","301,932,108","301,971,096","253,803,348","253,240,074","252,313,281","251,795,493","249,528,006","248,275,656","214,161,660","142,112,988","121,621,842","115,813,422","115,767,711","115,459,911","114,379,362","111,672,153","111,601,053","110,964,582","153,792,000","153,810,000","153,765,000","153,774,000","153,783,000","153,594,000","153,576,000","153,675,000","153,522,000","153,315,000","153,315,000","153,198,000","153,279,000","153,009,000","152,946,000","152,541,000","142,605,000"
OrdinarySharesNumber,"372,900,000","372,200,000","370,345,997","369,321,990","369,346,815","375,730,891","378,923,894","387,257,752","396,771,251","403,313,377","406,720,642","406,018,958","405,970,251","405,609,867","405,619,201","405,230,531","404,887,534","403,738,764","402,454,834","405,524,360","405,436,637","410,047,266","392,933,817","392,599,119","392,039,877","369,082,458","368,362,551","368,025,591","367,716,780","366,280,788","367,883,349","367,315,662","367,211,727","374,282,523","382,103,802","392,101,857","405,092,658","402,252,414","401,024,652","400,440,969","400,249,257","399,189,675","401,527,839","409,620,534","408,874,956","406,325,061","403,075,035","399,016,395","398,314,572","395,551,917","418,896,675","443,028,339","446,675,130","474,389,406","492,855,102","535,718,781","548,827,254","544,997,421","544,990,104","541,561,401","557,487,900","581,846,562","605,866,194","620,736,705","637,822,989","663,720,534","668,434,194","666,059,868","665,441,757","664,447,203","660,013,830","319,542,606","317,358,045","315,884,322","314,126,307","312,639,237","301,932,108","301,971,096","253,803,348","253,240,074","252,313,281","251,795,493","249,528,006","248,275,656","214,161,660","142,112,988","121,621,842","115,813,422","115,767,711","115,459,911","114,379,362","111,672,153","111,601,053","110,964,582","153,792,000","153,810,000","153,765,000","153,774,000","153,783,000","153,594,000","153,576,000","153,675,000","153,522,000","153,315,000","153,315,000","153,198,000","153,279,000","153,009,000","152,946,000","152,541,000","142,605,000"
PreferredSharesNumber,"830,000","830,000","830,000","830,000","830,000,000","830,000,000","830,000,000","830,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,000,000","13,000,000","13,000,000","13,000,000","13,000,000","13,000,000","13,000,000","13,000,000","13,000,000","13,000,000","13,000,000","13,000,000","13,000,000","13,000,000","13,000,000","13,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TreasurySharesNumber,"218,300,000","218,300,000","217,904,765","217,812,057","217,540,976","210,384,611","204,365,956","195,650,971","185,883,642","177,913,031","172,280,199","172,005,713","171,985,981","171,776,932","168,997,994","168,942,674","168,874,149","168,499,599","168,282,449","164,523,796","164,021,704","157,163,436","156,938,409","156,175,527","156,103,209","155,722,854","155,569,752","155,471,478","155,349,759","154,952,631","151,440,198","151,394,892","151,130,043","141,216,081","132,913,422","122,040,423","108,197,655","107,768,460","107,657,121","107,611,398","107,486,856","106,070,133","103,238,877","91,393,536","91,369,374","90,852,909","90,833,979","90,785,556","88,775,892","85,538,628","61,324,173","35,263,701","29,109,222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
