name,06/30/2023,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,09/30/1995
TotalAssets,"53,856,000,000","51,103,000,000","47,990,507,000","46,337,104,000","45,719,194,000","45,677,941,000","45,100,945,000","44,783,736,000","46,481,886,000","44,204,267,000","43,282,297,000","42,716,035,000","41,199,648,000","38,416,126,000","37,885,361,000","35,572,603,000","34,851,670,000","33,977,037,000","32,218,329,000","32,252,534,000","31,853,120,000","32,131,955,000","32,051,658,000","32,624,797,000","30,862,639,000","30,092,226,000","29,372,109,000","25,643,231,000","24,411,917,000","24,541,369,000","23,177,270,000","23,770,592,000","23,084,925,000","22,702,685,000","22,009,543,000","22,610,685,000","22,573,515,000","21,800,358,000","19,566,094,000","18,930,823,000","18,917,683,000","18,757,061,000","17,816,762,000","18,889,757,000","18,496,723,000","17,812,783,000","17,141,769,000","17,430,028,000","17,213,806,000","17,191,966,000","15,770,792,000","17,701,397,000","16,777,399,000","16,935,106,000","15,375,790,000","17,183,154,000","16,641,935,000","16,092,287,000","14,616,545,000","16,130,802,000","16,281,502,000","16,354,475,000","15,624,267,000","15,464,002,000","15,293,768,000","14,961,871,000","14,312,467,000","13,953,876,000","13,087,713,000","12,361,140,000","11,488,436,000","10,926,753,000","9,128,644,000","8,615,677,000","8,218,754,000","7,658,528,000","6,916,133,000","6,509,870,000","5,585,321,000","5,202,953,000","4,203,006,000","3,706,782,000","2,991,328,000","2,446,469,000","2,007,736,000","1,610,757,000","1,313,701,000","565,555,000","546,082,000","440,236,000","298,926,000","277,011,000","268,583,000","774,250,000","864,359,000","871,000,000","858,800,000","792,700,000","757,830,000","710,200,000","670,600,000","638,700,000","581,247,000","557,200,000","512,900,000","455,900,000","432,486,000","404,000,000","366,700,000","369,700,000","345,300,000"
	TotalInvestments,"31,036,000,000","29,875,000,000","28,270,024,000","26,934,404,000","26,841,233,000","27,257,146,000","27,783,990,000","27,610,075,000","30,167,609,000","29,156,460,000","28,553,005,000","27,785,951,000","26,158,268,000","24,176,150,000","24,038,003,000","23,237,687,000","22,842,235,000","22,247,805,000","21,507,397,000","21,638,288,000","21,444,271,000","21,590,891,000","21,568,933,000","21,774,581,000","20,283,821,000","19,955,987,000","19,015,370,000","17,373,394,000","16,471,877,000","16,068,521,000","15,499,110,000","16,234,599,000","15,423,100,000","15,785,747,000","15,455,544,000","15,775,768,000","15,446,135,000","14,276,467,000","13,666,561,000","13,424,284,000","13,499,795,000","13,387,107,000","12,775,241,000","12,913,712,000","12,488,997,000","12,212,177,000","12,001,049,000","11,992,647,000","11,944,081,000","11,881,244,000","11,617,905,000","12,156,850,000","11,452,404,000","11,322,567,000","11,087,575,000","11,215,994,000","10,747,523,000","10,340,765,000","9,840,970,000","10,873,193,000","10,948,429,000","9,451,848,000","9,340,757,000","9,578,447,000","9,152,922,000","8,920,139,000","8,725,622,000","8,458,730,000","7,684,492,000","7,349,859,000","6,856,253,000","5,639,110,000","6,300,516,000","5,937,783,000","5,680,274,000","5,234,212,000","4,545,168,000","4,257,935,000","3,627,772,000","3,281,672,000","2,538,173,000","2,206,436,000","1,862,645,000","1,534,238,000","1,232,500,000","998,430,000","945,324,000","218,134,000","210,173,000","191,045,000","187,184,000","175,702,000","160,518,000","389,955,000","492,483,000",,,,"438,027,000",,,,"401,378,000",,,,"362,627,000",,,,
		EquityInvestments,"911,000,000",,"859,969,000",,,,,,,"1,532,906,000","1,444,830,000","5,251,590,000","4,778,088,000","3,310,517,000","3,663,477,000","3,838,243,000","3,721,035,000","3,969,623,000","3,983,571,000","4,097,735,000","4,111,611,000","4,119,139,000","4,481,226,000","4,509,973,000","4,076,069,000","3,876,557,000","3,589,190,000","3,557,816,000","3,248,986,000","3,334,411,000","3,194,970,000","3,064,179,000","2,991,164,000","2,771,663,000","2,731,756,000","2,634,828,000","2,498,658,000","1,683,567,000","1,719,844,000","1,668,663,000","1,635,091,000","1,487,507,000","1,466,746,000","10,256,557,000","9,817,190,000","9,539,326,000","9,913,299,000","9,803,047,000","9,567,436,000","9,453,301,000","9,446,083,000","9,810,102,000","9,428,456,000","9,295,680,000","9,391,926,000","9,265,961,000","8,944,110,000","8,540,653,000","8,122,221,000","8,408,614,000","7,746,296,000","6,401,609,000","5,674,953,000","6,457,863,000","5,837,721,000","5,842,402,000","6,015,745,000","6,727,113,000","5,948,595,000","5,414,156,000","5,280,987,000","5,153,953,000","6,124,248,000","5,732,566,000","5,545,121,000","5,095,952,000","4,461,137,000","3,899,090,000","3,398,424,000","2,884,031,000","2,293,223,000","2,030,876,000","1,382,104,000","1,304,530,000","1,056,780,000","671,693,000","468,504,000","132,206,000","144,575,000","118,624,000","89,797,000","128,666,000","121,712,000","249,189,000","419,698,000",,,,"329,218,000",,,,"312,211,000",,,,"257,741,000",,,,
		SecurityAgreeToBeResell,"97,000,000","84,000,000","12,493,000","27,042,000","157,329,000","116,633,000","60,179,000","84,019,000","309,234,000","199,424,000","92,743,000","158,674,000","167,281,000","221,573,000","24,133,000","50,615,000","164,592,000","334,982,000","36,246,000","278,753,000","143,809,000","217,224,000","205,536,000","385,952,000","212,512,000","239,678,000","58,284,000","285,112,000","142,315,000","329,262,000","45,505,000","705,821,000","454,057,000","400,113,000","78,170,000","672,259,000","261,669,000","426,431,000","50,555,000","288,080,000","447,545,000","395,958,000","19,248,000","0","0","0",,"20,032,000","0",,,"0","0","0","206,999,000",,,,,,,"1,190,086,000","1,463,045,000","884,375,000","1,085,757,000","1,120,957,000","860,803,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		LongTermEquityInvestment,"5,046,000,000","4,911,000,000","4,738,914,000","4,457,158,000","4,463,944,000","4,469,798,000","4,213,266,000","3,853,118,000","3,270,934,000","2,996,110,000","2,047,889,000","1,883,702,000","1,727,302,000","1,676,055,000","1,660,396,000","1,575,832,000","1,581,972,000","1,563,779,000","1,493,791,000","1,524,242,000","1,428,582,000","1,394,548,000","1,041,322,000","962,574,000","948,856,000","861,607,000","811,273,000","797,542,000","685,766,000","628,832,000","592,973,000","589,277,000","472,926,000","503,091,000","439,440,000","404,565,000","385,398,000","358,291,000","349,195,000","333,626,000","317,506,000","327,712,000","414,389,000","339,587,000","331,601,000","347,273,000",,"383,543,000","399,968,000","105,495,000",,"536,765,000","511,942,000","508,530,000","494,724,000","477,854,000","470,821,000","394,595,000","399,368,000","483,090,000","451,879,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentsInOtherVenturesUnderEquityMethod,"5,046,000,000","4,911,000,000","4,738,914,000","4,457,158,000","4,463,944,000","4,469,798,000","4,213,266,000","3,853,118,000","3,270,934,000","2,996,110,000","2,047,889,000","1,883,702,000","1,727,302,000","1,676,055,000","1,660,396,000","1,575,832,000","1,581,972,000","1,563,779,000","1,493,791,000","1,524,242,000","1,428,582,000","1,394,548,000","1,041,322,000","962,574,000","948,856,000","861,607,000","811,273,000","797,542,000","685,766,000","628,832,000","592,973,000","589,277,000","472,926,000","503,091,000","439,440,000","404,565,000","385,398,000","358,291,000","349,195,000","333,626,000","317,506,000","327,712,000","414,389,000","339,587,000","331,601,000","347,273,000",,"383,543,000","399,968,000","105,495,000",,"536,765,000","511,942,000","508,530,000","494,724,000","477,854,000","470,821,000","394,595,000","399,368,000","483,090,000","451,879,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherShortTermInvestments,"23,136,000,000","23,104,000,000","21,014,451,000","20,871,453,000","20,585,592,000","20,984,049,000","21,536,995,000","21,628,968,000","22,015,944,000","19,992,666,000","20,642,747,000","20,491,985,000","19,485,597,000","18,968,005,000","18,689,997,000","17,772,997,000","17,374,636,000","16,379,421,000","15,993,789,000","15,737,558,000","15,760,269,000","15,859,980,000","15,840,849,000","15,916,082,000","15,046,384,000","14,978,145,000","14,556,623,000","12,732,924,000","12,394,810,000","11,776,016,000","11,665,662,000","11,875,322,000","11,504,953,000","12,110,880,000","12,206,178,000","12,064,116,000","12,300,410,000","11,808,178,000","11,546,967,000","11,133,915,000","11,099,653,000","11,175,930,000","10,874,858,000","1,323,015,000","1,469,486,000","1,470,241,000","904,219,000","799,662,000","704,495,000","1,140,093,000","985,501,000","980,691,000","763,939,000","847,752,000","571,489,000","1,317,653,000","1,217,332,000","1,300,529,000","1,209,780,000","933,797,000","1,563,794,000","1,860,153,000","2,202,759,000","2,236,209,000","2,229,444,000","1,956,780,000","1,849,074,000","1,731,617,000","1,735,897,000","1,935,703,000","1,575,266,000","485,157,000","176,268,000","205,217,000","135,153,000","138,260,000","84,031,000","358,845,000","229,348,000","397,641,000","244,950,000","175,560,000","480,541,000","229,708,000","175,720,000","326,737,000","476,820,000","85,928,000","65,598,000","72,421,000","97,387,000","47,036,000","38,806,000","140,766,000","72,785,000",,,,"108,809,000",,,,"89,167,000",,,,"104,886,000",,,,
			ShortTermInvestmentsAvailableForSale,"23,136,000,000","23,104,000,000","21,014,451,000","20,871,453,000","20,585,592,000","20,984,049,000","21,536,995,000","21,628,968,000","22,015,944,000","19,992,666,000","20,642,747,000","20,491,985,000","19,485,597,000","18,968,005,000","18,689,997,000","17,772,997,000","17,374,636,000","16,379,421,000","15,993,789,000","15,737,558,000","15,760,269,000","15,859,980,000","15,840,849,000","15,916,082,000","15,046,384,000","14,978,145,000","14,556,623,000","12,732,924,000","12,394,810,000","11,776,016,000","11,665,662,000","11,875,322,000","11,504,953,000","12,110,880,000","12,206,178,000","12,064,116,000","12,300,410,000","11,808,178,000","11,546,967,000","11,133,915,000","11,099,653,000","11,175,930,000","10,874,858,000","1,323,015,000","1,469,486,000","1,470,241,000","904,219,000","799,662,000","704,495,000","1,140,093,000","985,501,000","980,691,000","763,939,000","847,752,000","571,489,000","1,317,653,000","1,217,332,000","1,300,529,000","1,209,780,000",,"1,563,794,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherInvestedAssets,"1,846,000,000","1,776,000,000","1,644,197,000","1,578,751,000","1,634,368,000","1,686,666,000","1,973,550,000","2,043,970,000","4,571,497,000","4,435,354,000","4,324,796,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"994,553,000","870,720,000","855,337,000","1,183,531,000","986,363,000","1,272,182,000","1,182,355,000","1,186,321,000","829,292,000","748,067,000","670,605,000","422,437,000","154,526,000","115,260,000","104,988,000","109,601,000","1,981,489,000","1,186,460,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	CashAndCashEquivalents,"904,000,000","803,000,000","855,118,000","813,583,000","813,548,000","812,917,000","858,668,000","1,137,721,000","1,234,059,000","941,951,000","906,448,000","976,398,000","854,259,000","882,284,000","726,230,000","880,099,000","605,316,000","633,100,000","646,556,000","651,037,000","526,628,000","680,891,000","606,199,000","862,361,000","740,320,000","703,754,000","842,942,000","578,816,000","516,591,000","557,961,000","553,326,000","649,779,000","525,074,000","471,012,000","485,702,000","663,726,000","926,443,000","1,569,605,000","434,057,000","436,141,000","375,119,000","356,767,000","371,041,000","422,440,000","355,392,000","422,806,000","351,699,000","369,895,000","411,001,000","406,877,000","362,740,000","365,997,000","341,469,000","338,708,000","334,571,000","385,149,000","336,693,000","244,037,000","251,739,000","239,097,000","246,544,000","258,680,000","239,915,000","250,804,000","245,143,000","225,249,000","317,017,000","188,139,000","366,373,000","247,906,000","222,477,000","161,759,000","162,017,000","86,723,000","113,052,000","92,763,000","188,121,000","78,558,000","56,899,000","55,888,000","62,013,000","88,882,000","91,717,000","57,764,000","37,641,000","18,977,000","9,970,000","14,671,000","12,123,000","20,290,000","11,481,000","15,756,000","17,374,000","11,447,000","9,457,000",,,,"12,037,000",,,,"9,014,000",,,,"1,466,000",,,,
	RestrictedCashAndCashEquivalents,,,,,"0","0","0","0","168,548,000","140,949,000","294,912,000","62,749,000","464,503,000","177,442,000","379,868,000","420,415,000","440,510,000","404,262,000","268,395,000","299,409,000","230,064,000","358,152,000","464,917,000","528,212,000","610,121,000","525,569,000","744,980,000","453,757,000","330,773,000","580,766,000","384,081,000","285,632,000","373,969,000","112,790,000","50,802,000","107,547,000","87,031,000","100,590,000","105,081,000","48,361,000","47,763,000","90,801,000","50,848,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ReinsuranceRecoverable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,733,830,000","1,849,191,000","1,849,603,000","1,851,584,000","1,840,191,000","1,855,342,000","1,772,130,000","1,763,985,000","1,715,122,000","1,721,059,000","1,711,307,000","1,720,270,000","1,768,344,000","1,793,680,000","1,787,093,000","1,792,429,000","1,762,339,000","1,699,640,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	Receivables,"13,774,000,000","12,875,000,000","11,919,724,000","11,671,566,000","11,330,711,000","10,974,703,000","10,342,706,000","9,991,562,000","9,064,041,000","8,578,906,000","8,552,312,000","9,032,862,000","8,746,384,000","8,599,063,000","8,244,993,000","6,881,064,000","6,879,841,000","6,772,225,000","6,297,633,000","6,124,519,000","6,122,935,000","5,887,668,000","5,653,806,000","5,640,041,000","5,296,637,000","5,153,536,000","4,904,009,000","4,908,397,000","4,896,003,000","4,701,516,000","4,337,112,000","4,343,424,000","4,406,001,000","4,244,441,000","4,070,732,000","4,128,193,000","4,129,487,000","3,917,391,000","3,622,500,000","3,675,046,000","3,674,767,000","3,624,673,000","3,424,638,000","2,516,842,000","2,443,032,000","2,083,728,000","1,712,685,000","1,674,151,000","1,446,328,000","1,382,852,000","559,579,000","1,992,142,000","1,790,625,000","2,126,470,000","782,201,000","1,696,237,000","1,928,628,000","1,912,620,000","734,024,000","1,837,694,000","1,912,640,000","3,315,379,000","2,488,895,000","2,699,318,000","2,774,136,000","2,776,351,000","2,614,435,000","2,671,801,000","2,729,953,000","2,378,190,000","2,143,618,000","2,016,448,000","1,453,027,000","1,414,595,000","1,243,237,000","1,244,768,000","1,132,760,000","1,117,723,000","905,032,000","972,102,000","885,793,000","836,300,000","569,278,000","462,263,000","489,452,000","392,135,000","164,323,000","68,401,000","103,237,000","83,633,000","993,000","68,000","491,000","237,739,000","201,200,000","133,100,000","115,100,000","103,800,000","119,697,000","83,000,000","60,800,000","54,000,000","47,507,000","47,300,000","39,500,000","35,400,000","24,767,000",,,,"400,000"
		AccountsReceivable,"13,774,000,000","12,875,000,000","11,919,724,000","11,671,566,000","11,330,711,000","10,974,703,000","10,342,706,000","9,991,562,000","9,064,041,000","8,578,906,000","8,552,312,000","9,032,862,000","8,746,384,000","8,599,063,000","8,244,993,000","6,881,064,000","6,879,841,000","6,772,225,000","6,297,633,000","6,124,519,000","6,122,935,000","5,887,668,000","5,653,806,000","5,640,041,000","5,296,637,000","5,153,536,000","4,904,009,000","4,908,397,000","4,896,003,000","4,701,516,000","4,337,112,000","4,343,424,000","4,406,001,000","4,244,441,000","4,070,732,000","4,128,193,000","4,129,487,000","3,917,391,000","3,622,500,000","3,675,046,000","3,674,767,000","3,624,673,000","3,424,638,000","773,172,000","834,116,000","700,137,000","501,563,000","606,963,000","712,397,000","633,144,000","503,434,000","662,634,000","706,503,000","699,385,000","595,030,000","697,806,000","735,969,000","720,724,000","628,951,000","738,694,000","859,261,000","880,946,000","729,628,000","902,987,000","1,041,921,000","954,168,000","749,961,000","901,001,000","897,400,000","872,975,000","672,902,000","678,335,000","622,664,000","642,877,000","520,781,000","601,220,000","602,862,000","631,624,000","477,032,000","596,137,000","560,861,000","573,329,000","343,716,000","462,263,000","489,452,000","392,135,000","164,323,000","68,401,000","103,237,000","83,633,000","993,000","68,000","491,000","115,371,000","119,300,000","133,100,000","115,100,000","103,800,000","88,600,000","83,000,000","60,800,000","54,000,000","47,500,000","47,300,000","39,500,000","35,400,000","23,700,000",,,,
		AccruedInterestReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"400,000"
		OtherReceivables,,,,,,,,,,,,"158,674,000","167,281,000","221,573,000","24,133,000","50,615,000","164,592,000","334,982,000","36,246,000","278,753,000","143,809,000","217,224,000","205,536,000","385,952,000","212,512,000","239,678,000","58,284,000","285,112,000","142,315,000","329,262,000","45,505,000","705,821,000","454,057,000","400,113,000","78,170,000","672,259,000","261,669,000","426,431,000","50,555,000","288,080,000","447,545,000","395,958,000","19,248,000","1,743,670,000","1,608,916,000","1,383,591,000","1,211,122,000","1,067,188,000","733,931,000","749,708,000","56,145,000","1,329,508,000","1,084,122,000","1,427,085,000","187,171,000","998,431,000","1,192,659,000","1,191,896,000","105,073,000","1,099,000,000","1,053,379,000","2,434,433,000","1,759,267,000","1,796,331,000","1,732,215,000","1,822,183,000","1,864,474,000","1,770,800,000","1,832,553,000","1,505,215,000","1,470,716,000","1,338,113,000","830,363,000","771,718,000","722,456,000","643,548,000","529,898,000","486,099,000","428,000,000","375,965,000","324,932,000","262,971,000","225,562,000",,,,,,,,,,,"122,368,000","81,900,000",,,,"31,097,000",,,,"7,000",,,,"1,067,000",,,,
	AccruedInvestmentIncome,"233,000,000","163,000,000","158,680,000","116,263,000","116,102,000","82,607,000","85,453,000","75,832,000","96,546,000","101,108,000","103,299,000","106,940,000","102,064,000","118,089,000","117,937,000","116,196,000","119,252,000","112,935,000","114,641,000","106,543,000","114,307,000","106,114,000","113,133,000","101,104,000","108,562,000","104,168,000","124,483,000","81,907,000","85,317,000","81,628,000","87,206,000","76,142,000","80,129,000","73,282,000","74,316,000","65,042,000","64,869,000","59,701,000","66,848,000","64,428,000","68,413,000","65,023,000","71,748,000","68,069,000","72,095,000","65,643,000","70,739,000","71,264,000","71,083,000","69,057,000","74,837,000","79,180,000","72,102,000","74,214,000","70,673,000","77,762,000","70,854,000","65,365,000","78,052,000","82,218,000","76,313,000","73,686,000","73,862,000","70,697,000","71,064,000","68,012,000","68,440,000","70,163,000","65,617,000","59,936,000","62,196,000","56,017,000","63,210,000","56,978,000","57,163,000","49,706,000","42,219,000","31,204,000","30,316,000","23,146,000","25,570,000","20,506,000","17,127,000","16,811,000","13,681,000","8,897,000","7,572,000","2,228,000","2,716,000","2,405,000","1,432,000","2,202,000","1,870,000","3,737,000","4,527,000","5,000,000","3,900,000","3,400,000","2,632,000","3,400,000","2,500,000","3,400,000","2,781,000","2,700,000","1,900,000","1,500,000","2,151,000","2,100,000","2,400,000","2,600,000",
	PrepaidAssets,"2,459,000,000","2,116,000,000","1,799,197,000","2,115,539,000","2,123,915,000","1,951,960,000","1,729,455,000","1,824,910,000","1,541,093,000","1,406,489,000","1,234,075,000","1,450,200,000","1,364,603,000","1,357,284,000","1,234,683,000","1,168,258,000","1,136,728,000","1,099,581,000","975,469,000","1,011,850,000","1,014,663,000","996,772,000","926,611,000","947,135,000","961,330,000","941,923,000","859,567,000","541,238,000","540,954,000","500,412,000","427,609,000","442,346,000","442,141,000","421,908,000","377,078,000","404,661,000","430,214,000","349,077,000","328,343,000","330,980,000","330,854,000","301,736,000","298,484,000","302,513,000","313,264,000","261,619,000","265,696,000","267,846,000","278,587,000","259,624,000","263,448,000","267,240,000","256,952,000","250,841,000","277,985,000","283,290,000","283,488,000","274,578,000","303,707,000","335,210,000","364,226,000","419,046,000","480,462,000","541,529,000","544,137,000","501,287,000","470,138,000","514,490,000","444,586,000","376,815,000","322,435,000","334,229,000","336,721,000","318,026,000","321,422,000","260,332,000","232,329,000","232,923,000","236,061,000","228,476,000","188,840,000","128,164,000","120,191,000","97,436,000","56,430,000","54,159,000","58,961,000","59,895,000","25,534,000","31,735,000",,,,,,,,,,,,,,,,,,,,,
	DeferredPolicyAcquisitionCosts,"1,452,000,000","1,355,000,000","1,263,870,000","1,122,711,000","1,069,845,000","1,001,866,000","901,841,000","893,665,000","1,013,657,000","919,740,000","790,708,000","750,901,000","714,531,000","708,848,000","633,400,000","622,028,000","600,740,000","597,526,000","569,574,000","572,987,000","569,817,000","596,264,000","535,824,000","531,196,000","506,748,000","487,925,000","447,560,000","469,466,000","462,906,000","464,288,000","433,477,000","448,893,000","448,647,000","442,775,000","414,525,000","409,174,000","399,385,000","384,294,000","342,314,000","338,671,000","313,010,000","306,505,000","262,822,000","279,171,000","272,736,000","261,467,000","279,109,000","306,810,000","310,616,000","302,271,000","277,861,000","297,250,000","293,982,000","298,371,000","280,372,000","303,826,000","307,896,000","313,973,000","295,192,000","310,916,000","319,732,000","311,364,000","290,059,000","301,974,000","309,651,000","314,686,000","290,999,000","313,806,000","323,328,000","327,491,000","317,357,000","313,942,000","303,969,000","297,613,000","278,184,000","304,454,000","302,069,000","304,377,000","275,696,000","281,770,000","240,300,000","221,331,000","148,960,000","104,907,000","61,803,000","34,844,000","5,412,000","5,320,000","4,809,000","2,485,000","0","0","0","22,285,000","23,585,000","24,400,000","27,300,000","25,400,000","23,515,000","22,700,000","19,700,000","17,700,000","17,292,000","15,500,000","12,900,000","10,300,000","7,018,000","5,700,000","2,200,000","1,700,000",
	DeferredTaxAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63,838,000","62,210,000","60,192,000","72,118,000","66,944,000","55,645,000","57,051,000","64,474,000","70,688,000","64,271,000","63,606,000","76,765,000","84,021,000","83,595,000","71,139,000","57,320,000","54,101,000","61,121,000","58,745,000","43,443,000","53,875,000","32,600,000","33,979,000","15,450,000","13,937,000","10,838,000","16,514,000","15,118,000","18,342,000","14,661,000","13,716,000","7,345,000","7,891,000","7,980,000","8,192,000","2,547,000","4,779,000","10,103,000","7,834,000",,,,,,,,,,,,,,,,
	SecuritiesLendingCollateral,,,,,"0","0","0","0","172,116,000","143,894,000","301,096,000","64,259,000","473,790,000","182,284,000","388,376,000","430,263,000","450,320,000","415,056,000","274,133,000","306,893,000","236,956,000","367,043,000","476,615,000","543,252,000","627,843,000","538,361,000","762,565,000","466,055,000","338,326,000","594,929,000","389,336,000","286,659,000","377,897,000","110,064,000","44,301,000","104,252,000","82,603,000","96,264,000","100,584,000","42,135,000","41,062,000","84,315,000","42,531,000","34,769,000","74,032,000","50,813,000","56,393,000","72,399,000","150,501,000","198,418,000","75,575,000","203,221,000","214,564,000","184,221,000","212,820,000","609,334,000","559,385,000","559,691,000","728,065,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	GoodwillAndOtherIntangibleAssets,"775,000,000","785,000,000","804,289,000","806,655,000","868,014,000","926,427,000","944,983,000","963,322,000","667,153,000","679,509,000","692,863,000","713,777,000","688,490,000","705,450,000","738,083,000","624,500,000","641,010,000","659,215,000","634,920,000","566,662,000","593,008,000","626,004,000","652,611,000","684,405,000","712,975,000","750,315,000","781,553,000","90,941,000","88,327,000","92,670,000","97,531,000","103,620,000","102,518,000","106,745,000","109,539,000","111,528,000","118,721,000","120,875,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,666,000","16,666,000","16,666,000","31,423,000","31,423,000","35,882,000","35,882,000","35,882,000","35,882,000","28,867,000","28,867,000","28,558,000","28,823,000","28,540,000","26,336,000","26,587,000","26,626,000","20,381,000","6,111,000",,,,,,,,,,,,,,,,,,,,
		Goodwill,,,"342,073,000",,,,"344,865,000",,,,"314,629,000",,,,"326,551,000",,,,"249,620,000",,,,"198,236,000",,,,"204,022,000",,,,"15,536,000",,,,"14,946,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,867,000","28,867,000","28,558,000","28,823,000","28,540,000","26,336,000","26,587,000","26,626,000","20,381,000","6,111,000",,,,,,,,,,,,,,,,,,,,
		OtherIntangibleAssets,,,"462,216,000",,,,"600,118,000",,,,"378,234,000",,,,"411,532,000",,,,"385,300,000",,,,"454,375,000",,,,"577,531,000",,,,"81,995,000",,,,"94,593,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,666,000","16,666,000","16,666,000","31,423,000","31,423,000","35,882,000","35,882,000","35,882,000","35,882,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherAssets,"3,223,000,000","3,131,000,000","2,919,605,000","2,756,383,000","2,555,826,000","2,670,315,000","2,453,849,000","2,286,649,000","2,357,064,000","2,135,261,000","1,853,579,000","1,771,998,000","1,632,756,000","1,509,232,000","1,383,788,000","1,192,093,000","1,135,718,000","1,035,332,000","929,611,000","974,346,000","1,000,471,000","922,156,000","1,053,009,000","1,012,510,000","1,014,282,000","930,688,000","889,080,000","679,260,000","680,843,000","898,678,000","968,482,000","899,498,000","905,449,000","933,921,000","927,004,000","840,794,000","888,627,000","926,094,000","899,806,000","570,777,000","566,900,000","540,134,000","519,409,000","618,411,000","627,984,000","604,927,000","552,815,000","834,825,000","746,267,000","919,493,000","774,862,000","624,395,000","634,242,000","628,407,000","609,323,000","843,218,000","549,950,000","531,955,000","532,175,000","618,017,000","647,034,000","2,468,827,000","2,653,266,000","1,956,759,000","2,126,027,000","2,091,876,000","1,762,210,000","1,659,982,000","1,389,343,000","1,537,348,000","1,492,961,000","2,347,928,000","438,417,000","426,172,000","450,011,000","397,427,000","388,169,000","418,668,000","383,684,000","308,567,000","212,498,000","165,458,000","136,029,000","129,374,000","69,064,000","60,114,000","82,087,000","162,974,000","152,973,000","80,282,000","83,533,000","80,736,000","83,551,000","98,984,000","125,273,000","708,500,000","712,500,000","660,100,000","161,922,000","601,100,000","587,600,000","563,600,000","103,275,000","491,700,000","458,600,000","408,700,000","34,457,000","396,200,000","362,100,000","365,400,000","344,900,000"
